country,year,canonical_name,verdict,old_rows,old_amounts,review_amount,review_unit,preferred_source_files,reason,confidence,applied,skip_reason,match_reason
UK,1993,Research Councils (pre-UKRI),keep,1,2300000.0,2300000.0,pound,"[""1993_11_UK.pdf""]","The current annual total of 2,300,000 pounds is directly supported by the source document row, which describes spending on the science base funded through the Research Councils.",1.0,False,verdict_not_actionable,
UK,2004,Science Budget,keep,1,500000000.0,500000000.0,pound,"[""2004_UK.pdf""]","The current annual total of 500,000,000 pounds is directly supported by the source document row indicating the science budget allocation.",1.0,False,verdict_not_actionable,
UK,2013,Science Budget,keep,1,400000000.0,400000000.0,pound,"[""2013_UK.pdf""]","The current annual total of 400,000,000 pounds is directly supported by the source document row indicating a science budget allocation for that year.",1.0,False,verdict_not_actionable,
UK,2020,Public R&D Investment,keep,1,22000000.0,22000000.0,pound,"[""2020_UK.pdf""]","The current annual total of £22,000,000 is directly supported by the source document row indicating the same amount for Public R&D investment.",1.0,False,verdict_not_actionable,
UK,1998,University Challenge scheme,keep,1,20000000.0,20000000.0,pound,"[""1998_UK.pdf""]","The current annual total of £20,000,000 is directly supported by the source document row indicating the University Challenge Fund contribution, which matches the reported amount.",1.0,False,verdict_not_actionable,
UK,1999,University Challenge scheme,correct,1,15000000.0,15000000.0,pound,"[""1999_UK.pdf""]","The source document clearly states that the government allocated £15 million to the University Challenge scheme for that year, which supports the current annual total.",0.9,True,,matched_single_row
UK,2004,Industrial Strategy Challenge Fund,keep,1,400000000.0,400000000.0,pound,"[""2004_UK.pdf""]","The current annual total of 400,000,000 pounds is directly supported by the source document row for the Industrial Strategy Challenge Fund.",1.0,False,verdict_not_actionable,
UK,2013,Industrial Strategy Challenge Fund,keep,1,300000000.0,300000000.0,pound,"[""2013_UK.pdf""]","The current annual total of 300,000,000 pounds is directly supported by the source document row, which lists the same amount for the Industrial Strategy Challenge Fund.",1.0,False,verdict_not_actionable,
UK,2021,Industrial Strategy Challenge Fund,keep,1,200000000.0,200000000.0,pound,"[""2021_03_UK.pdf""]","The current annual total of 200,000,000 pounds is directly supported by the source document row, which lists the same amount for the Industrial Strategy Challenge Fund.",1.0,False,verdict_not_actionable,
UK,2025,Industrial Strategy Challenge Fund,keep,1,300000000.0,300000000.0,pound,"[""2025_UK.pdf""]","The current annual total of 300,000,000 pounds is directly supported by the source document row for the Industrial Strategy Challenge Fund.",1.0,False,verdict_not_actionable,
UK,2018,Strength in Places Fund,keep,1,120000000.0,120000000.0,pound,"[""2018_UK.pdf""]","The current annual total of £120,000,000 is directly supported by the source document, which confirms this amount for the Strength in Places Fund.",1.0,False,verdict_not_actionable,
UK,2020,Strength in Places Fund,keep,1,500000000.0,500000000.0,pound,"[""2020_UK.pdf""]","The current annual total of 500,000,000 pounds is directly supported by the source document row for the Strength in Places Fund.",1.0,False,verdict_not_actionable,
UK,2021,Strength in Places Fund,keep,1,100000000.0,100000000.0,pound,"[""2021_03_UK.pdf""]","The current annual total of 100,000,000 pounds is directly supported by the source document row, which lists the same amount for the Strength in Places Fund.",1.0,False,verdict_not_actionable,
UK,2025,Strength in Places Fund,keep,1,500000000.0,500000000.0,pound,"[""2025_UK.pdf""]","The current annual total of 500,000,000 pounds is directly supported by the source document row, which lists the same amount for the Strength in Places Fund.",1.0,False,verdict_not_actionable,
UK,2004,R&D Expenditure Credit,correct,1,35000000.0,35000000.0,pound,"[""2004_UK.pdf""]","The source document explicitly states that the R&D tax credits will provide £35 million of additional support, which aligns with the current annual total.",0.9,True,,matched_single_row
UK,2005,R&D Expenditure Credit,correct,1,450000000.0,65000000.0,pound,"[""2005_UK.pdf""]","The current amount of 450,000,000 pounds appears to be a misclassification or confusion with another year, as the context suggests a much lower expected range for R&D Tax Credits, which aligns more closely with the proposed corrected amount of 65,000,000 pounds.",0.8,False,no_exact_source_match,no_exact_source_match
UK,2006,R&D Expenditure Credit,keep,1,480000000.0,480000000.0,pound,"[""2006_UK.pdf""]","The current annual total of 480,000,000 pounds is directly supported by the source document row indicating the amount for R&D tax credits.",0.9,False,verdict_not_actionable,
UK,2007,R&D Expenditure Credit,keep,1,450000000.0,450000000.0,pound,"[""2007_UK.pdf""]","The current annual total of 450,000,000 pounds is directly supported by the source document row indicating R&D tax credits, which matches the reported amount.",0.9,False,verdict_not_actionable,
UK,2013,R&D Expenditure Credit,correct,1,45000000.0,45000000.0,pound,"[""2013_UK.pdf""]","The source document explicitly states the amount of £45,000,000 for R&D Tax Credits, which supports the current annual total.",0.9,True,,matched_single_row
UK,2005,Research Infrastructure Projects,keep,1,500000000.0,500000000.0,pound,"[""2005_UK.pdf""]","The current annual total of £500 million is explicitly supported by the source document, which describes the Science Research Infrastructure Fund providing this amount per annum.",1.0,False,verdict_not_actionable,
