country,year,canonical_name,category,amount_local,currency,unit,item_type,source_kind,source_file,page_number,line_description_en,series_notes,traceability_status
UK,2017,5G Research Facility,research_infrastructure,16000000.0,GBP,pound,verified_override,original_pdf,2017_03_UK.pdf,,"Verified against 2017_03_UK.pdf (Spring Budget 2017): first phase will invest up to £16 million in a cutting-edge 5G facility, delivered through cooperation between leading 5G research institutions.",gap: no matching rows in this year; locked manual curation,verified_against_original_file
UK,2017,5G Security Testbed Facility,research_infrastructure,10000000.0,GBP,pound,verified_override,original_pdf,2017_11_UK.pdf,54.0,"Autumn Budget 2017, p.54: £10 million to create facilities where the security of 5G networks can be tested.",Autumn Budget 2017 (2017_11_UK.pdf p.54): £10 million to create facilities where the security of 5G networks can be tested.; locked manual curation,verified_against_original_file
UK,2017,5G Testbeds and Trials Programme,rd_programme,5000000.0,GBP,pound,verified_override,original_pdf,2017_11_UK.pdf,54.0,"Autumn Budget 2017, p.54: £5 million for an initial trial to test 5G applications and deployment on roads.",Autumn Budget 2017 (2017_11_UK.pdf p.54): £5 million for an initial trial to test 5G applications and deployment on roads.; locked manual curation,verified_against_original_file
UK,2019,ARCHER 2 Supercomputer,research_infrastructure,79000000.0,GBP,pound,verified_override,original_pdf,2019_UK.pdf,4.0,"Verified against Spring Statement 2019 WMS, p.4: 'Allocating £79 million to a new UK supercomputer (ARCHER 2) which will replace the current national high-performance computing platform (ARCHER), providing researchers with a fivefold increase in computing capacity.'",gap: no matching rows in this year; locked manual curation,verified_against_original_file
UK,2005,Additional Clinical Research Funding (2005),rd_programme,25000000.0,GBP,pound,verified_override,original_pdf,2005_UK.pdf,71.0,"Budget 2005, p.71: £25 million additional funding for clinical research.",Budget 2005 (2005_UK.pdf p.71): £25 million additional funding for clinical research.; locked manual curation,verified_against_original_file
UK,2015,Advanced Wellbeing Research Centre,research_institute,14000000.0,GBP,pound,verified_override,original_pdf,2015_03_UK.pdf,77.0,"Budget March 2015, p.77: Advanced Wellbeing Research Centre, £14 million.","Budget March 2015 (2015_03_UK.pdf p.77): Advanced Wellbeing Research Centre, £14 million.; locked manual curation",verified_against_original_file
UK,2014,Alan Turing Institute,research_institute,42000000.0,GBP,pound,verified_override,original_pdf,2014_UK.pdf,,"Verified against original 2014_UK.pdf (Budget 2014): 'provide £42 million over 5 years for the Alan Turing Institute — this will be a national institute which will undertake new research in ways of collecting, organising and analysing large sets of data (Big Data).' Recorded as a 5-year commitment announced in 2014, not an annual figure — flagged accordingly; treat as a one-off founding grant, not a recurring annual appropriation.",Budget 2014: £42 million over 5 years for the Alan Turing Institute (founding grant).; locked manual curation,verified_against_original_file
UK,2020,Animal Health Science Estate,research_infrastructure,1400000.0,GBP,pound,verified_override,original_pdf,2020_UK.pdf,88.0,"Budget 2020, p.88: Animal health science estate, £1.4 million.","Budget 2020 (2020_UK.pdf p.88): Animal health science estate, £1.4 million.; locked manual curation",verified_against_original_file
UK,2016,Battery Technology R&D Support (Dyson),rd_programme,16000000.0,GBP,pound,verified_override,original_pdf,2016_UK.pdf,130.0,"Budget 2016, p.130: government support for Dyson battery technology R&D, £16 million.","Budget 2016 (2016_UK.pdf p.130): government support for Dyson battery technology R&D, £16 million.; locked manual curation",verified_against_original_file
UK,2016,Birmingham STEAMhouse,innovation_instruments,14000000.0,GBP,pound,verified_override,original_pdf,2016_UK.pdf,130.0,"Budget 2016, p.130: Birmingham STEAMhouse innovation hub, £14 million.","Budget 2016 (2016_UK.pdf p.130): Birmingham STEAMhouse innovation hub, £14 million.; locked manual curation",verified_against_original_file
UK,2024,Cambridge Biomedical Campus,research_infrastructure,10200000.0,GBP,pound,verified_override,original_pdf,2024_03_UK.pdf,,"Verified against 2024_03_UK.pdf (Spring Budget 2024), §3.26: £10.2 million invested to support development of the Cambridge Biomedical Campus.",gap: no matching rows in this year; locked manual curation,verified_against_original_file
UK,2024,Cancer Research UK Funding,research_institute,3000000.0,GBP,pound,verified_override,original_pdf,2024_03_UK.pdf,,Verified against 2024_03_UK.pdf (Spring Budget 2024): funding of £3 million for Cancer Research UK.,gap: no matching rows in this year; locked manual curation,verified_against_original_file
UK,2015,Centre for Agricultural Informatics and Sustainability Metrics,research_institute,11800000.0,GBP,pound,verified_override,original_pdf,2015_03_UK.pdf,78.0,"Budget March 2015, p.78: Centre for Agricultural Informatics and Sustainability Metrics, £11.8 million.","Budget March 2015 (2015_03_UK.pdf p.78): Centre for Agricultural Informatics and Sustainability Metrics, £11.8 million.; locked manual curation",verified_against_original_file
UK,2015,Centre for Process Innovation Chemical Innovation Fund,innovation_instruments,1000000.0,GBP,pound,verified_override,original_pdf,2015_03_UK.pdf,,Verified against 2015_03_UK.pdf: government will provide £1 million to the Centre for Process Innovation to support innovation and knowledge transfer in the North East's chemicals sector.,gap: no matching rows in this year; locked manual curation,verified_against_original_file
UK,2007,Climate Change Research Capacity Programme,rd_programme,30000000.0,GBP,pound,verified_override,original_pdf,2007_UK.pdf,,Verified against 2007_UK.pdf: £30 million programme (with the Canadian International Development Research Centre) to build and maintain the capacity and knowledge of African climate researchers.,gap: no matching rows in this year; locked manual curation,verified_against_original_file
UK,2025,DSIT R&D Budget,rd_ministry,13900000000.0,GBP,pound,verified_override,original_pdf,2024_10_UK.pdf,,"Verified against original 2024_10_UK.pdf (Autumn Budget 2024): 'providing: £13.9 billion for DSIT to invest in R&D in 2025-26.' This is the Department for Science, Innovation and Technology's own R&D envelope — a large component of, but NOT equal to, the whole-of-government 'Public R&D Investment' total for the same year (£20.4 billion) — do not sum these two series together.",gap: no matching rows in this year; locked manual curation,verified_against_original_file
UK,2007,DfES Research and Knowledge Transfer Funding (English Universities),rd_programme,1655000.0,GBP,pound,verified_override,original_pdf,2007_UK.pdf,183.0,"Budget 2007, p.183: DfES funding for research and knowledge transfer in English Universities, £1.655 million.","Budget 2007 (2007_UK.pdf p.183): DfES funding for research and knowledge transfer in English Universities, £1.655 million.; locked manual curation",verified_against_original_file
UK,2015,Digital Currency Technology Research,rd_programme,10000000.0,GBP,pound,verified_override,original_pdf,2015_03_UK.pdf,,"Verified against 2015_03_UK.pdf: new research initiative bringing together research councils, Alan Turing Institute and Digital Catapult on digital currency technology, with £10 million increased research funding.",gap: no matching rows in this year; locked manual curation,verified_against_original_file
UK,2015,Digital Economy Centres,research_infrastructure,23000000.0,GBP,pound,verified_override,original_pdf,2015_07_UK.pdf,68.0,"Summer Budget 2015, p.68/102: investment in 6 Next Generation Digital Economy Centres, £23 million.","Summer Budget 2015 (2015_07_UK.pdf p.68/102): investment in 6 Next Generation Digital Economy Centres, £23 million.; locked manual curation",verified_against_original_file
UK,2025,Entrepreneurship-Focused Doctoral Training,rd_programme,25000000.0,GBP,pound,verified_override,original_pdf,2025_UK.pdf,,"Verified against 2025_UK.pdf, §3.72: UKRI will invest up to £25 million for new entrepreneurship-focused doctoral training schemes.",gap: no matching rows in this year; locked manual curation,verified_against_original_file
