country,year,canonical_name,gap_type,action,series_amount,prev_amount,next_amount,diagnosis,verdict,correct_amount_local,correct_unit,preferred_source_files,evidence_page,confidence,reason
UK,1993,Research Councils (pre-UKRI),outlier,verify,2300000.0,,0.0,"Amount 2,300,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,2300000.0,pound,"[""1993_11_UK.pdf""]",107,1.0,"The current annual total of 2,300,000 pounds is directly supported by the source document row, which describes spending on the science base funded through the Research Councils."
UK,2004,Science Budget,outlier,verify,500000000.0,0.0,0.0,"Amount 500,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,500000000.0,pound,"[""2004_UK.pdf""]",12,1.0,"The current annual total of 500,000,000 pounds is directly supported by the source document row indicating the science budget allocation."
UK,2013,Science Budget,outlier,verify,400000000.0,0.0,0.0,"Amount 400,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,400000000.0,pound,"[""2013_UK.pdf""]",73,1.0,"The current annual total of 400,000,000 pounds is directly supported by the source document row indicating a science budget allocation for that year."
UK,2020,Public R&D Investment,outlier,verify,22000000.0,,0.0,"Amount 22,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,22000000.0,pound,"[""2020_UK.pdf""]",56,1.0,"The current annual total of £22,000,000 is directly supported by the source document row indicating the same amount for Public R&D investment."
UK,1998,University Challenge scheme,outlier,verify,20000000.0,,15000000.0,"Amount 20,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,20000000.0,pound,"[""1998_UK.pdf""]",54,1.0,"The current annual total of £20,000,000 is directly supported by the source document row indicating the University Challenge Fund contribution, which matches the reported amount."
UK,1999,University Challenge scheme,outlier,verify,15000000.0,20000000.0,0.0,"Amount 15,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,15000000.0,pound,"[""1999_UK.pdf""]",46,0.9,"The source document clearly states that the government allocated £15 million to the University Challenge scheme for that year, which supports the current annual total."
UK,2004,Industrial Strategy Challenge Fund,outlier,verify,400000000.0,0.0,0.0,"Amount 400,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,400000000.0,pound,"[""2004_UK.pdf""]",12,1.0,"The current annual total of 400,000,000 pounds is directly supported by the source document row for the Industrial Strategy Challenge Fund."
UK,2013,Industrial Strategy Challenge Fund,outlier,verify,300000000.0,0.0,0.0,"Amount 300,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,300000000.0,pound,"[""2013_UK.pdf""]",73,1.0,"The current annual total of 300,000,000 pounds is directly supported by the source document row, which lists the same amount for the Industrial Strategy Challenge Fund."
UK,2021,Industrial Strategy Challenge Fund,outlier,verify,200000000.0,0.0,0.0,"Amount 200,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,200000000.0,pound,"[""2021_03_UK.pdf""]",63,1.0,"The current annual total of 200,000,000 pounds is directly supported by the source document row, which lists the same amount for the Industrial Strategy Challenge Fund."
UK,2025,Industrial Strategy Challenge Fund,outlier,verify,300000000.0,0.0,,"Amount 300,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,300000000.0,pound,"[""2025_UK.pdf""]",131,1.0,"The current annual total of 300,000,000 pounds is directly supported by the source document row for the Industrial Strategy Challenge Fund."
UK,2018,Strength in Places Fund,outlier,verify,120000000.0,0.0,500000000.0,"Amount 120,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,120000000.0,pound,"[""2018_UK.pdf""]",69,1.0,"The current annual total of £120,000,000 is directly supported by the source document, which confirms this amount for the Strength in Places Fund."
UK,2020,Strength in Places Fund,outlier,verify,500000000.0,120000000.0,100000000.0,"Amount 500,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,500000000.0,pound,"[""2020_UK.pdf""]",70,1.0,"The current annual total of 500,000,000 pounds is directly supported by the source document row for the Strength in Places Fund."
