country,year,item_type,section_code,section_name,section_name_en,line_code,line_description,line_description_en,amount_local,unit,currency,rd_category,decision,confidence,source_file,page_number,llm_model,extraction_pass,notes,cleaning_notes,aggregation_role,dedup_notes,temporal_flag
Mexico,1986,line_item,38,CONACYT,National Council of Science and Technology,,La investigación científica y al desarrollo tecnológico.,Scientific research and technological development.,0.0,thousand,MXN,direct_rd,include,1.0,1986 31121985-MAT.pdf,207,gpt-4o-mini,extract,,"[mexico_pre1993_old_peso: amounts in old peso (peso antiguo); 1 new MXN = 1,000 old pesos (redenomination January 1993)] ",,,
Mexico,1987,line_item,Ramo 38,Consejo Nacional de Ciencia y Tecnología,National Council of Science and Technology,,La investigación científica y el desarrollo tecnológico.,Scientific research and technological development.,,pesos,MXN,direct_rd,review,0.4,1987 31121986-MAT.pdf,227,gpt-4o-mini,extract,Explicitly mentions scientific research and technological development. | no_amount,"[mexico_pre1993_old_peso: amounts in old peso (peso antiguo); 1 new MXN = 1,000 old pesos (redenomination January 1993)] ",,,
Mexico,1987,section_total,Ramo 38,Consejo Nacional de Ciencia y Tecnología,National Council of Science and Technology,,Total budget for Ramo 38,Total budget for Ramo 38,0.0,thousand,MXN,science_agency,review,0.5,1987 31121986-MAT.pdf,227-228,gpt-4o-mini,extract,No specific amount provided in the text.,"[mexico_macro_total: section aggregate] [mexico_pre1993_old_peso: amounts in old peso (peso antiguo); 1 new MXN = 1,000 old pesos (redenomination January 1993)] ",section,,
Mexico,2001,line_item,Ramo 38,Consejo Nacional de Ciencia y Tecnología,National Council of Science and Technology,,"Estimulo fiscal a los contribuyentes del impuesto sobre la renta, por los proyectos en investigación y desarrollo que realicen",Tax incentive for income tax contributors for projects in research and development they carry out,500000000.0,thousand,MXN,innovation_instruments,include,0.9,2001 31122000-MAT.pdf,20,gpt-4o-mini,extract,"This line describes a tax incentive for R&D projects, with a total amount specified.",,,,
Mexico,2002,line_item,38,Consejo Nacional de Ciencia y Tecnología,National Council of Science and Technology,,Estimulo fiscal a los contribuyentes que adquieran diesel para su consumo final,Tax incentive for taxpayers acquiring diesel for final consumption,500000000.0,thousand,MXN,innovation_instruments,include,0.8,2002 01012002-MAT.pdf,17,gpt-4o-mini,extract,This line item is related to R&D tax incentives.,,,,
Mexico,2002,section_total,38,Consejo Nacional de Ciencia y Tecnología,National Council of Science and Technology,,Total budget for Ramo 38,Total budget for Ramo 38,500000000.0,thousand,MXN,science_agency,include,1.0,2002 01012002-MAT.pdf,17,gpt-4o-mini,extract,Total includes all R&D activities under CONACYT.,[mexico_macro_total: section aggregate] ,section,,
Mexico,2003,section_total,38,Consejo Nacional de Ciencia y Tecnología,National Council of Science and Technology,,Erogaciones de las dependencias y entidades destinadas al Programa de Ciencia y Tecnologia,Expenditures of the dependencies and entities allocated to the Science and Technology Program,22308411002.0,thousand,MXN,science_agency,include,1.0,2003 30122002-MAT.pdf,194,gpt-4o-mini,extract,,[mexico_macro_total: section aggregate] ,section,,
Mexico,2003,line_item,38,Consejo Nacional de Ciencia y Tecnología,National Council of Science and Technology,,Programas del Consejo Nacional de Ciencia y Tecnología (CONACYT),Programs of the National Council of Science and Technology (CONACYT),,unit,MXN,science_agency,review,0.4,2003 30122002-MAT.pdf,202,gpt-4o-mini,extract,Specific amounts not detailed in the text. | no_amount,,,,
Mexico,2003,line_item,11,Secretaría de Educación Pública,Secretariat of Public Education,,Centros de investigación,Research centers,300000000.0,thousand,MXN,higher_education,include,0.9,2003 30122002-MAT.pdf,208,gpt-4o-mini,extract,,,,,
Mexico,2006,program_total,38,Consejo Nacional de Ciencia y Tecnología,National Council of Science and Technology,,Fondos mixtos y sectoriales a los que se refiere la Ley de Ciencia y Tecnología,Mixed and sectoral funds referred to in the Science and Technology Law,0.0,thousand,MXN,science_agency,include,1.0,2006 22122005-MAT.pdf,138,gpt-4o-mini,extract,Total for mixed and sectoral funds.,,,,
Mexico,2006,section_total,38,Consejo Nacional de Ciencia y Tecnología,National Council of Science and Technology,,Total presupuesto para el Consejo Nacional de Ciencia y Tecnología,Total budget for the National Council of Science and Technology,8859247600.0,thousand,MXN,science_agency,include,1.0,2006 22122005-MAT.pdf,141,gpt-4o-mini,extract,,[mexico_macro_total: section aggregate] ,section,,
Mexico,2006,line_item,38,Consejo Nacional de Ciencia y Tecnología,National Council of Science and Technology,,Erogaciones de las dependencias y entidades destinadas al Programa de Ciencia y Tecnología,Expenditures of dependencies and entities allocated to the Science and Technology Program,30599748168.0,thousand,MXN,direct_rd,include,1.0,2006 22122005-MAT.pdf,149,gpt-4o-mini,extract,,,,,
Mexico,2006,line_item,38,Consejo Nacional de Ciencia y Tecnología,National Council of Science and Technology,,Apoyos institucionales,Institutional support,170447600.0,thousand,MXN,direct_rd,include,1.0,2006 22122005-MAT.pdf,160,gpt-4o-mini,extract,,,,,
Mexico,2006,line_item,11,Educación Pública,Public Education,,CINVESTAV,CINVESTAV,100000000.0,thousand,MXN,higher_education,include,1.0,2006 22122005-MAT.pdf,205,gpt-4o-mini,extract,,,,,
Mexico,2006,line_item,11,Educación Pública,Public Education,,IPN,IPN,212500000.0,thousand,MXN,higher_education,include,1.0,2006 22122005-MAT.pdf,205,gpt-4o-mini,extract,,,,,
Mexico,2006,line_item,11,Educación Pública,Public Education,,"UNAM.- Museo, investigación y docencia en Biología Marina y Ciencias del Mar","UNAM.- Museum, research, and teaching in Marine Biology and Ocean Sciences",40000000.0,thousand,MXN,higher_education,include,1.0,2006 22122005-MAT.pdf,205,gpt-4o-mini,extract,,,,,
Mexico,2006,section_total,38,Consejo Nacional de Ciencia y Tecnología,National Council of Science and Technology,,Monto total de los recursos de este Presupuesto previstos para el Programa Especial de Ciencia y Tecnología,Total amount of resources in this Budget for the Special Program for Science and Technology,0.0,thousand,MXN,science_agency,include,1.0,2006 22122005-MAT.pdf,8,gpt-4o-mini,extract,Total for the science and technology program.,[mexico_macro_total: section aggregate] ,section,,
Mexico,2007,section_total,38,Consejo Nacional de Ciencia y Tecnología,National Council of Science and Technology,,Total budget for the National Council of Science and Technology,Total budget for the National Council of Science and Technology,9330648958.0,thousand,MXN,science_agency,include,1.0,2007 28122006-MAT.pdf,142,gpt-4o-mini,extract,,[mexico_macro_total: section aggregate] ,section,,
Mexico,2007,program_total,38,Consejo Nacional de Ciencia y Tecnología,National Council of Science and Technology,,Erogaciones de las dependencias y entidades destinadas al Programa de Ciencia y Tecnología,Expenditures of the dependencies and entities allocated to the Science and Technology Program,32486700000.0,thousand,MXN,direct_rd,include,1.0,2007 28122006-MAT.pdf,148,gpt-4o-mini,extract,,,,,
Mexico,2007,line_item,Ramo 11,Secretaría de Educación Pública,Secretariat of Public Education,,CINVESTAV,CINVESTAV,90000000.0,thousand,MXN,direct_rd,include,0.9,2007 28122006-MAT.pdf,160,gpt-4o-mini,extract,Direct funding for research at CINVESTAV.,,,,
Mexico,2007,line_item,Ramo 11,Secretaría de Educación Pública,Secretariat of Public Education,,IPN,IPN,491000000.0,thousand,MXN,higher_education,include,0.8,2007 28122006-MAT.pdf,160,gpt-4o-mini,extract,Funding for research and graduate education at IPN.,,,,
