country,year,item_type,section_code,section_name,section_name_en,line_code,line_description,line_description_en,amount_local,unit,currency,rd_category,decision,confidence,source_file,page_number,llm_model,extraction_pass,notes,cleaning_notes,aggregation_role
Iceland,1975,line_item,,Hafrannsóknastofnun (Marine Research Institute),Hafrannsóknastofnun (Marine Research Institute),,Gjaldfærður stofnkostnaður,Gjaldfærður stofnkostnaður,14027.0,thousand,ISK,science_agency,include,1.0,1975 0246.pdf,42,gpt-4o-mini,targeted_recovery,,,
Iceland,1975,program_total,,Hafrannsóknastofnun (Marine Research Institute),Hafrannsóknastofnun (Marine Research Institute),,Gjöld samtals,Gjöld samtals,301288.0,thousand,ISK,science_agency,include,1.0,1975 0246.pdf,42,gpt-4o-mini,targeted_recovery,,[iceland_section_total],section
Iceland,1975,line_item,,Hafrannsóknastofnun (Marine Research Institute),Hafrannsóknastofnun (Marine Research Institute),,Laun,Laun,13781.0,thousand,ISK,science_agency,include,1.0,1975 0246.pdf,42,gpt-4o-mini,targeted_recovery,,,
Iceland,1975,line_item,,Hafrannsóknastofnun (Marine Research Institute),Hafrannsóknastofnun (Marine Research Institute),,Viðhald,Viðhald,2667.0,thousand,ISK,science_agency,include,1.0,1975 0246.pdf,42,gpt-4o-mini,targeted_recovery,,,
Iceland,1975,line_item,,Hafrannsóknastofnun (Marine Research Institute),Hafrannsóknastofnun (Marine Research Institute),,Önnur rekstrargjöld,Önnur rekstrargjöld,7358.0,thousand,ISK,science_agency,include,1.0,1975 0246.pdf,42,gpt-4o-mini,targeted_recovery,,,
Iceland,1976,program_total,201,Háskóli Íslands,University of Iceland,,Gjöld samtals,Total expenditures,691265.0,thousand,ISK,higher_education,include,0.8,1976 0292.pdf,11,gpt-4o-mini,extract,Includes research-related appropriations,[iceland_section_total],section
Iceland,1976,line_item,232,Rannsóknaráð ríkisins,National Research Council of Iceland,,Til frumathugana á nýtingu náttúruauðæfa landsins,For preliminary studies on the utilization of natural resources,1000.0,thousand,ISK,direct_rd,include,0.9,1976 0292.pdf,12,gpt-4o-mini,extract,Specific research funding,,
Iceland,1976,line_item,201,Háskóli Íslands,University of Iceland,,Rannsóknastofa í jarðvísindum,Research Institute of Earth Sciences,950.0,thousand,ISK,direct_rd,include,0.9,1976 0292.pdf,12,gpt-4o-mini,extract,Specific research funding,,
Iceland,1976,line_item,201,Háskóli Íslands,University of Iceland,,Rannsóknastofa í eðlisfræði,Research Institute of Physics,11050.0,thousand,ISK,direct_rd,include,0.9,1976 0292.pdf,12,gpt-4o-mini,extract,Specific research funding,,
Iceland,1976,program_total,232,Rannsóknaráð ríkisins,National Research Council of Iceland,,Gjöld samtals,Total expenditures,691265.0,thousand,ISK,science_agency,include,0.8,1976 0292.pdf,12,gpt-4o-mini,extract,Includes research-related appropriations,[iceland_section_total],section
Iceland,1976,line_item,975,Vísindasjóður,Science Fund,,Til fyrirtækja í B-hluta,To companies in B-part,4750.0,thousand,ISK,direct_rd,include,0.9,1976 0292.pdf,27,gpt-4o-mini,extract,Specific research funding,,
Iceland,1976,program_total,975,Vísindasjóður,Science Fund,,Gjöld samtals,Total expenditures,4750.0,thousand,ISK,science_agency,include,0.8,1976 0292.pdf,27,gpt-4o-mini,extract,Includes research-related appropriations,[iceland_section_total],section
Iceland,1976,line_item,,Hafrannsóknastofnun (Marine Research Institute),Hafrannsóknastofnun (Marine Research Institute),,Gjaldfærður stofnkostnaður,Gjaldfærður stofnkostnaður,17989.0,thousand,ISK,science_agency,include,1.0,1976 0292.pdf,44,gpt-4o-mini,targeted_recovery,,,
Iceland,1976,program_total,,Hafrannsóknastofnun (Marine Research Institute),Hafrannsóknastofnun (Marine Research Institute),,Gjöld samtals,Gjöld samtals,49395.0,thousand,ISK,science_agency,include,1.0,1976 0292.pdf,44,gpt-4o-mini,targeted_recovery,,[iceland_section_total],section
Iceland,1976,line_item,,Hafrannsóknastofnun (Marine Research Institute),Hafrannsóknastofnun (Marine Research Institute),,Laun,Laun,17516.0,thousand,ISK,science_agency,include,1.0,1976 0292.pdf,44,gpt-4o-mini,targeted_recovery,,,
Iceland,1976,line_item,,Hafrannsóknastofnun (Marine Research Institute),Hafrannsóknastofnun (Marine Research Institute),,Viðhald,Viðhald,30262.0,thousand,ISK,science_agency,include,1.0,1976 0292.pdf,44,gpt-4o-mini,targeted_recovery,,,
Iceland,1976,line_item,,Hafrannsóknastofnun (Marine Research Institute),Hafrannsóknastofnun (Marine Research Institute),,Önnur rekstrargjöld,Önnur rekstrargjöld,8740.0,thousand,ISK,science_agency,include,1.0,1976 0292.pdf,44,gpt-4o-mini,targeted_recovery,,,
Iceland,1976,section_total,02,Menntamálaráðuneytið,Ministry of Education,,Gjöld samtals,Total expenditures,1366523.0,thousand,ISK,unclear,review,0.5,1976 0292.pdf,47,gpt-4o-mini,extract,Total includes non-R&D components,[iceland_section_total],section
Iceland,1976,section_total,02,Menntamálaráðuneytið,Ministry of Education,,Samtals,Total,6367505.0,thousand,ISK,higher_education,review,0.5,1976 0292.pdf,80,gpt-4o-mini,extract,"Broad ministry total, includes non-R&D components.",[iceland_section_total],section
Iceland,1976,line_item,201,Háskóli Íslands,University of Iceland,,Önnur rekstrargjöld,Other operational costs,40000.0,thousand,ISK,higher_education,review,0.6,1976 0292.pdf,88,gpt-4o-mini,extract,Operational costs may include non-R&D components.,,
Iceland,1976,line_item,201,Háskóli Íslands,University of Iceland,,Laun,Salaries,75000.0,thousand,ISK,higher_education,review,0.6,1976 0292.pdf,88,gpt-4o-mini,extract,Salaries may include non-R&D components.,,
Iceland,1976,program_total,201,Háskóli Íslands,University of Iceland,,Samtals,Total,617000.0,thousand,ISK,higher_education,include,0.8,1976 0292.pdf,88,gpt-4o-mini,extract,Total for research activities at the university.,[iceland_section_total],section
Iceland,1976,line_item,235,Vísindasjóður,Science Fund,,Framlög úr ríkissjóði,Contributions from the state treasury,250990.0,thousand,ISK,science_agency,include,0.9,1976 0292.pdf,91,gpt-4o-mini,extract,State contributions to the Science Fund.,,
Iceland,1976,line_item,234,Vísindaráð,Science Council,,Laun,Salaries,45000.0,thousand,ISK,science_agency,include,0.9,1976 0292.pdf,91,gpt-4o-mini,extract,Salaries for the Science Council.,,
Iceland,1976,line_item,235,Vísindasjóður,Science Fund,,Laun,Salaries,37000.0,thousand,ISK,science_agency,include,0.9,1976 0292.pdf,91,gpt-4o-mini,extract,Salaries for the Science Fund.,,
Iceland,1976,program_total,234,Vísindaráð,Science Council,,Samtals,Total,50000.0,thousand,ISK,science_agency,include,0.9,1976 0292.pdf,91,gpt-4o-mini,extract,Total for the Science Council's appropriations.,[iceland_section_total],section
