country,year,canonical_name,category,gap_type,diagnosis,raw_row_match,raw_row_amount,raw_row_file,action,series_amount,prev_amount,next_amount
Denmark,2014,Uddannelses- og Forskningsministeriet (UFM),rd_ministry,ok,,,,,none,0.0,,0.0
Denmark,2015,Uddannelses- og Forskningsministeriet (UFM),rd_ministry,ok,,,,,none,0.0,0.0,0.0
Denmark,2016,Uddannelses- og Forskningsministeriet (UFM),rd_ministry,ok,,,,,none,0.0,0.0,0.0
Denmark,2017,Uddannelses- og Forskningsministeriet (UFM),rd_ministry,ok,,,,,none,0.0,0.0,0.0
Denmark,2018,Uddannelses- og Forskningsministeriet (UFM),rd_ministry,missing,Year not in raw_rows — documents may not be parsed yet,no,,,reextract,,0.0,0.0
Denmark,2019,Uddannelses- og Forskningsministeriet (UFM),rd_ministry,ok,,,,,none,0.0,0.0,0.0
Denmark,2020,Uddannelses- og Forskningsministeriet (UFM),rd_ministry,ok,,,,,none,0.0,0.0,0.0
Denmark,2021,Uddannelses- og Forskningsministeriet (UFM),rd_ministry,ok,,,,,none,0.0,0.0,0.0
Denmark,2022,Uddannelses- og Forskningsministeriet (UFM),rd_ministry,ok,,,,,none,0.0,0.0,0.0
Denmark,2023,Uddannelses- og Forskningsministeriet (UFM),rd_ministry,ok,,,,,none,0.0,0.0,0.0
Denmark,2024,Uddannelses- og Forskningsministeriet (UFM),rd_ministry,ok,,,,,none,0.0,0.0,0.0
Denmark,2025,Uddannelses- og Forskningsministeriet (UFM),rd_ministry,ok,,,,,none,0.0,0.0,
Denmark,2001,Videnskabsministeriet,rd_ministry,ok,,,,,none,0.0,,0.0
Denmark,2003,Videnskabsministeriet,rd_ministry,ok,,,,,none,0.0,0.0,0.0
Denmark,2004,Videnskabsministeriet,rd_ministry,ok,,,,,none,0.0,0.0,0.0
Denmark,2005,Videnskabsministeriet,rd_ministry,ok,,,,,none,0.0,0.0,0.0
Denmark,2006,Videnskabsministeriet,rd_ministry,ok,,,,,none,0.0,0.0,0.0
Denmark,2007,Videnskabsministeriet,rd_ministry,ok,,,,,none,0.0,0.0,0.0
Denmark,2008,Videnskabsministeriet,rd_ministry,ok,,,,,none,0.0,0.0,0.0
Denmark,2009,Videnskabsministeriet,rd_ministry,ok,,,,,none,0.0,0.0,0.0
Denmark,2010,Videnskabsministeriet,rd_ministry,ok,,,,,none,0.0,0.0,0.0
Denmark,2011,Videnskabsministeriet,rd_ministry,ok,,,,,none,0.0,0.0,0.0
Denmark,2012,Videnskabsministeriet,rd_ministry,ok,,,,,none,0.0,0.0,0.0
