source_file,pdf_path,full_text_cache,selected_rows,selected_canonicals,selected_pages,selected_line_descriptions,selected_amounts,traceability_status,source_audit_note
1975 prop_1975__1.pdf,Data/input/finance_bills/Sweden/1975 prop_1975__1.pdf,,7,FOI / FOA (Totalforsvaret forskningsinstitut) | Medical Research Reserve Grant | Medicinska forskningsradet (MFR) | Naturvetenskapliga forskningsradet (NFR) | Rymdstyrelsen | SMHI | STU (Styrelsen for Teknisk Utveckling),15 | 2052 | 2052 | 1395 | 2063 | 1393 | 50,Total for Försvarets forskningsanstalts delfond | Medicinsk forskning reservationsanslag | Medicinsk forskning reservationsanslag | Laboratory Assistants | Förslag | Förslag | Total for Styrelsen för teknisk utveckling,130354000.0 | 64352000.0 | 64352000.0 | 89375000.0 | 12606000.0 | 37552000.0 | 548136000.0,covered_by_final_series,
1980 prop_197980__100.pdf,Data/input/finance_bills/Sweden/1980 prop_197980__100.pdf,,8,Collection and Analysis of Airborne Radioactivity | FOI / FOA (Totalforsvaret forskningsinstitut) | Humanistisk-samhallsvetenskapliga forskningsradet (HSFR) | Medicinska forskningsradet (MFR) | Naturvetenskapliga forskningsradet (NFR) | Rymdstyrelsen | SMHI | STU (Styrelsen for Teknisk Utveckling),1030 | 1031 | 2593 | 2595 | 2597 | 2597 | 27 | 49,Insamling och analys av luftburen radioaktivitet | FOA budget request | Requested budget for HSFR | Förslag 1980/81 | Naturvetenskaplig forskning | Rymdforskning | Total för SMHI | Energiteknisk forskning och utveckling vid Studsvik Energiteknik AB,730000000.0 | 6918000000.0 | 64622000000.0 | 110905000000.0 | 210387000.0 | 13229000.0 | 154060000.0 | 300000000.0,covered_by_final_series,
1981 prop_197980__100.pdf,Data/input/finance_bills/Sweden/1981 prop_197980__100.pdf,,8,Collection and Analysis of Airborne Radioactivity | FOI / FOA (Totalforsvaret forskningsinstitut) | Humanistisk-samhallsvetenskapliga forskningsradet (HSFR) | Medicinska forskningsradet (MFR) | Naturvetenskapliga forskningsradet (NFR) | Rymdstyrelsen | SMHI | STU (Styrelsen for Teknisk Utveckling),1030 | 1030 | 2593 | 2595 | 2597 | 2597 | 27 | 49,Insamling och analys av luftburen radioaktivitet | Scismologisk multipelstation | Requested budget for HSFR | Proposed funding for MFR | Naturvetenskaplig forskning | Rymdforskning | Total for SMHI | Total for STU,730000000.0 | 3602000000.0 | 64622000000.0 | 110905000.0 | 210387000.0 | 13229000.0 | 154060000000.0 | 300000000.0,covered_by_final_series,
1982 prop_198182__100.pdf,Data/input/finance_bills/Sweden/1982 prop_198182__100.pdf,,10,FOI / FOA (Totalforsvaret forskningsinstitut) | Humanistisk-samhallsvetenskapliga forskningsradet (HSFR) | Medicinska forskningsradet (MFR) | National Space Research Activities | National Space Research Funding | Naturvetenskapliga forskningsradet (NFR) | Rymdstyrelsen | SMHI | STU (Styrelsen for Teknisk Utveckling) | Total Space Research Budget,925 | 35 | 2341 | 2346 | 2348 | 35 | 2343 | 26 | 506 | 2343,FOA budget request | Förvaltningskostnader | Förslag 1982/83 | National Space Research Activities | National Space Research Funding | reservationsanslag | Total Space Research Budget | Beräknat belopp | Styrelsen för teknisk utveckling | Total Space Research Budget,11200000000.0 | 11602000.0 | 135301000.0 | 17952000000.0 | 16513000000.0 | 289419000.0 | 255142000000.0 | 651068000.0 | 1550017500.0 | 255142000000.0,covered_by_final_series,
1983 prop_198283__100.pdf,Data/input/finance_bills/Sweden/1983 prop_198283__100.pdf,,7,FOI / FOA (Totalforsvaret forskningsinstitut) | Humanistisk-samhallsvetenskapliga forskningsradet (HSFR) | Medicinska forskningsradet (MFR) | Naturvetenskapliga forskningsradet (NFR) | Rymdstyrelsen | SMHI | STU (Styrelsen for Teknisk Utveckling),21 | 2479 | 2479 | 2055 | 2501 | 1794 | 508,Försvarets forskningsanstalt | Project funding for HSFR | total cost for research proposals | Budget increase for NFR | Nationell rymdforskningsverksamhet | Förslag 1983/84 | Styrelsen för teknisk utveckling,44455000.0 | 1000000000.0 | 5150000.0 | 28513000000.0 | 18922000.0 | 87620000000.0 | 17500190000.0,covered_by_final_series,
1984 prop_198384__100.pdf,Data/input/finance_bills/Sweden/1984 prop_198384__100.pdf,,13,"Contribution to Tele-X project | Equipment, reservation allocation | European Space Cooperation | FOI / FOA (Totalforsvaret forskningsinstitut) | Funding for OSD Project | Funding for SMP Project | Humanistisk-samhallsvetenskapliga forskningsradet (HSFR) | Naturvetenskapliga forskningsradet (NFR) | Rymdstyrelsen | SMHI | STU (Styrelsen for Teknisk Utveckling) | Support for Industrial Development | Technical Development Funding",45 | 27 | 3015 | 795 | 2202 | 2202 | 2202 | 569 | 3015 | 27 | 45 | 45 | 45,"Contribution to Tele-X project | Utrustning, reservationsanslag | Europeiskt rymdsamarbete | Voluntary contributions to UN-related activities | Funding for OSD project | Funding for SMP project | Funding for OSD project | Naturvetenskapliga forskningsrådet | Europeiskt rymdsamarbete | Utrustning, reservationsanslag | Technical research and development | Support for industrial development work | Technical development funding",9900000.0 | 202000000.0 | 108858000.0 | 2600000.0 | 710000000.0 | 451000000.0 | 710000000.0 | 10000000.0 | 108858000.0 | 202000000.0 | 610500000.0 | 210000000.0 | 1618451000.0,covered_by_final_series,
1985 prop_198485__100.pdf,Data/input/finance_bills/Sweden/1985 prop_198485__100.pdf,,12,Extra Professor in Biochemistry | FOI / FOA (Totalforsvaret forskningsinstitut) | Humanistisk-samhallsvetenskapliga forskningsradet (HSFR) | Humanities and Social Science Research | Longitudinal Research | Medicinska forskningsradet (MFR) | Naturvetenskapliga forskningsradet (NFR) | Research Group at Medical Physics and Ecological Chemistry Institute | Research on the Use of Computer Technology | Rymdstyrelsen | SMHI | STU (Styrelsen for Teknisk Utveckling),2265 | 21 | 1968 | 1968 | 1970 | 2282 | 2264 | 2265 | 1968 | 2283 | 27 | 45,Extra professor in biochemistry | Försvarets forskningsanstalt | Humanistisk och samhällsvetenskaplig forskning | Humanistisk och samhällsvetenskaplig forskning | Longitudinell forskning | Proposed Anslag 1985/86 | Professor in natural resource management | Research group at medical physics and ecological chemistry inst. | Forskning om datateknikens användning | Rymdforskning | Utrustning | Förvaltningskostnader,251000000.0 | 167186000.0 | 5000000000.0 | 5000000000.0 | 125000000.0 | 191376000.0 | 600000000.0 | 589000000.0 | 1545000000.0 | 20355000000.0 | 6900000.0 | 19000000.0,covered_by_final_series,
1986 prop_198586__100.pdf,Data/input/finance_bills/Sweden/1986 prop_198586__100.pdf,,12,Collection and Analysis of Airborne Radioactivity | FOI / FOA (Totalforsvaret forskningsinstitut) | Humanistisk-samhallsvetenskapliga forskningsradet (HSFR) | Medicinska forskningsradet (MFR) | National Semiconductor Research | Naturvetenskapliga forskningsradet (NFR) | Research in Information Technology | Rymdstyrelsen | SMHI | STU (Styrelsen for Teknisk Utveckling) | Seismological Multiple Station | Swedish-Soviet Space Cooperation,793 | 794 | 2048 | 2049 | 32 | 32 | 2038 | 2054 | 1568 | 48 | 793 | 2054,Insamling och analys av luftburen radioaktivitet | Requested budget for 1986/87 | Total request for 1986/87 | Förslag 1986/87 | Nationell halvledarforskning | Nationell halvledarforskning | Forskning inom informationsteknologiomradet | Rymdforskning | Bidrag till SMHI | Teknisk forskning och utveckling | Seismologisk multipelstation | Svensk-sovjetiskt rymdsamarbete,1315000.0 | 14255000.0 | 94800000.0 | 198348000.0 | 747654000.0 | 747654000.0 | 4000000.0 | 24003000000.0 | 101593000.0 | 175000000.0 | 5785000.0 | 500000000.0,covered_by_final_series,
1987 prop_198687__100.pdf,Data/input/finance_bills/Sweden/1987 prop_198687__100.pdf,,9,European Space Cooperation | FOI / FOA (Totalforsvaret forskningsinstitut) | Funding for the Tele-X project | Humanistisk-samhallsvetenskapliga forskningsradet (HSFR) | Medicinska forskningsradet (MFR) | National Space Activities | Naturvetenskapliga forskningsradet (NFR) | SMHI | STU (Styrelsen for Teknisk Utveckling),45 | 616 | 45 | 31 | 1569 | 45 | 31 | 26 | 45,Europeiskt rymdsamarbete | Kärnvapenområdet | Bidrag till Tele-X-projektet | Total funding for HSFR | total budget for Medicinska forskningsrådet | Nationell rymdverksamhet | Total for Naturvetenskapliga forskningsrådet | Förslagsanslag | Bidrag till Tele-X-projektet,5839000.0 | 8023000.0 | 72374000.0 | 2902141000000.0 | 2902141000.0 | 3216000.0 | 7690802000.0 | 105800000.0 | 72374000.0,covered_by_final_series,
1988 prop_198788__100.pdf,Data/input/finance_bills/Sweden/1988 prop_198788__100.pdf,,10,"Equipment, reservation allocation | FOI / FOA (Totalforsvaret forskningsinstitut) | Funding for the Tele-X project | Humanistisk-samhallsvetenskapliga forskningsradet (HSFR) | Medicinska forskningsradet (MFR) | National Space Activities | Naturvetenskapliga forskningsradet (NFR) | Rymdstyrelsen | SMHI | STU (Styrelsen for Teknisk Utveckling)",26 | 20 | 45 | 1685 | 1687 | 45 | 1689 | 1689 | 26 | 45,"Utrustning, reservationsanslag | Operating budget for FOA | Bidrag till Tele-X-projektet | Humanistisk-samhällsvetenskaplig forskning | Forslag | Nationell rymdverksamhet | Naturvetenskaplig forskning | Rymdforskning | Summa kr. | Europeiskt forsknings- och utvecklingssamarbete",33900000.0 | 8000000.0 | 77000000.0 | 100204000000.0 | 234861000.0 | 3710000.0 | 302089000.0 | 24219000.0 | 11567072000.0 | 286027000.0,covered_by_final_series,
