country,year,source_file,page_number,item_type,section_code,section_name,section_name_en,line_code,line_description,line_description_en,amount_local,amount_prior,unit,currency,rd_category,decision,confidence,llm_model,extraction_pass,notes
Chile,1999,pdf_8636074d262c__1999_Ley_de_presupuestos.txt,0,line_item,,Ministerio de Educación Miles de $,195 High Technology Educational Center of Bío-Bío,,195 Centro Educacional de Alta Tecnología del Bío-Bío,195 High Technology Educational Center of Bío-Bío,133192.0,,thousand,CLP,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Chile,1999,pdf_8636074d262c__1999_Ley_de_presupuestos.txt,0,line_item,,MINISTERIO DE AGRICULTURA,351 Implementation of Silvoagricultural Policies,,351 Implementación Políticas Silvoagropecuarias,351 Implementation of Silvoagricultural Policies,397438.0,,thousand,CLP,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Chile,1999,pdf_8636074d262c__1999_Ley_de_presupuestos.txt,0,line_item,,MINISTERIO DE RELACIONES EXTERIORES,Chilean Antarctic Institute,,004 Instituto Antártico Chileno,Chilean Antarctic Institute,1441020.0,,thousand,CLP,science_agency,include,0.9,docx_parser,docx_table,"Parsed from table 0, row 0"
Chile,1999,pdf_8636074d262c__1999_Ley_de_presupuestos.txt,0,line_item,,MINISTERIO DE SALUD,Chilean Institute of Public Health,,004 Instituto de Salud Pública de Chile,Chilean Institute of Public Health,1976197.0,,thousand,CLP,unclear,review,0.6,docx_parser,docx_table,"Parsed from table 0, row 0"
Chile,1999,pdf_8636074d262c__1999_Ley_de_presupuestos.txt,0,line_item,,MINISTERIO DE MINERIA,Chilean Nuclear Energy Commission,,004 Comisión Chilena de Energía Nuclear,Chilean Nuclear Energy Commission,4072284.0,,thousand,CLP,science_agency,include,0.9,docx_parser,docx_table,"Parsed from table 0, row 0"
Chile,1999,pdf_8636074d262c__1999_Ley_de_presupuestos.txt,0,line_item,,"MINISTERIO DE ECONOMIA, FOMENTO Y RECONSTRUCCION Servicio Nacional del Consumidor (01)",Fisheries Research Fund,,054 Fondo de Investigación Pesquera,Fisheries Research Fund,1453200.0,,thousand,CLP,direct_rd,include,0.9,docx_parser,docx_table,"Parsed from table 0, row 0"
Chile,1999,pdf_8636074d262c__1999_Ley_de_presupuestos.txt,0,line_item,,MINISTERIO DE AGRICULTURA,Foundation for Agricultural Innovation,,372 Fundación para la Innovación Agraria,Foundation for Agricultural Innovation,3362980.0,,thousand,CLP,unclear,review,0.6,docx_parser,docx_table,"Parsed from table 0, row 0"
Chile,1999,pdf_8636074d262c__1999_Ley_de_presupuestos.txt,0,line_item,,"MINISTERIO DE EDUCACION Dirección de Bibliotecas, Archivos y Museos (01)",Fund for the Promotion of Science and Technology (FONDEF),,161 Fondo de Fomento Ciencia y Tecnología (FONDEF),Fund for the Promotion of Science and Technology (FONDEF),4565385.0,,thousand,CLP,direct_rd,include,0.9,docx_parser,docx_table,"Parsed from table 0, row 0"
Chile,1999,pdf_8636074d262c__1999_Ley_de_presupuestos.txt,0,line_item,,MINISTERIO DE AGRICULTURA,Institute of Agricultural Development,,003 Instituto de Desarrollo Agropecuario,Institute of Agricultural Development,51601473.0,,thousand,CLP,unclear,review,0.6,docx_parser,docx_table,"Parsed from table 0, row 0"
Chile,1999,pdf_8636074d262c__1999_Ley_de_presupuestos.txt,0,line_item,,MINISTERIO DE AGRICULTURA,Institute of Agricultural Research,,371 Instituto de Investigaciones Agropecuarias,Institute of Agricultural Research,6377428.0,,thousand,CLP,science_agency,include,0.9,docx_parser,docx_table,"Parsed from table 0, row 0"
