canonical_name,category,year,source_file,entity_raw,amount_current,section_name,table_index,row_index,in_series
Agri-food Innovation Initiatives,innovation_instruments,2023,pdf_01662b31fcf6__2023_Ley_de_presupuestos.txt,Innovación,672286.0,MINISTERIO DE RELACIONES EXTERIORES,0,0,False
Business Innovation - CORFO,innovation_instruments,2023,pdf_01662b31fcf6__2023_Ley_de_presupuestos.txt,Innovación,672286.0,MINISTERIO DE RELACIONES EXTERIORES,0,0,False
CICÍTEM - Corporation for Scientific and Technological Research for Mining,science_agency,2021,pdf_a202d9a1404b__2021_Ley_de_presupuestos.txt,021 CICÍTEM-Corporación Centro de Investigación Científico Tecnológico para la Minería,546760.0,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA Gobierno Regional Región de Antofagasta Gastos de Funcionamiento Región de Antofagasta (01) Partida,0,0,True
CONICYT / ANID,science_agency,1999,pdf_8636074d262c__1999_Ley_de_presupuestos.txt,008 Comisión Nacional de Investigación Científica y Tecnológica,29475902.0,MINISTERIO DE EDUCACION,0,0,True
CONICYT / ANID,science_agency,2003,pdf_f3ec2daf2903__2003_Ley_de_presupuestos.txt,006 Comisión Nacional de Investigación Científica y Tecnológica 01,2511288.0,"MINISTERIO DE ECONOMIA, META FOMENTO Y RECONSTRUCCION “CAPITULO 01 Secretaría y Administración General PROGRAMA 205 ~) Programa de Desarrollo e Innovación Tecnológica < —— - Sub- Denominaciones Glosa Moneda Nacional Título N Miles de $ INGRESOS 15.161.397 08 ENDEUDAMIENTO 12.641.584",0,0,True
CONICYT / ANID,science_agency,2004,pdf_d20cea522b48__2004_Ley_de_presupuestos.txt,008 [Comisión Nacional de Investigación Científica y Tecnológica,38211277.0,MINISTERIO DE HACIENDA DIRECCION DE PRESUPUESTOS LEY DE PRESUPUESTOS DEL SECTOR PUBLICO ANO 2004,0,0,True
CONICYT / ANID,science_agency,2004,pdf_d20cea522b48__2004_Ley_de_presupuestos.txt,603 Comité de Sanidad Vegetal del Cono Sur,32747.0,MINISTERIO DE AGRICULTURA PARTIDA —: 13,0,0,True
CONICYT / ANID,science_agency,2005,pdf_fd49be81e27e__2005_Ley_de_presupuestos.txt,008 [Comisión Nacional de Investigación Científica y Tecnológica,43886223.0,MINISTERIO DE HACIENDA DIRECCION DE PRESUPUESTOS LEY DE PRESUPUESTOS DEL SECTOR PUBLICO ANO 2005,0,0,True
CONICYT / ANID,science_agency,2005,pdf_fd49be81e27e__2005_Ley_de_presupuestos.txt,603 Comité de Sanidad Vegetal del Cono Sur,33402.0,"MINISTERIO DE AGRICULTURA PARTIDA E] Servicio Agrícola y Ganadero CAPITULO : 04 Servicio Agrícola y Ganadero (01) PROGRAMA - 01 Sub- Moneda Nacional Titulo} Item Denominaciones Ny Miles de $ INGRESOS 43.664.907 07 INGRESOS DE OPERACION 17.961.724 08 OTROS INGRESOS CORRIENTES 435,903",0,0,True
CONICYT / ANID,science_agency,2006,pdf_cafaa6393595__2006_Ley_de_presupuestos.txt,603 Comité de Sanidad Vegetal del Cono Sur,34404.0,MINISTERIO DE AGRICULTURA PARTIDA: 13 Servicio Agrícola y Ganadero CAPITULO: : 04 Servicio Agricola y Ganadero (01) PROGRAMA : 01 Sub- Glosa | Moneda Nacional Titulo] Item Denominaciones Ne Miles de $ INGRESOS 41.561.625 07 INGRESOS DE OPERACION 15.338.201 08 OTROS INGRESOS CORRIENTES 594.715,0,0,True
CONICYT / ANID,science_agency,2007,pdf_f0c27e2c7274__2007_Ley_de_presupuestos.txt,008 Comisión Nacional de Investigación Científica y Tecnológica,55109857.0,MINISTERIO DE HACIENDA DIRECCION DE PRESUPUESTOS LEY DE PRESUPUESTOS DEL SECTOR PUBLICO ANO 2007,0,0,True
CONICYT / ANID,science_agency,2007,pdf_f0c27e2c7274__2007_Ley_de_presupuestos.txt,027] Fomento de la Ciencia y la Tecnología - CONICYT 05,14208430.0,"MINISTERIO DE ECONOMIA, PARTIDA : 07 FOMENTO Y RECONSTRUCCION CAPITULO : 01 Secretaría y Administración General PROGRAMA : 07 Programa Fondo de Innovación para la Competitividad - - Eo — FE Título Denominaciones Ne Miles de $ INGRESOS 52,759,310 09 APORTE FISCAL 52,759,310",0,0,True
CONICYT / ANID,science_agency,2007,pdf_f0c27e2c7274__2007_Ley_de_presupuestos.txt,603 Comité de Sanidad Vegetal del Cono Sur,25654.0,"MINISTERIO DE AGRICULTURA PARTIDA : 13 Servicio Agricola y Ganadero CAPITULO : 04 Servicio Agrícola y Ganadero (01, 09) PROGRAMA: OI E Título Denominaciones Nn Miles de $ INGRESOS 44.149.033 07 INGRESOS DE OPERACION 16.541.674 08 OTROS INGRESOS CORRIENTES 423.642",0,0,True
CONICYT / ANID,science_agency,2008,pdf_14906c623cc1__2008_Ley_de_presupuestos.txt,027 Fomento de la Ciencia y la Tecnología - CONICYT,13663246.0,"MINISTERIO DE ECONOMIA, PARTIDA : 07 FOMENTO Y RECONSTRUCCION CAPITULO : 01 Secretaría y Administración General o PROGRAMA : 07 Programa Fondo de Innovación para la Competitividad Sub- | tm | Denominaciones Moneda Nacional Título] "" Ne Miles de $ INGRESOS 80.906.880 09 APORTE FISCAL 80.906.880",0,0,True
CONICYT / ANID,science_agency,2008,pdf_14906c623cc1__2008_Ley_de_presupuestos.txt,001 Comisión Nacional de Investigación Científica y Tecnológica 04,104200.0,"MINISTERIO DE MINERIA PARTIDA : 17): Comisién Nacional de Energia CAPITULO : 05 Comisión Nacional de Energía (01, 05) PROGRAMA : 01 Sub- ari Glosa ¡ Moneda Nacional INGRESOS 6.538.085 07 INGRESOS DE OPERACION L134 08 OTROS INGRESOS CORRIENTES 1.132",0,0,True
CONICYT / ANID,science_agency,2008,pdf_14906c623cc1__2008_Ley_de_presupuestos.txt,603 Comité de Sanidad Vegetal del Cono Sur,26131.0,MINISTERIO DE AGRICULTURA PARTIDA 2 13 Servicio Agricola y Ganadero CAPITULO : 04 Servicio Agrícola y Ganadero (01) PROGRAMA : 01 Sube item Denominaciones Moneda Nacional Título Ne Miles de $ INGRESOS 50.855.627 07 INGRESOS DE OPERACION 17.236.424 08 OTROS INGRESOS CORRIENTES 441.434,0,0,True
CONICYT / ANID,science_agency,2009,pdf_8821fb3074b8__2009_Ley_de_presupuestos.txt,Fomento de la Ciencia y la Tecnología - CONICYT,15217838.0,"MINISTERIO DE ECONOMIA, FOMENTO Y RECONSTRUCCION Secretaría y Administración General Programa Fondo de Innovación para la Competitividad",0,0,True
CONICYT / ANID,science_agency,2009,pdf_8821fb3074b8__2009_Ley_de_presupuestos.txt,CONICYT-Centro de Estudios Avanzados para Zonas Aridas,443246.0,MINISTERIO DEL INTERIOR Gobierno Regional Región IV Coquimbo Inversión Regional Región IV,0,0,True
CONICYT / ANID,science_agency,2009,pdf_8821fb3074b8__2009_Ley_de_presupuestos.txt,CONICYT-Centro Investig. Científico-Tecnológico para Minería,408870.0,MINISTERIO DEL INTERIOR Gobierno Regional Región II Antofagasta Inversión Regional Región II,0,0,True
CONICYT / ANID,science_agency,2009,pdf_8821fb3074b8__2009_Ley_de_presupuestos.txt,CONICYT-Creación e Implementación Centro de Investigación en Medio Ambiente y Energía,263569.0,MINISTERIO DEL INTERIOR Gobierno Regional Región Metropolitana de Santiago Inversión Regional Región Metropolitana (01),0,0,True
CONICYT / ANID,science_agency,2009,pdf_8821fb3074b8__2009_Ley_de_presupuestos.txt,CONICYT-Programa Centro Estudios del Cuaternario (CEQUA),138060.0,MINISTERIO DEL INTERIOR Gobierno Regional Región XII Magallanes y Antártica Chilena Fondo de Desarrollo de Magallanes y de la Antártica Chilena,0,0,True
CONICYT / ANID,science_agency,2009,pdf_8821fb3074b8__2009_Ley_de_presupuestos.txt,CONICYT-Centro Regional de Validación y Transferencia en Berries,99828.0,MINISTERIO DEL INTERIOR Gobierno Regional Región IX Araucanía Inversión Regional Región IX,0,0,True
CONICYT / ANID,science_agency,2009,pdf_8821fb3074b8__2009_Ley_de_presupuestos.txt,Emergencias Sanitarias Comité de Sanidad Vegetal del Cono Sur,28388.0,MINISTERIO DE AGRICULTURA Servicio Agrícola y Ganadero Servicio Agrícola y Ganadero (01),0,0,True
CONICYT / ANID,science_agency,2009,pdf_8821fb3074b8__2009_Ley_de_presupuestos.txt,Comité de Sanidad Vegetal del Cono Sur,28388.0,MINISTERIO DE AGRICULTURA Servicio Agrícola y Ganadero Servicio Agrícola y Ganadero (01),0,0,True
CONICYT / ANID,science_agency,2010,pdf_d85f96298d52__2010_Ley_de_presupuestos.txt,Comisión Nacional de Investigación Científica y Tecnológica,116917838.0,MINISTERIO DE EDUCACION,0,0,True
CONICYT / ANID,science_agency,2010,pdf_d85f96298d52__2010_Ley_de_presupuestos.txt,Fomento de la Ciencia y la Tecnología - CONICYT,22278079.0,"MINISTERIO DE ECONOMIA, FOMENTO Y RECONSTRUCCION Secretaría y Administración General Programa Fondo de Innovación para la Competitividad",0,0,True
CONICYT / ANID,science_agency,2010,pdf_d85f96298d52__2010_Ley_de_presupuestos.txt,CONICYT-Centro Regional de Validación y Transferencia en Berries,200000.0,MINISTERIO DEL INTERIOR Gobierno Regional Región IX Araucanía Inversión Regional Región IX,0,0,True
CONICYT / ANID,science_agency,2010,pdf_d85f96298d52__2010_Ley_de_presupuestos.txt,CONICYT-Centro Investig. Científico-Tecnológico para Minería,176000.0,MINISTERIO DEL INTERIOR Gobierno Regional Región II Antofagasta Inversión Regional Región II,0,0,True
