source_file,pdf_path,full_text_cache,selected_rows,selected_canonicals,selected_pages,selected_line_descriptions,selected_amounts,traceability_status,source_audit_note
1990 text.pdf,Data/input/finance_bills/Poland/1990 text.pdf,,1,PAN (Polska Akademia Nauk),22.0,Statutory activities of the Polish Academy of Sciences,100000000.0,covered_by_final_series,
1991 text.pdf,Data/input/finance_bills/Poland/1991 text.pdf,,1,PAN (Polska Akademia Nauk),19.0,TOTAL,113133000.0,covered_by_final_series,
1992 text.pdf,Data/input/finance_bills/Poland/1992 text.pdf,,1,KBN (Komitet Badań Naukowych),23.0,Committee for Scientific Research,174086000.0,covered_by_final_series,
1993 text.pdf,Data/input/finance_bills/Poland/1993 text.pdf,,1,KBN (Komitet Badań Naukowych),22.0,Committee for Scientific Research,200000000.0,covered_by_final_series,
1995 text.pdf,Data/input/finance_bills/Poland/1995 text.pdf,,0,,,,,not_used_in_final_series,
1996 text.pdf,Data/input/finance_bills/Poland/1996 text.pdf,,0,,,,,not_used_in_final_series,
1997 text.pdf,Data/input/finance_bills/Poland/1997 text.pdf,,0,,,,,not_used_in_final_series,
1998 text.pdf,Data/input/finance_bills/Poland/1998 text.pdf,,1,PAN (Polska Akademia Nauk),55.0,Total expenditures,42692000.0,covered_by_final_series,
1999 D1999017015402.pdf,Data/input/finance_bills/Poland/1999 D1999017015402.pdf,,2,KBN (Komitet Badań Naukowych) | PAN (Polska Akademia Nauk),41.0 | 111.0,Research and development activities (main KBN budget section) | budget grant for PAN,2742811000.0 | 120061000.0,covered_by_final_series,
1999 text.pdf,Data/input/finance_bills/Poland/1999 text.pdf,,0,,,,,not_used_in_final_series,
2000 text.pdf,Data/input/finance_bills/Poland/2000 text.pdf,,0,,,,,not_used_in_final_series,
2001 text.pdf,Data/input/finance_bills/Poland/2001 text.pdf,,0,,,,,not_used_in_final_series,
2002 text.pdf,Data/input/finance_bills/Poland/2002 text.pdf,,0,,,,,not_used_in_final_series,
2003 text.pdf,Data/input/finance_bills/Poland/2003 text.pdf,,0,,,,,not_used_in_final_series,
2004 text.pdf,Data/input/finance_bills/Poland/2004 text.pdf,,0,,,,,not_used_in_final_series,
2005 text.pdf,Data/input/finance_bills/Poland/2005 text.pdf,,0,,,,,not_used_in_final_series,
2006 text.pdf,Data/input/finance_bills/Poland/2006 text.pdf,,0,,,,,not_used_in_final_series,
2007 text.pdf,Data/input/finance_bills/Poland/2007 text.pdf,,0,,,,,not_used_in_final_series,
2008 text.pdf,Data/input/finance_bills/Poland/2008 text.pdf,,0,,,,,not_used_in_final_series,
2009 text.pdf,Data/input/finance_bills/Poland/2009 text.pdf,,0,,,,,not_used_in_final_series,
2010 text.pdf,Data/input/finance_bills/Poland/2010 text.pdf,,1,PAN (Polska Akademia Nauk),57.0,Total expenditures,54468000.0,covered_by_final_series,
2011 text.pdf,Data/input/finance_bills/Poland/2011 text.pdf,,2,NCN (Narodowe Centrum Nauki) | PAN (Polska Akademia Nauk),196.0 | 192.0,National Science Centre | Total expenditures,279965000.0 | 79924000.0,covered_by_final_series,
2012 text.pdf,Data/input/finance_bills/Poland/2012 text.pdf,,0,,,,,not_used_in_final_series,
