country,year,item_type,section_code,section_name,section_name_en,line_code,line_description,line_description_en,amount_local,unit,currency,rd_category,decision,confidence,source_file,page_number,llm_model,extraction_pass,notes,cleaning_notes,aggregation_role
Poland,1990,line_item,67,Polska Akademia Nauk,Polish Academy of Sciences,,Działalność statutowa Polskiej Akademii Nauk,Statutory activities of the Polish Academy of Sciences,100000.0,thousand,PLN,science_agency,include,0.9,1990 text.pdf,22,gpt-4o-mini,extract,Core funding for the Polish Academy of Sciences.,"[poland_pre1995_old_zloty: amounts in old złoty (stary złoty); 1 new PLN = 10,000 old PLN (redenomination 1995)] ",
Poland,1990,section_total,28,Szkolnictwo wyższe i nauka,Higher Education and Science,,Suma ogólna,Total sum,227978.0,thousand,PLN,unclear,review,0.5,1990 text.pdf,30,gpt-4o-mini,extract,"Total for the entire section, includes non-R&D components.","[poland_macro_total: section aggregate] [poland_pre1995_old_zloty: amounts in old złoty (stary złoty); 1 new PLN = 10,000 old PLN (redenomination 1995)] ",section
Poland,1990,line_item,28,Szkolnictwo wyższe i nauka,Higher Education and Science,,Subwencje dla uczelni,Block grants to universities,166000.0,thousand,PLN,higher_education,include,0.8,1990 text.pdf,5,gpt-4o-mini,extract,"Funding for universities, includes research activities.","[poland_pre1995_old_zloty: amounts in old złoty (stary złoty); 1 new PLN = 10,000 old PLN (redenomination 1995)] ",
Poland,1990,program_total,28,Szkolnictwo wyższe i nauka,Higher Education and Science,,Dział 730 Szkolnictwo wyższe,Division 730 Higher Education,166000.0,thousand,PLN,higher_education,include,0.8,1990 text.pdf,5,gpt-4o-mini,extract,"Includes funding for universities, part of which is for research.","[poland_pre1995_old_zloty: amounts in old złoty (stary złoty); 1 new PLN = 10,000 old PLN (redenomination 1995)] ",
Poland,1990,program_total,28,Szkolnictwo wyższe i nauka,Higher Education and Science,,Dział 740 Prace badawczo-rozwojowe w dziedzinie nauki,Division 740 Research and Development in Science,100000.0,thousand,PLN,direct_rd,include,0.9,1990 text.pdf,7,gpt-4o-mini,extract,Direct R&D funding.,"[poland_pre1995_old_zloty: amounts in old złoty (stary złoty); 1 new PLN = 10,000 old PLN (redenomination 1995)] ",
Poland,1990,line_item,28,Szkolnictwo wyższe i nauka,Higher Education and Science,,KBN - Komitet Badań Naukowych,KBN - Committee for Scientific Research,100000.0,thousand,PLN,direct_rd,include,0.9,1990 text.pdf,7,gpt-4o-mini,extract,Funding for scientific research activities.,"[poland_pre1995_old_zloty: amounts in old złoty (stary złoty); 1 new PLN = 10,000 old PLN (redenomination 1995)] ",
Poland,1991,line_item,67,POLSKA AKADEMIA NAUK,Polish Academy of Sciences,,DZIAŁALNOŚĆ GOSPODARCZA (Dotacje dla gospodarstw rolnych),Economic Activity (Subsidies for Agricultural Farms),483.0,thousand,PLN,unclear,review,0.5,1991 text.pdf,19,gpt-4o-mini,extract,Not explicitly R&D related.,"[poland_pre1995_old_zloty: amounts in old złoty (stary złoty); 1 new PLN = 10,000 old PLN (redenomination 1995)] ",
Poland,1991,section_total,67,POLSKA AKADEMIA NAUK,Polish Academy of Sciences,,SUMA OGÓLNA,TOTAL,113133.0,thousand,PLN,science_agency,include,1.0,1991 text.pdf,19,gpt-4o-mini,extract,,"[poland_macro_total: section aggregate] [poland_pre1995_old_zloty: amounts in old złoty (stary złoty); 1 new PLN = 10,000 old PLN (redenomination 1995)] ",section
Poland,1991,line_item,48,KOMITET BADAŃ NAUKOWYCH,Committee for Scientific Research,,NAUKA,SCIENCE,9798969.0,thousand,PLN,direct_rd,include,1.0,1991 text.pdf,21,gpt-4o-mini,extract,,"[poland_pre1995_old_zloty: amounts in old złoty (stary złoty); 1 new PLN = 10,000 old PLN (redenomination 1995)] ",
Poland,1991,section_total,48,KOMITET BADAŃ NAUKOWYCH,Committee for Scientific Research,,SUMA OGÓLNA,TOTAL,9798969.0,thousand,PLN,direct_rd,include,1.0,1991 text.pdf,21,gpt-4o-mini,extract,,"[poland_macro_total: section aggregate] [poland_pre1995_old_zloty: amounts in old złoty (stary złoty); 1 new PLN = 10,000 old PLN (redenomination 1995)] ",section
Poland,1992,section_total,,PAN (Polska Akademia Nauk),PAN (Polska Akademia Nauk),,Total for PAN,Total for PAN,822000.0,thousand,PLN,science_agency,include,1.0,1992 text.pdf,20,gpt-4o-mini,targeted_recovery,Total amount for PAN is clearly stated.,"[poland_macro_total: section aggregate] [poland_pre1995_old_zloty: amounts in old złoty (stary złoty); 1 new PLN = 10,000 old PLN (redenomination 1995)] ",section
Poland,1992,line_item,,PAN (Polska Akademia Nauk),PAN (Polska Akademia Nauk),,Current expenditures for PAN,Current expenditures for PAN,46270.0,thousand,PLN,science_agency,include,1.0,1992 text.pdf,21,gpt-4o-mini,targeted_recovery,Current expenditures for PAN are specified.,"[poland_pre1995_old_zloty: amounts in old złoty (stary złoty); 1 new PLN = 10,000 old PLN (redenomination 1995)] ",
