source_file,pdf_path,full_text_cache,selected_rows,selected_canonicals,selected_pages,selected_line_descriptions,selected_amounts,traceability_status,source_audit_note
1975 DL197511001.pdf,Data/input/finance_bills/Japan/1975 DL197511001.pdf,,4,JAXA (Japan Aerospace Exploration Agency) | JSPS (Japan Society for the Promotion of Science) | JST (Japan Science and Technology Agency) | RIKEN (Institute of Physical and Chemical Research),None | None | None | None,Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows,3547000000.0 | 1543702000.0 | 1579000000.0 | 3190000000.0,covered_by_final_series,
1976 DL197611001.pdf,Data/input/finance_bills/Japan/1976 DL197611001.pdf,,6,JAEA (Japan Atomic Energy Agency) | JAXA (Japan Aerospace Exploration Agency) | JSPS (Japan Society for the Promotion of Science) | JST (Japan Science and Technology Agency) | Power Reactor and Nuclear Fuel Development Corporation | RIKEN (Institute of Physical and Chemical Research),None | None | None | None | None | None,Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows,18605474000.0 | 28641780000.0 | 1720807000.0 | 1748000000.0 | 14574600000.0 | 3924983000.0,covered_by_final_series,
1977 DL197711001.pdf,Data/input/finance_bills/Japan/1977 DL197711001.pdf,,5,JAMSTEC (Japan Agency for Marine-Earth Science and Technology) | JAXA (Japan Aerospace Exploration Agency) | JSPS (Japan Society for the Promotion of Science) | JST (Japan Science and Technology Agency) | RIKEN (Institute of Physical and Chemical Research),None | None | None | None | None,Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows,1088000000.0 | 53746700000.0 | 1907355000.0 | 2680400000.0 | 4125158000.0,covered_by_final_series,
1978 DL197811001.pdf,Data/input/finance_bills/Japan/1978 DL197811001.pdf,,5,JAMSTEC (Japan Agency for Marine-Earth Science and Technology) | JAXA (Japan Aerospace Exploration Agency) | JSPS (Japan Society for the Promotion of Science) | JST (Japan Science and Technology Agency) | RIKEN (Institute of Physical and Chemical Research),None | None | None | None | None,Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows,665000000.0 | 5592000000.0 | 2300662000.0 | 2179000000.0 | 4270000000.0,covered_by_final_series,
1979 DL197911001.pdf,Data/input/finance_bills/Japan/1979 DL197911001.pdf,,7,JAEA (Japan Atomic Energy Agency) | JAMSTEC (Japan Agency for Marine-Earth Science and Technology) | JAXA (Japan Aerospace Exploration Agency) | JSPS (Japan Society for the Promotion of Science) | JST (Japan Science and Technology Agency) | Power Reactor and Nuclear Fuel Development Corporation | RIKEN (Institute of Physical and Chemical Research),None | None | None | None | None | None | None,Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows,59296000000.0 | 3824000000.0 | 81841000000.0 | 2683928000.0 | 5881000000.0 | 93102000000.0 | 7706000000.0,covered_by_final_series,
1980 DL198011001.pdf,Data/input/finance_bills/Japan/1980 DL198011001.pdf,,5,JAMSTEC (Japan Agency for Marine-Earth Science and Technology) | JAXA (Japan Aerospace Exploration Agency) | JSPS (Japan Society for the Promotion of Science) | JST (Japan Science and Technology Agency) | RIKEN (Institute of Physical and Chemical Research),None | None | None | None | None,Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows,792000000.0 | 6502000000.0 | 2800280000.0 | 2616000000.0 | 4596000000.0,covered_by_final_series,
1981 DL198111001.pdf,Data/input/finance_bills/Japan/1981 DL198111001.pdf,,5,JAMSTEC (Japan Agency for Marine-Earth Science and Technology) | JAXA (Japan Aerospace Exploration Agency) | JSPS (Japan Society for the Promotion of Science) | JST (Japan Science and Technology Agency) | RIKEN (Institute of Physical and Chemical Research),None | None | None | None | None,Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows,4531000000.0 | 83727000000.0 | 2988081000.0 | 6620000000.0 | 8435000000.0,covered_by_final_series,
1982 DL198211001.pdf,Data/input/finance_bills/Japan/1982 DL198211001.pdf,,5,JAMSTEC (Japan Agency for Marine-Earth Science and Technology) | JAXA (Japan Aerospace Exploration Agency) | JSPS (Japan Society for the Promotion of Science) | JST (Japan Science and Technology Agency) | RIKEN (Institute of Physical and Chemical Research),None | None | None | None | None,Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows,4328000000.0 | 7351000000.0 | 3120136000.0 | 2890000000.0 | 9232000000.0,covered_by_final_series,
1983 DL198311001.pdf,Data/input/finance_bills/Japan/1983 DL198311001.pdf,,4,JAXA (Japan Aerospace Exploration Agency) | JSPS (Japan Society for the Promotion of Science) | JST (Japan Science and Technology Agency) | RIKEN (Institute of Physical and Chemical Research),None | None | None | None,Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows,86067000000.0 | 3248662000.0 | 8467000000.0 | 9451000000.0,covered_by_final_series,
1984 DL198411001.pdf,Data/input/finance_bills/Japan/1984 DL198411001.pdf,,7,JAEA (Japan Atomic Energy Agency) | JAMSTEC (Japan Agency for Marine-Earth Science and Technology) | JAXA (Japan Aerospace Exploration Agency) | JSPS (Japan Society for the Promotion of Science) | JST (Japan Science and Technology Agency) | Power Reactor and Nuclear Fuel Development Corporation | RIKEN (Institute of Physical and Chemical Research),None | None | None | None | None | None | None,Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows | Historical predecessor rollup from original Japan budget rows,5059953000.0 | 4963000000.0 | 12149350000.0 | 3355917000.0 | 2886000000.0 | 1627630000.0 | 5887858000.0,covered_by_final_series,
