country,year,source_file,file_path,missing_agencies
Japan,1996,1996 DL199611001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/1996 DL199611001.pdf,JST (Japan Science and Technology Agency)
Japan,1997,1997 DL199711001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/1997 DL199711001.pdf,JST (Japan Science and Technology Agency)
Japan,1998,1998 DL199811001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/1998 DL199811001.pdf,JST (Japan Science and Technology Agency)
Japan,1999,1999 DL199911001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/1999 DL199911001.pdf,JST (Japan Science and Technology Agency)
Japan,2001,2001 DL200111001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/2001 DL200111001.pdf,JST (Japan Science and Technology Agency)
Japan,2002,2002 DL200211001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/2002 DL200211001.pdf,JST (Japan Science and Technology Agency)
Japan,2010,2010 DL201011001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/2010 DL201011001.pdf,JST (Japan Science and Technology Agency)
Japan,2019,2019 DL201911001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/2019 DL201911001.pdf,JSPS (Japan Society for the Promotion of Science)
Japan,2023,2023 DL202311001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/2023 DL202311001.pdf,JSPS (Japan Society for the Promotion of Science)
Japan,2013,2013 DL201311001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/2013 DL201311001.pdf,RIKEN (Institute of Physical and Chemical Research)
Japan,1977,1977 DL197711001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/1977 DL197711001.pdf,Power Reactor and Nuclear Fuel Development Corporation
Japan,1978,1978 DL197811001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/1978 DL197811001.pdf,Power Reactor and Nuclear Fuel Development Corporation
Japan,1980,1980 DL198011001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/1980 DL198011001.pdf,Power Reactor and Nuclear Fuel Development Corporation
Japan,1981,1981 DL198111001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/1981 DL198111001.pdf,Power Reactor and Nuclear Fuel Development Corporation
Japan,1982,1982 DL198211001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/1982 DL198211001.pdf,Power Reactor and Nuclear Fuel Development Corporation
Japan,1983,1983 DL198311001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/1983 DL198311001.pdf,Power Reactor and Nuclear Fuel Development Corporation
Japan,1986,1986 DL198611001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/1986 DL198611001.pdf,Power Reactor and Nuclear Fuel Development Corporation
Japan,1988,1988 DL198811001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/1988 DL198811001.pdf,Power Reactor and Nuclear Fuel Development Corporation
Japan,1990,1990 DL199011001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/1990 DL199011001.pdf,Power Reactor and Nuclear Fuel Development Corporation
Japan,1991,1991 DL199111001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/1991 DL199111001.pdf,Power Reactor and Nuclear Fuel Development Corporation
Japan,1992,1992 DL199211001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/1992 DL199211001.pdf,Power Reactor and Nuclear Fuel Development Corporation
Japan,1993,1993 DL199311001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/1993 DL199311001.pdf,Power Reactor and Nuclear Fuel Development Corporation
Japan,1975,1975 DL197511001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/1975 DL197511001.pdf,JAMSTEC (Japan Agency for Marine-Earth Science and Technology)
Japan,1976,1976 DL197611001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/1976 DL197611001.pdf,JAMSTEC (Japan Agency for Marine-Earth Science and Technology)
Japan,1989,1989 DL198911001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/1989 DL198911001.pdf,JAMSTEC (Japan Agency for Marine-Earth Science and Technology)
Japan,2003,2003 DL200311001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/2003 DL200311001.pdf,JAMSTEC (Japan Agency for Marine-Earth Science and Technology)
Japan,2025,2025 DL202511001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/2025 DL202511001.pdf,JAXA (Japan Aerospace Exploration Agency)
Japan,1984,1984 DL198411001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/1984 DL198411001.pdf,NEDO (New Energy and Industrial Technology Development Organization)
Japan,1985,1985 DL198511001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/1985 DL198511001.pdf,NEDO (New Energy and Industrial Technology Development Organization)
Japan,1987,1987 DL198711001.pdf,/sessions/affectionate-serene-dijkstra/mnt/Innovation-Policy/Data/input/finance_bills/Japan/1987 DL198711001.pdf,NEDO (New Energy and Industrial Technology Development Organization)
