year,canonical_name,category,amount_local,unit,currency,item_type,source_file,page_number,pdf_path,full_text_cache,line_description_en,traceability_status,trace_method,trace_excerpt,series_notes
1991,Hungarian Academy of Sciences (MTA),science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
1992,Hungarian Academy of Sciences (MTA),science_agency,6860900000.0,forint,HUF,verified_override,1992 1991. évi XCI. törvény.pdf,65,Data/input/finance_bills/Hungary/1992 1991. évi XCI. törvény.pdf,,Verified MTA chapter total from original Hungary budget PDF,verified_against_original_file,,,gap: no matching rows in this year; manual override from original Hungary budget file (MTA chapter total)
1993,Hungarian Academy of Sciences (MTA),science_agency,6745600000.0,forint,HUF,verified_override,1993 1992. évi LXXX. törvény.pdf,,Data/input/finance_bills/Hungary/1993 1992. évi LXXX. törvény.pdf,,Verified MTA chapter total from original Hungary budget PDF,verified_against_original_file,,,manual override from original Hungary budget file (MTA chapter total)
1994,Hungarian Academy of Sciences (MTA),science_agency,6598300000.0,forint,HUF,verified_override,1994 1993. évi CXI. törvény.pdf,,Data/input/finance_bills/Hungary/1994 1993. évi CXI. törvény.pdf,,Verified MTA chapter total from original Hungary budget PDF,verified_against_original_file,,,manual override from original Hungary budget file (MTA chapter total)
1995,Hungarian Academy of Sciences (MTA),science_agency,10081500000.0,forint,HUF,verified_override,1995 1994. évi CIV. törvény.pdf,,Data/input/finance_bills/Hungary/1995 1994. évi CIV. törvény.pdf,,Verified MTA chapter total from original Hungary budget PDF,verified_against_original_file,,,manual override from original Hungary budget file (MTA chapter total)
1996,Hungarian Academy of Sciences (MTA),science_agency,10933700000.0,forint,HUF,verified_override,1996 1995. évi CXXI. törvény.pdf,,Data/input/finance_bills/Hungary/1996 1995. évi CXXI. törvény.pdf,,Verified MTA chapter total from original Hungary budget PDF,verified_against_original_file,,,manual override from original Hungary budget file (MTA chapter total)
1997,Hungarian Academy of Sciences (MTA),science_agency,13431600000.0,forint,HUF,verified_override,1997 1996. évi CXXIV. törvény.pdf,132,Data/input/finance_bills/Hungary/1997 1996. évi CXXIV. törvény.pdf,,Verified MTA chapter total from original Hungary budget PDF,verified_against_original_file,,,manual override from original Hungary budget file (MTA chapter total)
1998,Hungarian Academy of Sciences (MTA),science_agency,16123600000.0,forint,HUF,verified_override,1998 1997. évi CXLVI. törvény.pdf,143,Data/input/finance_bills/Hungary/1998 1997. évi CXLVI. törvény.pdf,,Verified MTA chapter total from original Hungary budget PDF,verified_against_original_file,,,manual override from original Hungary budget file (MTA chapter total)
1999,Hungarian Academy of Sciences (MTA),science_agency,26383000000.0,forint,HUF,verified_override,1999 (1998). évi XC. törvény.pdf,,Data/input/finance_bills/Hungary/1999 (1998). évi XC. törvény.pdf,,Verified MTA chapter total from original Hungary budget PDF,verified_against_original_file,,,gap: no matching rows in this year; manual override from original Hungary budget file (MTA chapter total)
2000,Hungarian Academy of Sciences (MTA),science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2001,Hungarian Academy of Sciences (MTA),science_agency,33159400000.0,forint,HUF,verified_override,2001-2002  2000. évi CXXXIII. törvény.pdf,,Data/input/finance_bills/Hungary/2001-2002  2000. évi CXXXIII. törvény.pdf,,Verified MTA chapter total from original Hungary budget PDF,verified_against_original_file,,,gap: no matching rows in this year; manual override from original Hungary budget file (MTA chapter total)
2002,Hungarian Academy of Sciences (MTA),science_agency,33000000000.0,forint,HUF,section_total,2001-2002  2000. évi CXXXIII. törvény.pdf,0.0,Data/input/finance_bills/Hungary/2001-2002  2000. évi CXXXIII. törvény.pdf,,XXXIII. fejezet összesen,covered_by_final_series,,,
2003,Hungarian Academy of Sciences (MTA),science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2004,Hungarian Academy of Sciences (MTA),science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2005,Hungarian Academy of Sciences (MTA),science_agency,47370000000.0,forint,HUF,verified_override,2005 2004. évi CXXXV. törvény.pdf,,Data/input/finance_bills/Hungary/2005 2004. évi CXXXV. törvény.pdf,,Verified MTA chapter total from original Hungary budget PDF,verified_against_original_file,,,gap: no matching rows in this year; manual override from original Hungary budget file (MTA chapter total)
2006,Hungarian Academy of Sciences (MTA),science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2007,Hungarian Academy of Sciences (MTA),science_agency,50063000000.0,forint,HUF,verified_override,2007  2006. évi CXXVII. törvény.pdf,,Data/input/finance_bills/Hungary/2007  2006. évi CXXVII. törvény.pdf,,Verified MTA chapter total from original Hungary budget PDF,verified_against_original_file,,,gap: no matching rows in this year; manual override from original Hungary budget file (MTA chapter total)
2008,Hungarian Academy of Sciences (MTA),science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2009,Hungarian Academy of Sciences (MTA),science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2010,Hungarian Academy of Sciences (MTA),science_agency,48372800000.0,forint,HUF,verified_override,2010 MK_09_179.pdf,,Data/input/finance_bills/Hungary/2010 MK_09_179.pdf,,Verified MTA chapter total from original Hungary budget PDF,verified_against_original_file,,,manual override from original Hungary budget file (MTA chapter total)
2010,Research and Technological Innovation Fund,innovation_instruments,43695900000.0,forint,HUF,verified_override,pdf_4e5ee92e2c1d__2010_MK_09_179.txt,123,,,Verified R&D fund total from original Hungary budget table,verified_against_original_file,,,manual override from original Hungary budget file (R&D fund total)
2011,Hungarian Academy of Sciences (MTA),science_agency,51505800000.0,forint,HUF,verified_override,2011 MK_10_200.pdf,,Data/input/finance_bills/Hungary/2011 MK_10_200.pdf,,Verified MTA chapter total from original Hungary budget PDF,verified_against_original_file,,,manual override from original Hungary budget file (MTA chapter total)
2011,INTERREG IVC Programme,innovation_instruments,2777000000.0,forint,HUF,verified_override,pdf_fc70ccc08085__2011_MK_10_200.txt,0,,,Verified INTERREG IVC programme appropriation from original Hungary budget table,verified_against_original_file,,,manual override from original Hungary budget file (INTERREG IVC row)
2011,Research and Technological Innovation Fund,innovation_instruments,45977900000.0,forint,HUF,verified_override,pdf_fc70ccc08085__2011_MK_10_200.txt,0,,,Verified R&D fund total from original Hungary budget table,verified_against_original_file,,,manual override from original Hungary budget file (R&D fund total)
2012,Hungarian Academy of Sciences (MTA),science_agency,57483100000.0,forint,HUF,verified_override,2012 MK_161.pdf,,Data/input/finance_bills/Hungary/2012 MK_161.pdf,,Verified MTA chapter total from original Hungary budget PDF,verified_against_original_file,,,manual override from original Hungary budget file (MTA chapter total)
2012,INTERREG IVC Programme,innovation_instruments,1469000000.0,forint,HUF,verified_override,pdf_ec2d2781b7dc__2012_MK_161.txt,0,,,Verified INTERREG IVC programme appropriation from original Hungary budget table,verified_against_original_file,,,manual override from original Hungary budget file (INTERREG IVC row)
2012,Research and Technological Innovation Fund,innovation_instruments,45200000000.0,forint,HUF,verified_override,pdf_ec2d2781b7dc__2012_MK_161.txt,0,,,Verified R&D fund total from original Hungary budget table,verified_against_original_file,,,gap: no matching rows in this year; manual override from original Hungary budget file (R&D fund total)
2013,Hungarian Academy of Sciences (MTA),science_agency,59109500000.0,forint,HUF,verified_override,2013 MK_12_172.pdf,,Data/input/finance_bills/Hungary/2013 MK_12_172.pdf,,Verified MTA chapter total from original Hungary budget PDF,verified_against_original_file,,,manual override from original Hungary budget file (MTA chapter total)
2013,INTERREG IVC Programme,innovation_instruments,5417000000.0,forint,HUF,verified_override,pdf_809afb5be165__2013_MK_12_172.txt,0,,,Verified INTERREG IVC programme appropriation from original Hungary budget table,verified_against_original_file,,,manual override from original Hungary budget file (INTERREG IVC row)
2013,MTA Library and Information Centre,science_agency,1426000000.0,forint,HUF,verified_override,pdf_809afb5be165__2013_MK_12_172.txt,0,,,Verified MTA Library support line from original Hungary budget text,verified_against_original_file,,,gap: no matching rows in this year; manual override from original Hungary budget file (library support provision)
2013,Research and Technological Innovation Fund,innovation_instruments,37664500000.0,forint,HUF,verified_override,pdf_809afb5be165__2013_MK_12_172.txt,0,,,Verified R&D fund total from original Hungary budget table,verified_against_original_file,,,gap: no matching rows in this year; manual override from original Hungary budget file (R&D fund total)
2014,Hungarian Academy of Sciences (MTA),science_agency,63203500000.0,forint,HUF,verified_override,2014 MK_13_216.pdf,,Data/input/finance_bills/Hungary/2014 MK_13_216.pdf,,Verified MTA chapter total from original Hungary budget PDF,verified_against_original_file,,,manual override from original Hungary budget file (MTA chapter total)
2014,INTERREG IVC Programme,innovation_instruments,1503000000.0,forint,HUF,verified_override,pdf_5bc63b673739__2014_MK_13_216.txt,0,,,Verified INTERREG IVC programme appropriation from original Hungary budget table,verified_against_original_file,,,manual override from original Hungary budget file (INTERREG IVC row)
2014,MTA Library and Information Centre,science_agency,1426000000.0,forint,HUF,verified_override,pdf_5bc63b673739__2014_MK_13_216.txt,0,,,Verified MTA Library support line from original Hungary budget text,verified_against_original_file,,,gap: no matching rows in this year; manual override from original Hungary budget file (library support provision)
2014,Research and Technological Innovation Fund,innovation_instruments,35357600000.0,forint,HUF,verified_override,pdf_5bc63b673739__2014_MK_13_216.txt,0,,,Verified R&D fund total from original Hungary budget table,verified_against_original_file,,,gap: no matching rows in this year; manual override from original Hungary budget file (R&D fund total)
2015,Hungarian Academy of Sciences (MTA),science_agency,56318100000.0,forint,HUF,verified_override,2015 MK_14_184.pdf,,Data/input/finance_bills/Hungary/2015 MK_14_184.pdf,,Verified MTA chapter total from original Hungary budget PDF,verified_against_original_file,,,manual override from original Hungary budget file (MTA chapter total)
2015,INTERREG IVC Programme,innovation_instruments,1357900000.0,forint,HUF,verified_override,pdf_e3a7a139c79d__2015_MK_14_184.txt,187,,,Verified INTERREG IVC programme appropriation from original Hungary budget table,verified_against_original_file,,,manual override from original Hungary budget file (INTERREG IVC row)
2015,MTA Library and Information Centre,science_agency,1426000000.0,forint,HUF,verified_override,pdf_e3a7a139c79d__2015_MK_14_184.txt,0,,,Verified MTA Library support line from original Hungary budget text,verified_against_original_file,,,gap: no matching rows in this year; manual override from original Hungary budget file (library support provision)
2015,"National Research, Development and Innovation Fund (Hungary)",innovation_instruments,77951600000.0,forint,HUF,verified_override,pdf_e3a7a139c79d__2015_MK_14_184.txt,187,,,Verified R&D fund total from original Hungary budget table,verified_against_original_file,,,manual override from original Hungary budget file (R&D fund total)
2016,Hungarian Academy of Sciences (MTA),science_agency,56194800000.0,forint,HUF,verified_override,2016 MK_15_097.pdf,152,Data/input/finance_bills/Hungary/2016 MK_15_097.pdf,,Verified MTA chapter total from original Hungary budget PDF,verified_against_original_file,,,manual override from original Hungary budget file (MTA chapter total)
2016,MTA Library and Information Centre,science_agency,1426000000.0,forint,HUF,verified_override,pdf_a5ef93808955__2016_MK_15_097.txt,0,,,Verified MTA Library support line from original Hungary budget text,verified_against_original_file,,,gap: no matching rows in this year; manual override from original Hungary budget file (library support provision)
2016,"National Research, Development and Innovation Fund (Hungary)",innovation_instruments,79451600000.0,forint,HUF,verified_override,pdf_a5ef93808955__2016_MK_15_097.txt,0,,,Verified R&D fund total from original Hungary budget table,verified_against_original_file,,,manual override from original Hungary budget file (R&D fund total)
2017,Hungarian Academy of Sciences (MTA),science_agency,68945500000.0,forint,HUF,verified_override,2017 MK_16_091.pdf,91,Data/input/finance_bills/Hungary/2017 MK_16_091.pdf,,Verified MTA chapter total from original Hungary budget PDF,verified_against_original_file,,,manual override from original Hungary budget file (MTA chapter total)
2017,MTA Library and Information Centre,science_agency,1426000000.0,forint,HUF,verified_override,pdf_8de59207bc3d__2017_MK_16_091.txt,0,,,Verified MTA Library support line from original Hungary budget text,verified_against_original_file,,,gap: no matching rows in this year; manual override from original Hungary budget file (library support provision)
2017,"National Research, Development and Innovation Fund (Hungary)",innovation_instruments,78915000000.0,forint,HUF,verified_override,pdf_8de59207bc3d__2017_MK_16_091.txt,90,,,Verified R&D fund total from original Hungary budget table,verified_against_original_file,,,manual override from original Hungary budget file (R&D fund total)
2018,Hungarian Academy of Sciences (MTA),science_agency,62611700000.0,forint,HUF,verified_override,2018 MK_17_100.pdf,100,Data/input/finance_bills/Hungary/2018 MK_17_100.pdf,,Verified MTA chapter total from original Hungary budget PDF,verified_against_original_file,,,manual override from original Hungary budget file (MTA chapter total)
2018,MTA Library and Information Centre,science_agency,1950000000.0,forint,HUF,verified_override,pdf_3efc4efd2e1c__2018_MK_17_100.txt,0,,,Verified MTA Library support line from original Hungary budget text,verified_against_original_file,,,gap: no matching rows in this year; manual override from original Hungary budget file (library support provision)
2018,"National Research, Development and Innovation Fund (Hungary)",innovation_instruments,82073000000.0,forint,HUF,verified_override,pdf_3efc4efd2e1c__2018_MK_17_100.txt,155,,,Verified R&D fund total from original Hungary budget table,verified_against_original_file,,,manual override from original Hungary budget file (R&D fund total)
2019,Hungarian Academy of Sciences (MTA),science_agency,56146500000.0,forint,HUF,verified_override,2019 MK_18_123.pdf,84,Data/input/finance_bills/Hungary/2019 MK_18_123.pdf,,Verified MTA chapter total from original Hungary budget PDF,verified_against_original_file,,,manual override from original Hungary budget file (MTA chapter total)
2019,MTA Library and Information Centre,science_agency,1950000000.0,forint,HUF,verified_override,pdf_17c40a8f2c21__2019_MK_18_123.txt,85,,,Verified MTA Library support line from original Hungary budget text,verified_against_original_file,,,gap: no matching rows in this year; manual override from original Hungary budget file (library support provision)
2019,"National Research, Development and Innovation Fund (Hungary)",innovation_instruments,78587000000.0,forint,HUF,verified_override,pdf_17c40a8f2c21__2019_MK_18_123.txt,85,,,Verified R&D fund total from original Hungary budget table,verified_against_original_file,,,manual override from original Hungary budget file (R&D fund total)
2020,Eötvös Loránd Research Network,science_agency,48228800000.0,forint,HUF,verified_override,pdf_779604bc932b__2020_MK_19_128.txt,78,,,Verified chapter total for Hungary research network from original budget table,verified_against_original_file,,,manual override from original Hungary budget file (research-network chapter total)
2020,Hungarian Academy of Sciences (MTA),science_agency,17184900000.0,forint,HUF,verified_override,2020 MK_19_128.pdf,59,Data/input/finance_bills/Hungary/2020 MK_19_128.pdf,,Verified MTA chapter total from original Hungary budget PDF,verified_against_original_file,,,manual override from original Hungary budget file (MTA chapter total)
2020,MTA Library and Information Centre,science_agency,1950000000.0,forint,HUF,verified_override,pdf_779604bc932b__2020_MK_19_128.txt,0,,,Verified MTA Library support line from original Hungary budget text,verified_against_original_file,,,gap: no matching rows in this year; manual override from original Hungary budget file (library support provision)
2020,"National Research, Development and Innovation Fund (Hungary)",innovation_instruments,137812200000.0,forint,HUF,verified_override,pdf_779604bc932b__2020_MK_19_128.txt,71,,,Verified R&D fund total from original Hungary budget table,verified_against_original_file,,,manual override from original Hungary budget file (R&D fund total)
2021,Eötvös Loránd Research Network,science_agency,70666400000.0,forint,HUF,verified_override,pdf_c349f811a655__2021_MK_20_170.txt,59,,,Verified chapter total for Hungary research network from original budget table,verified_against_original_file,,,manual override from original Hungary budget file (research-network chapter total)
2021,Hungarian Academy of Sciences (MTA),science_agency,17134400000.0,forint,HUF,verified_override,2021 MK_20_170.pdf,40,Data/input/finance_bills/Hungary/2021 MK_20_170.pdf,,Verified MTA chapter total from original Hungary budget PDF,verified_against_original_file,,,manual override from original Hungary budget file (MTA chapter total)
2021,MTA Library and Information Centre,science_agency,1950000000.0,forint,HUF,verified_override,pdf_c349f811a655__2021_MK_20_170.txt,0,,,Verified MTA Library support line from original Hungary budget text,verified_against_original_file,,,gap: no matching rows in this year; manual override from original Hungary budget file (library support provision)
2021,"National Research, Development and Innovation Fund (Hungary)",innovation_instruments,137812200000.0,forint,HUF,verified_override,pdf_c349f811a655__2021_MK_20_170.txt,71,,,Verified R&D fund total from original Hungary budget table,verified_against_original_file,,,manual override from original Hungary budget file (R&D fund total)
2022,Eötvös Loránd Research Network,science_agency,66122200000.0,forint,HUF,verified_override,pdf_fe4092e4966b__2022_MK_21_120.txt,62,,,Verified chapter total for Hungary research network from original budget table,verified_against_original_file,,,manual override from original Hungary budget file (research-network chapter total)
2022,Hungarian Academy of Sciences (MTA),science_agency,28765700000.0,forint,HUF,verified_override,2022 MK_21_120.pdf,53,Data/input/finance_bills/Hungary/2022 MK_21_120.pdf,,Verified MTA chapter total from original Hungary budget PDF,verified_against_original_file,,,manual override from original Hungary budget file (MTA chapter total)
2022,MTA Library and Information Centre,science_agency,1950000000.0,forint,HUF,verified_override,pdf_fe4092e4966b__2022_MK_21_120.txt,0,,,Verified MTA Library support line from original Hungary budget text,verified_against_original_file,,,gap: no matching rows in this year; manual override from original Hungary budget file (library support provision)
2022,"National Research, Development and Innovation Fund (Hungary)",innovation_instruments,143946900000.0,forint,HUF,verified_override,pdf_fe4092e4966b__2022_MK_21_120.txt,73,,,Verified R&D fund total from original Hungary budget table,verified_against_original_file,,,manual override from original Hungary budget file (R&D fund total)
