source_file,pdf_path,full_text_cache,selected_rows,selected_canonicals,selected_pages,selected_line_descriptions,selected_amounts,traceability_status,source_audit_note
1975_Austria.pdf,Data/input/finance_bills/Austria/1975_Austria.pdf,,0,,,,,not_used_in_final_series,
1976_Austria.pdf,Data/input/finance_bills/Austria/1976_Austria.pdf,,4,CERN-Beitrag (Austria) | FWF (Fonds zur Forderung der wissenschaftlichen Forschung) | OAW (Osterreichische Akademie der Wissenschaften) | Universitaten (collective Austria),264 | 264 | 40 | 40,Contribution to CERN | Austrian Science Fund (FWF) | Funding Expenditures | Total 142,100000000.0 | 500000000.0 | 79303000.0 | 3835051000.0,covered_by_final_series,
1977_Austria.pdf,Data/input/finance_bills/Austria/1977_Austria.pdf,,1,Universitaten (collective Austria),39,Total 142,4147370000.0,covered_by_final_series,
1978_Austria.pdf,Data/input/finance_bills/Austria/1978_Austria.pdf,,2,OAW (Osterreichische Akademie der Wissenschaften) | Universitaten (collective Austria),40 | 41,Funding Expenditures | Total 1420,84338000.0 | 1398564000.0,covered_by_final_series,
1979_Austria.pdf,Data/input/finance_bills/Austria/1979_Austria.pdf,,1,OAW (Osterreichische Akademie der Wissenschaften),40,Austrian Academy of Sciences,112581000.0,covered_by_final_series,
1980_Austria.pdf,Data/input/finance_bills/Austria/1980_Austria.pdf,,1,OAW (Osterreichische Akademie der Wissenschaften),40,Funding expenditures,104121000.0,covered_by_final_series,
1981_Austria.pdf,Data/input/finance_bills/Austria/1981_Austria.pdf,,2,OAW (Osterreichische Akademie der Wissenschaften) | Universitaten (collective Austria),40 | 40,Funding Expenditures | Total 1420,94221000.0 | 5193065000.0,covered_by_final_series,
1982_Austria.pdf,Data/input/finance_bills/Austria/1982_Austria.pdf,,1,OAW (Osterreichische Akademie der Wissenschaften),42,Funding Expenditures,127545000.0,covered_by_final_series,
1983_Austria.pdf,Data/input/finance_bills/Austria/1983_Austria.pdf,,3,FFG (Forschungsfoerderungsgesellschaft) | FWF (Fonds zur Forderung der wissenschaftlichen Forschung) | OAW (Osterreichische Akademie der Wissenschaften),46 | 196 | 196,Funding expenditures for the Research Promotion Fund for the Commercial Economy | Austrian Science Fund (FWF) | Austrian Academy of Sciences,94795000.0 | 430848000.0 | 430848000.0,covered_by_final_series,
1984_Austria.pdf,Data/input/finance_bills/Austria/1984_Austria.pdf,,6,CERN-Beitrag (Austria) | FFG (Forschungsfoerderungsgesellschaft) | FWF (Fonds zur Forderung der wissenschaftlichen Forschung) | Ludwig Boltzmann Gesellschaft | OAW (Osterreichische Akademie der Wissenschaften) | Universitaten (collective Austria),200 | 48 | 48 | 200 | 50 | 50,Contribution to CERN | Research Promotion Fund for Industry | Austrian Science Fund | Ludwig Boltzmann Society | Austrian Academy of Sciences and Research Institutes | Universities,5000000.0 | 500000000.0 | 201000000.0 | 10000000.0 | 71666000.0 | 4226640000.0000005,covered_by_final_series,
1985_Austria.pdf,Data/input/finance_bills/Austria/1985_Austria.pdf,,4,FFG (Forschungsfoerderungsgesellschaft) | FWF (Fonds zur Forderung der wissenschaftlichen Forschung) | OAW (Osterreichische Akademie der Wissenschaften) | Universitaten (collective Austria),190 | 190 | 190 | 52,Research Promotion Agency (FFG) | Austrian Science Fund (FWF) | Austrian Academy of Sciences (ÖAW) | Universities: Personnel Expenses,120000000.0 | 200000000.0 | 50000000.0 | 4663871000.0,covered_by_final_series,
1986_Austria.pdf,Data/input/finance_bills/Austria/1986_Austria.pdf,,1,OAW (Osterreichische Akademie der Wissenschaften),50,Funding expenditures,189251000.0,covered_by_final_series,
1987_Austria.pdf,Data/input/finance_bills/Austria/1987_Austria.pdf,,0,,,,,not_used_in_final_series,
1988_Austria.pdf,Data/input/finance_bills/Austria/1988_Austria.pdf,,2,FWF (Fonds zur Forderung der wissenschaftlichen Forschung) | OAW (Osterreichische Akademie der Wissenschaften),185 | 185,Austrian Science Fund (FWF) | Austrian Academy of Sciences (ÖAW),82532000.0 | 47344000.0,covered_by_final_series,
1989_Austria.pdf,Data/input/finance_bills/Austria/1989_Austria.pdf,,2,OAW (Osterreichische Akademie der Wissenschaften) | Universitaten (collective Austria),50 | 52,Ausgaben nach Maßgabe zweckgebundener Einnahmen | Personnel expenses,147508000.0 | 0.0,covered_by_final_series,
