country,year,canonical_name,category,amount_local,currency,unit,item_type,source_kind,source_file,page_number,line_description_en,series_notes,traceability_status
Austria,2023,FFG (Forschungsfoerderungsgesellschaft),science_agency,70000000.0,EUR,euro,verified_override,original_pdf,2023 Anlagen_0001_C4324C91_98E6_4FDE_B63A_4BFB9024E450.pdf,452,FFG (Forschungsförderungsgesellschaft),FFG created 2004 from merger of FFF + BIT + ASA. Pre-2004 match via 'fff' variant.; verified against original Austria budget,verified_against_original_file
Austria,2022,FWF (Fonds zur Forderung der wissenschaftlichen Forschung),science_agency,120000000.0,EUR,euro,verified_override,original_pdf,2022 Anlagen_0001_244184DB_8F25_451C_846B_6C4C7BD15ADA.pdf,383,FWF - Fonds zur Förderung der wissenschaftlichen Forschung,Annual state appropriation — core basic research funder.; verified against original Austria budget,verified_against_original_file
Austria,2023,FWF (Fonds zur Forderung der wissenschaftlichen Forschung),science_agency,100000000.0,EUR,euro,verified_override,original_pdf,2023 Anlagen_0001_C4324C91_98E6_4FDE_B63A_4BFB9024E450.pdf,452,FWF (Fonds zur Förderung der wissenschaftlichen Forschung),Annual state appropriation — core basic research funder.; verified against original Austria budget,verified_against_original_file
Austria,2022,IST Austria,science_agency,25000000.0,EUR,euro,verified_override,original_pdf,2022 Anlagen_0001_244184DB_8F25_451C_846B_6C4C7BD15ADA.pdf,384,IST Austria - Institute of Science and Technology Austria,Annual state grant from BMBWF.; verified against original Austria budget,verified_against_original_file
Austria,2023,IST Austria,science_agency,30000000.0,EUR,euro,verified_override,original_pdf,2023 Anlagen_0001_C4324C91_98E6_4FDE_B63A_4BFB9024E450.pdf,452,IST Austria (Institute of Science and Technology Austria),Annual state grant from BMBWF.; verified against original Austria budget,verified_against_original_file
Austria,1996,OAW (Osterreichische Akademie der Wissenschaften),science_agency,380499000.0,ATS,schilling,verified_override,original_pdf,1996_Austria_proposal.pdf,58,Förderungen,verified against original Austria budget,verified_against_original_file
Austria,1997,OAW (Osterreichische Akademie der Wissenschaften),science_agency,385000000.0,ATS,schilling,verified_override,original_pdf,1997_Austria_proposal.pdf,58,Förderungen,verified against original Austria budget,verified_against_original_file
Austria,1998,OAW (Osterreichische Akademie der Wissenschaften),science_agency,405000000.0,ATS,schilling,verified_override,original_pdf,1998_Austria.pdf,58,Förderungen,verified against original Austria budget,verified_against_original_file
Austria,1999,OAW (Osterreichische Akademie der Wissenschaften),science_agency,489000000.0,ATS,schilling,verified_override,original_pdf,1999_Austria.pdf,60,Summe 1417,verified against original Austria budget,verified_against_original_file
Austria,2012,OAW (Osterreichische Akademie der Wissenschaften),science_agency,81519000.0,EUR,euro,verified_override,original_pdf,2012 Anlagen COO_2026_100_2_717880.pdf,170,Summe 3117,verified against original Austria budget,verified_against_original_file
Austria,2022,OAW (Osterreichische Akademie der Wissenschaften),science_agency,30000000.0,EUR,euro,verified_override,original_pdf,2022 Anlagen_0001_244184DB_8F25_451C_846B_6C4C7BD15ADA.pdf,384,ÖAW - Österreichische Akademie der Wissenschaften,verified against original Austria budget,verified_against_original_file
Austria,2023,OAW (Osterreichische Akademie der Wissenschaften),science_agency,50000000.0,EUR,euro,verified_override,original_pdf,2023 Anlagen_0001_C4324C91_98E6_4FDE_B63A_4BFB9024E450.pdf,452,ÖAW (Österreichische Akademie der Wissenschaften),verified against original Austria budget,verified_against_original_file
