country,year,source_file,file_path,missing_agencies
Austria,1977,1977_Austria.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Austria/1977_Austria.pdf,FWF (Fonds zur Forderung der wissenschaftlichen Forschung)
Austria,1978,1978_Austria.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Austria/1978_Austria.pdf,FWF (Fonds zur Forderung der wissenschaftlichen Forschung)
Austria,1979,1979_Austria.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Austria/1979_Austria.pdf,FWF (Fonds zur Forderung der wissenschaftlichen Forschung)
Austria,1980,1980_Austria.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Austria/1980_Austria.pdf,FWF (Fonds zur Forderung der wissenschaftlichen Forschung)
Austria,1981,1981_Austria.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Austria/1981_Austria.pdf,FWF (Fonds zur Forderung der wissenschaftlichen Forschung)
Austria,1982,1982_Austria.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Austria/1982_Austria.pdf,FWF (Fonds zur Forderung der wissenschaftlichen Forschung)
Austria,1986,1986_Austria.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Austria/1986_Austria.pdf,FWF (Fonds zur Forderung der wissenschaftlichen Forschung)
Austria,1989,1989_Austria.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Austria/1989_Austria.pdf,FWF (Fonds zur Forderung der wissenschaftlichen Forschung)
Austria,1991,1991_Austria_proposal.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Austria/1991_Austria_proposal.pdf,FWF (Fonds zur Forderung der wissenschaftlichen Forschung)
Austria,1998,1998_Austria.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Austria/1998_Austria.pdf,FWF (Fonds zur Forderung der wissenschaftlichen Forschung)
Austria,2012,2012 Anlagen COO_2026_100_2_717880.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Austria/2012 Anlagen COO_2026_100_2_717880.pdf,FWF (Fonds zur Forderung der wissenschaftlichen Forschung)
Austria,2013,2013 Anlagen COO_2026_100_2_820081.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Austria/2013 Anlagen COO_2026_100_2_820081.pdf,FWF (Fonds zur Forderung der wissenschaftlichen Forschung)
Austria,2014,2014 Anlagen COO_2026_100_2_999189.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Austria/2014 Anlagen COO_2026_100_2_999189.pdf,FWF (Fonds zur Forderung der wissenschaftlichen Forschung)
Austria,2015,2015 Anlagen COO_2026_100_2_999206.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Austria/2015 Anlagen COO_2026_100_2_999206.pdf,FWF (Fonds zur Forderung der wissenschaftlichen Forschung)
Austria,2016,2016 Anlagen COO_2026_100_2_1160018.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Austria/2016 Anlagen COO_2026_100_2_1160018.pdf,FWF (Fonds zur Forderung der wissenschaftlichen Forschung)
Austria,2017,2017 Anlagen COO_2026_100_2_1315468.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Austria/2017 Anlagen COO_2026_100_2_1315468.pdf,FWF (Fonds zur Forderung der wissenschaftlichen Forschung)
Austria,2018,2018 Anlagen COO_2026_100_2_1516380.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Austria/2018 Anlagen COO_2026_100_2_1516380.pdf,FWF (Fonds zur Forderung der wissenschaftlichen Forschung)
Austria,2019,2019 Anlagen COO_2026_100_2_1516401.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Austria/2019 Anlagen COO_2026_100_2_1516401.pdf,FWF (Fonds zur Forderung der wissenschaftlichen Forschung)
Austria,2020,2020 Anlagen COO_2026_100_2_1750563.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Austria/2020 Anlagen COO_2026_100_2_1750563.pdf,FWF (Fonds zur Forderung der wissenschaftlichen Forschung)
