year,canonical_name,category,amount_local,unit,currency,item_type,source_file,page_number,pdf_path,full_text_cache,line_description_en,traceability_status,trace_method,trace_excerpt,series_notes
1976,BMBWF / Einzelplan 13 / UG 31 (total),rd_ministry,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
1976,CERN-Beitrag (Austria),direct_rd,100000000.0,schilling,ATS,line_item,1976_Austria.pdf,264,Data/input/finance_bills/Austria/1976_Austria.pdf,,Contribution to CERN,covered_by_final_series,,,
1976,ESA-Beitrag (Austria),direct_rd,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
1976,FFG (Forschungsfoerderungsgesellschaft),science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
1976,FWF (Fonds zur Forderung der wissenschaftlichen Forschung),science_agency,500000000.0,schilling,ATS,line_item,1976_Austria.pdf,264,Data/input/finance_bills/Austria/1976_Austria.pdf,,Austrian Science Fund (FWF),covered_by_final_series,,,Annual state appropriation — core basic research funder.
1976,Johannes Kepler Universitat Linz (JKU),higher_education,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
1976,Ludwig Boltzmann Gesellschaft,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
1976,OAW (Osterreichische Akademie der Wissenschaften),science_agency,79303000.0,schilling,ATS,line_item,1976_Austria.pdf,40,Data/input/finance_bills/Austria/1976_Austria.pdf,,Funding Expenditures,covered_by_final_series,,,
1976,Technische Universitat Graz (TU Graz),higher_education,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
1976,Technische Universitat Wien (TU Wien),higher_education,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
1976,Universitat Graz (Karl-Franzens),higher_education,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
1976,Universitat Innsbruck,higher_education,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
1976,Universitat Wien,higher_education,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
1976,Universitat fur Bodenkultur Wien (BOKU),higher_education,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
1976,Universitaten (collective Austria),higher_education,3835051000.0,schilling,ATS,program_total,1976_Austria.pdf,40,Data/input/finance_bills/Austria/1976_Austria.pdf,,Total 142,covered_by_final_series,,,Collective Globalbudget line — use only when individual lines unavailable.
