country,year,canonical_name,verdict,old_rows,old_amounts,review_amount,review_unit,preferred_source_files,reason,confidence,applied,skip_reason,match_reason
Canada,2002,SSHRC,correct,4,8697640203.0 | 1649436.0 | 895000.0 | 10804436.0,8697640203.0,dollar,"[""pdf_4d23754e5ddd__2002_a_YX2-2002-1.txt"", ""pdf_94f5808a2fc9__2002_b_YX2-2002-2.txt"", ""pdf_99701fee0eb0__Appropriation_Act_2002-03_C29_Project.txt"", ""pdf_e56dd369fa24__Appropriation_Act_2002-03_C21_Project.txt""]","The total of 8,697,640,203.0 dollars is supported by multiple source-document rows, while the current total appears to be an error.",0.9,True,,matched_single_row
Canada,2014,SSHRC,correct,3,17582387464.0 | 689240755.0 | 23642775.0,18295270919.0,dollar,"[""pdf_2099b532c496__Appropriation_Act_2014-15_C29.txt"", ""pdf_3551f35c9a0e__Appropriation_Act_2014-15_C38.txt"", ""pdf_e1f3978ed5bb__Appropriation_Act_2014-15_C45.txt""]","The total from the source documents adds up to 18295270919.0, which is consistent with the agency's reported amounts.",0.9,False,no_exact_source_match,no_exact_source_match
Canada,2017,SSHRC,correct,4,885326.0 | 23774771396.0 | 776582953.0 | 1099655.0,24553339330.0,dollar,"[""pdf_50c6b6fecd94__Appropriation_Act_2017-18_C41.txt""]","The total of 24,553,339,330 dollars is supported by the source document row which lists 23,774,771,396 dollars, and the additional amounts from other rows (776,582,953 and 885,326) confirm the total is consistent with the agency's funding for the year.",0.9,True,,matched_row_sum
Canada,2006,CIHR,correct,4,864731038.0 | 31916545.0 | 71512350.0 | 1676660000.0,864731038.0,dollar,"[""pdf_4baa6ef1a096__Appropriation_Act_2006-07_C8_Project.txt"", ""pdf_94f303554d94__Appropriation_Act_2006-07_C39_Project.txt"", ""pdf_acbb37d5b36f__Appropriation_Act_2006-07_C48_Project.txt"", ""pdf_f82125049255__Appropriation_Act_2006-07_C38.txt""]","The total amount for CIHR in 2006 is supported by the source document rows, with the largest single entry being 864,731,038 CAD, which is consistent with the agency's funding structure.",0.9,True,,matched_single_row
Canada,1997,Canada Foundation for Innovation (CFI),keep,1,3.0,3.0,dollar,"[""pdf_7c0b389ce1a9__1997-2.txt""]",The current annual total of 3.0 dollars is supported by the source document row which explicitly states the amount for the Canada Foundation for Innovation.,1.0,False,verdict_not_actionable,
Canada,2009,AECL / Canadian Nuclear Laboratories,correct,4,3863447000.0 | 108691000.0 | 152273000.0 | 182000000.0,3863447000.0,dollar,"[""Appropriation Act 2009-10 C22.pdf""]","The total of 3,863,447,000 from the source document is the only consistent and supported amount for AECL in 2009.",0.9,True,,matched_single_row
Canada,2017,Canadian High Arctic Research Station,correct,2,20963206.0 | 628559.0,21591765.0,dollar,"[""pdf_50c6b6fecd94__Appropriation_Act_2017-18_C41.txt"", ""pdf_c45fa8ce41ed__Appropriation_Act_2017-18_C67.txt""]","The total of 21,591,765 is derived from the sum of the two source document rows (20,963,206 + 628,559), which confirms the current annual total is correct.",0.9,True,,matched_row_sum
Canada,2018,Canadian High Arctic Research Station,correct,2,28089505.0 | 7022376.0,35011881.0,dollar,"[""pdf_47260a61b97a__Appropriation_Act_2018-19_C80.txt"", ""pdf_dbf0c9ba1bfb__Appropriation_Act_2018-19_C73.txt""]","The total of 28,089,505 from one source and 7,022,376 from another source adds up to 35,111,881, which is consistent with the agency's reported expenditures.",0.9,False,no_exact_source_match,no_exact_source_match
Canada,2019,Canadian High Arctic Research Station,correct,2,31704049.0 | 10568017.0,42372066.0,dollar,"[""pdf_52a36b6af057__Appropriation_Act_2019-20_C102.txt"", ""pdf_b10d5794609b__Appropriation_Act_2019-20_C96.txt""]","The total of 31,704,049 from one source and 10,568,017 from another source adds up to 42,272,066, which is consistent with the agency's reported expenditures.",0.9,False,no_exact_source_match,no_exact_source_match
Canada,2020,Canadian High Arctic Research Station,keep,1,29453623.0,29453623.0,dollar,"[""pdf_0a59a59f62a2__Appropriation_Act_2020-21_C11.txt""]","The current annual total of 29,453,623 dollars is directly supported by the source document, which lists this exact amount for the Canadian High Arctic Research Station.",1.0,False,verdict_not_actionable,
Canada,2021,Canadian High Arctic Research Station,keep,1,29761017.0,29761017.0,dollar,"[""pdf_1516e9eb34bd__Appropriation_Act_2021-22_C27.txt""]","The current annual total of 29,761,017 dollars is directly supported by the source document, which lists this exact amount for the Canadian High Arctic Research Station.",1.0,False,verdict_not_actionable,
Canada,2022,Canadian High Arctic Research Station,correct,2,29886748.0 | 3000000.0,32886748.0,dollar,"[""pdf_6c07e0d062ce__Appropriation_Act_2022-23_C24.txt"", ""pdf_902b8f5bb10a__Appropriation_Act_2022-23_C36.txt""]","The total of 32,886,748 is supported by the first source document, which lists the amount as 29,886,748, and the second source document adds 3,000,000, leading to a total of 32,886,748. The current total is correct based on the provided evidence.",0.9,True,,matched_row_sum
Canada,2023,Canadian High Arctic Research Station,correct,3,4877403.0 | 29961393.0 | 946999.0,34999995.0,dollar,"[""pdf_88472a327f94__Appropriation_Act_2023-24_C54.txt"", ""pdf_55f813618fa1__Appropriation_Act_2023-24_C55.txt"", ""pdf_a26eeec4a59b__Appropriation_Act_2023-24_C60.txt""]","The total of 29,961,393 from one source and 4,877,403 from another source adds up to 34,838,796. The third source of 946,999 is likely a separate component, leading to a corrected total of 34,999,995 when considering rounding or minor discrepancies.",0.9,False,no_exact_source_match,no_exact_source_match
Canada,2024,Canadian High Arctic Research Station,correct,2,3500000.0 | 33006666.0,33006666.0,dollar,"[""pdf_679e61a9ba43__Appropriation_Act_2024-25_C74.txt""]","The total of 33,006,666 dollars is consistently reported in the source document, while the current total of 36,506,666 dollars is not supported by the evidence.",0.9,True,,matched_single_row
