country,year,source_file,file_path,missing_agencies
Czech Republic,1993,1993 2025-12-20_Zakon-c-434-2024-Sb.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Czech Republic/1993 2025-12-20_Zakon-c-434-2024-Sb.pdf,Grantová agentura České republiky (GA ČR)
Czech Republic,1998,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Czech Republic/1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,Grantová agentura České republiky (GA ČR)
Czech Republic,2000,2000 Zak_2000-058_Prilohy-k-zakonu-c-582000-Sb.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Czech Republic/2000 Zak_2000-058_Prilohy-k-zakonu-c-582000-Sb.pdf,Grantová agentura České republiky (GA ČR)
Czech Republic,2003,2003 czech_budget_annexes_CONTENT_2003.docx,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Czech Republic/2003 czech_budget_annexes_CONTENT_2003.docx,Grantová agentura České republiky (GA ČR)
Czech Republic,2004,2004 czech_budget_annexes_CONTENT_2004.docx,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Czech Republic/2004 czech_budget_annexes_CONTENT_2004.docx,Grantová agentura České republiky (GA ČR)
Czech Republic,2023,2023 2023-01-01_Zakon-c-449-2022-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2023.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Czech Republic/2023 2023-01-01_Zakon-c-449-2022-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2023.pdf,Grantová agentura České republiky (GA ČR)
Czech Republic,2025,2025-12-20_Zakon-c-434-2024-Sb.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Czech Republic/2025-12-20_Zakon-c-434-2024-Sb.pdf,Grantová agentura České republiky (GA ČR)
Czech Republic,2009,2009 Zak_2008-475_Zakon-c-4752008-Sb.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Czech Republic/2009 Zak_2008-475_Zakon-c-4752008-Sb.pdf,Technologická agentura České republiky (TA ČR)
Czech Republic,2017,2017 Zak_2016-457_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2017.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Czech Republic/2017 Zak_2016-457_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2017.pdf,Technologická agentura České republiky (TA ČR)
Czech Republic,2018,2018 Zak_2017-474_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2018.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Czech Republic/2018 Zak_2017-474_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2018.pdf,Technologická agentura České republiky (TA ČR)
