source_file,pdf_path,full_text_cache,selected_rows,selected_canonicals,selected_pages,selected_line_descriptions,selected_amounts,traceability_status,source_audit_note
2. 2022년 예산안 주요내용.pdf,Data/input/finance_bills/Korea/2. 2022년 예산안 주요내용.pdf,,0,,,,,not_used_in_final_series,
2. 2023년 예산안 홍보자료★.pdf,Data/input/finance_bills/Korea/2. 2023년 예산안 홍보자료★.pdf,,3,Ministry of Science and ICT (Korea) | National R&D Programmes (Korea) | Strategic Technology R&D Programmes (Korea),60 | 9 | 33,Verified MSIT / science-technology-communication budget total from original Korea budget brief | Verified Korea annual total R&D budget from original budget brief / fiscal-plan table | Verified strategic-technology R&D subtotal from original Korea budget brief,9977500000000.0 | 30700000000000.0 | 4512300000000.0,covered_by_final_series,
2. 2024년  예산안 홍보자료.pdf,Data/input/finance_bills/Korea/2. 2024년  예산안 홍보자료.pdf,,3,Ministry of Science and ICT (Korea) | National R&D Programmes (Korea) | Strategic Technology R&D Programmes (Korea),55 | 7 | 19,Verified MSIT / science-technology-communication budget total from original Korea budget brief | Verified Korea annual total R&D budget from original budget brief / fiscal-plan table | Verified strategic-technology R&D subtotal from original Korea budget brief,9076800000000.0 | 25900000000000.0 | 5000000000000.0,covered_by_final_series,
2. 2025 예산안 홍보자료.pdf,Data/input/finance_bills/Korea/2. 2025 예산안 홍보자료.pdf,,3,Ministry of Science and ICT (Korea) | National R&D Programmes (Korea) | Strategic Technology R&D Programmes (Korea),51 | 6 | 20,Verified MSIT / science-technology-communication budget total from original Korea budget brief | Verified Korea annual total R&D budget from original budget brief / fiscal-plan table | Verified strategic-technology R&D subtotal from original Korea budget brief,10911200000000.0 | 29700000000000.0 | 3544600000000.0,covered_by_final_series,
2018년도 예산안 개요.pdf,Data/input/finance_bills/Korea/2018년도 예산안 개요.pdf,,2,National R&D Programmes (Korea) | Strategic Technology R&D Programmes (Korea),55 | 28,Verified Korea annual total R&D budget from original budget brief / fiscal-plan table | Verified strategic-technology R&D subtotal from original Korea budget brief,19633800000000.0 | 1400000000000.0,covered_by_final_series,
2019년도 예산안 개요.pdf,Data/input/finance_bills/Korea/2019년도 예산안 개요.pdf,,2,National R&D Programmes (Korea) | Strategic Technology R&D Programmes (Korea),6 | 27,Verified Korea annual total R&D budget from original budget brief / fiscal-plan table | Verified strategic-technology R&D subtotal from original Korea budget brief,20400000000000.0 | 1513700000000.0,covered_by_final_series,
2021년 예산안 40대 중점프로젝트.pdf,Data/input/finance_bills/Korea/2021년 예산안 40대 중점프로젝트.pdf,,0,,,,,not_used_in_final_series,
2021년 예산안 국민 삶을 개선하는 특색사업 60선.pdf,Data/input/finance_bills/Korea/2021년 예산안 국민 삶을 개선하는 특색사업 60선.pdf,,0,,,,,not_used_in_final_series,
2023년 예산안_건전재정기조 확립.pdf,Data/input/finance_bills/Korea/2023년 예산안_건전재정기조 확립.pdf,,0,,,,,not_used_in_final_series,
2024 예산안-성장동력 확보를 위한 미래준비 투자.pdf,Data/input/finance_bills/Korea/2024 예산안-성장동력 확보를 위한 미래준비 투자.pdf,,0,,,,,not_used_in_final_series,
3. 2022년 예산안.pdf,Data/input/finance_bills/Korea/3. 2022년 예산안.pdf,,3,Ministry of Science and ICT (Korea) | National R&D Programmes (Korea) | Strategic Technology R&D Programmes (Korea),101 | 8 | 49,Verified MSIT / science-technology-communication budget total from original Korea budget brief | Verified Korea annual total R&D budget from original budget brief / fiscal-plan table | Verified strategic-technology R&D subtotal from original Korea budget brief,9626200000000.0 | 29800000000000.0 | 6200000000000.0,covered_by_final_series,
3. 2023~2027 국가재정운용계획 주요내용.pdf,Data/input/finance_bills/Korea/3. 2023~2027 국가재정운용계획 주요내용.pdf,,0,,,,,not_used_in_final_series,
3. 2023년 예산안 인포그래픽★.pdf,Data/input/finance_bills/Korea/3. 2023년 예산안 인포그래픽★.pdf,,0,,,,,not_used_in_final_series,
3. 2025 예산안 20대 핵심과제.pdf,Data/input/finance_bills/Korea/3. 2025 예산안 20대 핵심과제.pdf,,0,,,,,not_used_in_final_series,
4. 2022_2026년 국가재정운용계획 주요내용★.pdf,Data/input/finance_bills/Korea/4. 2022_2026년 국가재정운용계획 주요내용★.pdf,,0,,,,,not_used_in_final_series,
4. 2024~2028년 국가재정운용계획 주요내용.pdf,Data/input/finance_bills/Korea/4. 2024~2028년 국가재정운용계획 주요내용.pdf,,0,,,,,not_used_in_final_series,
4. 2024년 예산안 20대 핵심과제.pdf,Data/input/finance_bills/Korea/4. 2024년 예산안 20대 핵심과제.pdf,,0,,,,,not_used_in_final_series,
5. 2022년 예산안 이색사업 20선.pdf,Data/input/finance_bills/Korea/5. 2022년 예산안 이색사업 20선.pdf,,0,,,,,not_used_in_final_series,
7. 2021-2025년 국가재정운용계획 주요내용.pdf,Data/input/finance_bills/Korea/7. 2021-2025년 국가재정운용계획 주요내용.pdf,,1,National R&D Programmes (Korea),17,Verified Korea annual total R&D budget from original budget brief / fiscal-plan table,27400000000000.0,covered_by_final_series,
leaflet.pdf,Data/input/finance_bills/Korea/leaflet.pdf,Data/output/budget/full_text/Korea/pdf_c7b2c383142a__leaflet.txt.gz,0,,,,,not_used_in_final_series,
예산안 인포그래픽 1.pdf,Data/input/finance_bills/Korea/예산안 인포그래픽 1.pdf,,0,,,,,not_used_in_final_series,
