country,year,canonical_name,category,amount_local,currency,unit,item_type,source_kind,source_file,page_number,line_description_en,series_notes,traceability_status
Korea,2022,Ministry of Science and ICT (Korea),rd_ministry,9626200000000.0,KRW,won,verified_override,original_pdf,3. 2022년 예산안.pdf,101,Verified MSIT / science-technology-communication budget total from original Korea budget brief,manual override from original Korea budget brief (MSIT total),verified_against_original_file
Korea,2023,Ministry of Science and ICT (Korea),rd_ministry,9977500000000.0,KRW,won,verified_override,original_pdf,2. 2023년 예산안 홍보자료★.pdf,60,Verified MSIT / science-technology-communication budget total from original Korea budget brief,manual override from original Korea budget brief (MSIT total),verified_against_original_file
Korea,2024,Ministry of Science and ICT (Korea),rd_ministry,9076800000000.0,KRW,won,verified_override,original_pdf,2. 2024년  예산안 홍보자료.pdf,55,Verified MSIT / science-technology-communication budget total from original Korea budget brief,manual override from original Korea budget brief (MSIT total),verified_against_original_file
Korea,2025,Ministry of Science and ICT (Korea),rd_ministry,10911200000000.0,KRW,won,verified_override,original_pdf,2. 2025 예산안 홍보자료.pdf,51,Verified MSIT / science-technology-communication budget total from original Korea budget brief,manual override from original Korea budget brief (MSIT total),verified_against_original_file
Korea,2018,National R&D Programmes (Korea),innovation_instruments,19633800000000.0,KRW,won,verified_override,original_pdf,2018년도 예산안 개요.pdf,55,Verified Korea annual total R&D budget from original budget brief / fiscal-plan table,Programmatic canonical for summary-style budget sources; not an institutional series.; manual override from original Korea budget brief (annual total R&D),verified_against_original_file
Korea,2019,National R&D Programmes (Korea),innovation_instruments,20400000000000.0,KRW,won,verified_override,original_pdf,2019년도 예산안 개요.pdf,6,Verified Korea annual total R&D budget from original budget brief / fiscal-plan table,Programmatic canonical for summary-style budget sources; not an institutional series.; manual override from original Korea budget brief (annual total R&D),verified_against_original_file
Korea,2021,National R&D Programmes (Korea),innovation_instruments,27400000000000.0,KRW,won,verified_override,original_pdf,7. 2021-2025년 국가재정운용계획 주요내용.pdf,17,Verified Korea annual total R&D budget from original budget brief / fiscal-plan table,Programmatic canonical for summary-style budget sources; not an institutional series.; manual override from original Korea budget brief (annual total R&D),verified_against_original_file
Korea,2022,National R&D Programmes (Korea),innovation_instruments,29800000000000.0,KRW,won,verified_override,original_pdf,3. 2022년 예산안.pdf,8,Verified Korea annual total R&D budget from original budget brief / fiscal-plan table,Programmatic canonical for summary-style budget sources; not an institutional series.; manual override from original Korea budget brief (annual total R&D),verified_against_original_file
Korea,2023,National R&D Programmes (Korea),innovation_instruments,30700000000000.0,KRW,won,verified_override,original_pdf,2. 2023년 예산안 홍보자료★.pdf,9,Verified Korea annual total R&D budget from original budget brief / fiscal-plan table,Programmatic canonical for summary-style budget sources; not an institutional series.; manual override from original Korea budget brief (annual total R&D),verified_against_original_file
Korea,2024,National R&D Programmes (Korea),innovation_instruments,25900000000000.0,KRW,won,verified_override,original_pdf,2. 2024년  예산안 홍보자료.pdf,7,Verified Korea annual total R&D budget from original budget brief / fiscal-plan table,Programmatic canonical for summary-style budget sources; not an institutional series.; manual override from original Korea budget brief (annual total R&D),verified_against_original_file
Korea,2025,National R&D Programmes (Korea),innovation_instruments,29700000000000.0,KRW,won,verified_override,original_pdf,2. 2025 예산안 홍보자료.pdf,6,Verified Korea annual total R&D budget from original budget brief / fiscal-plan table,Programmatic canonical for summary-style budget sources; not an institutional series.; manual override from original Korea budget brief (annual total R&D),verified_against_original_file
Korea,2018,Strategic Technology R&D Programmes (Korea),innovation_instruments,1400000000000.0,KRW,won,verified_override,original_pdf,2018년도 예산안 개요.pdf,28,Verified strategic-technology R&D subtotal from original Korea budget brief,Theme-level canonical for strategic R&D programmes in Korean budget briefs.; manual override from original Korea budget brief (strategic-technology subtotal),verified_against_original_file
Korea,2019,Strategic Technology R&D Programmes (Korea),innovation_instruments,1513700000000.0,KRW,won,verified_override,original_pdf,2019년도 예산안 개요.pdf,27,Verified strategic-technology R&D subtotal from original Korea budget brief,Theme-level canonical for strategic R&D programmes in Korean budget briefs.; manual override from original Korea budget brief (strategic-technology subtotal),verified_against_original_file
Korea,2022,Strategic Technology R&D Programmes (Korea),innovation_instruments,6200000000000.0,KRW,won,verified_override,original_pdf,3. 2022년 예산안.pdf,49,Verified strategic-technology R&D subtotal from original Korea budget brief,Theme-level canonical for strategic R&D programmes in Korean budget briefs.; manual override from original Korea budget brief (strategic-technology subtotal),verified_against_original_file
Korea,2023,Strategic Technology R&D Programmes (Korea),innovation_instruments,4512300000000.0,KRW,won,verified_override,original_pdf,2. 2023년 예산안 홍보자료★.pdf,33,Verified strategic-technology R&D subtotal from original Korea budget brief,Theme-level canonical for strategic R&D programmes in Korean budget briefs.; manual override from original Korea budget brief (strategic-technology subtotal),verified_against_original_file
Korea,2024,Strategic Technology R&D Programmes (Korea),innovation_instruments,5000000000000.0,KRW,won,verified_override,original_pdf,2. 2024년  예산안 홍보자료.pdf,19,Verified strategic-technology R&D subtotal from original Korea budget brief,Theme-level canonical for strategic R&D programmes in Korean budget briefs.; manual override from original Korea budget brief (strategic-technology subtotal),verified_against_original_file
Korea,2025,Strategic Technology R&D Programmes (Korea),innovation_instruments,3544600000000.0,KRW,won,verified_override,original_pdf,2. 2025 예산안 홍보자료.pdf,20,Verified strategic-technology R&D subtotal from original Korea budget brief,Theme-level canonical for strategic R&D programmes in Korean budget briefs.; manual override from original Korea budget brief (strategic-technology subtotal),verified_against_original_file
