country,year,item_type,section_code,section_name,section_name_en,line_code,line_description,line_description_en,amount_local,unit,currency,rd_category,decision,confidence,source_file,page_number,llm_model,extraction_pass,notes
Norway,1975,line_item,Kap. 285,Kunnskapsdepartementet,Ministry of Knowledge,,Tilskott,Grants,2500000000.0,thousand,NOK,science_agency,review,0.2,1975_Norway.pdf,103,gpt-4o-mini,extract,
Norway,1975,section_total,Kap. 285,Kunnskapsdepartementet,Ministry of Knowledge,,Norges forskningsrad,Research Council of Norway,2500000000.0,thousand,NOK,science_agency,review,0.2,1975_Norway.pdf,103,gpt-4o-mini,extract,
Norway,1975,line_item,Kap. 1407,Kunnskapsdepartementet,Ministry of Knowledge,,Tilskott til miljévernforskning under NTNF,Grants for environmental research under NTNF,3900000.0,thousand,NOK,direct_rd,review,0.2,1975_Norway.pdf,112,gpt-4o-mini,extract,
Norway,1975,line_item,Kap. 1407,Kunnskapsdepartementet,Ministry of Knowledge,,Deltakelse i MAB-programmet,Participation in the MAB program,50000.0,thousand,NOK,rd_adjacent,review,0.2,1975_Norway.pdf,112,gpt-4o-mini,extract,"Amount 5.000e+04 NOK out of plausible range [1e+05, 1e+12]"
Norway,1975,line_item,Kap. 1407,Kunnskapsdepartementet,Ministry of Knowledge,,"Forurensninger, kan nyttes under post 70","Pollution, can be used under post 70",16900000.0,thousand,NOK,direct_rd,review,0.2,1975_Norway.pdf,112,gpt-4o-mini,extract,
Norway,1975,line_item,Kunnskapsdepartementet,Kunnskapsdepartementet,Ministry of Knowledge,,Bevilgning til forsknings- og forsøksvirksomhet,Appropriation for research and experimental activities,73200000.0,thousand,NOK,direct_rd,review,0.2,1975_Norway.pdf,26,gpt-4o-mini,extract,Funding for research and experimental activities.
Norway,1975,line_item,Kunnskapsdepartementet,Kunnskapsdepartementet,Ministry of Knowledge,,Bevilgning til Norges landbruksvitenskapelige forskningsrad,Appropriation to the Norwegian Agricultural Research Council,2500000.0,thousand,NOK,science_agency,review,0.2,1975_Norway.pdf,26,gpt-4o-mini,extract,Specific appropriation for agricultural research.
Norway,1975,line_item,Kunnskapsdepartementet,Kunnskapsdepartementet,Ministry of Knowledge,,Bevilgning til Statens teknologiske institutt,Appropriation to the State Technology Institute,39400000.0,thousand,NOK,science_agency,review,0.2,1975_Norway.pdf,26,gpt-4o-mini,extract,Funding for the State Technology Institute.
Norway,1975,line_item,Kunnskapsdepartementet,Kunnskapsdepartementet,Ministry of Knowledge,,Bevilgning til Norges forskningsrad,Appropriation to the Research Council of Norway,416800000.0,thousand,NOK,science_agency,review,0.2,1975_Norway.pdf,31,gpt-4o-mini,extract,Total funding for the Research Council of Norway.
Norway,1975,section_total,Kunnskapsdepartementet,Kunnskapsdepartementet,Ministry of Knowledge,,Bevilgninger til forskningsformål,Appropriations for research purposes,975000000.0,thousand,NOK,science_agency,review,0.2,1975_Norway.pdf,31,gpt-4o-mini,extract,Total appropriations for research purposes across various sectors.
Norway,1975,section_total,Kunnskapsdepartementet,Kunnskapsdepartementet,Ministry of Knowledge,,Total budget for Kunnskapsdepartementet,Total budget for Ministry of Knowledge,4378400.0,thousand,NOK,science_agency,review,0.2,1975_Norway.pdf,32,gpt-4o-mini,extract,Total includes non-R&D components
Norway,1975,program_total,Kap. 285,Norges forskningsrad,Research Council of Norway,,"Tilskott til forskning, Norge","Grants for research, Norway",2471000.0,thousand,NOK,science_agency,review,0.2,1975_Norway.pdf,56,gpt-4o-mini,extract,
Norway,1975,line_item,Kap. 285,Norges forskningsrad,Research Council of Norway,,Tilskott til Chr. Michelsens Institutt,Grants to Chr. Michelsen Institute,1700000.0,thousand,NOK,direct_rd,review,0.2,1975_Norway.pdf,56,gpt-4o-mini,extract,
Norway,1975,line_item,Kap. 285,Norges forskningsrad,Research Council of Norway,,Tilskott til Norsk Utenrikspolitisk Institutt,Grants to Norwegian Institute of International Affairs,60000.0,thousand,NOK,direct_rd,review,0.2,1975_Norway.pdf,56,gpt-4o-mini,extract,"Amount 6.000e+04 NOK out of plausible range [1e+05, 1e+12]"
Norway,1975,line_item,Kap. 285,Norges forskningsrad,Research Council of Norway,,Norske forskningsstipendiater,Norwegian research fellows,200000.0,thousand,NOK,higher_education,review,0.2,1975_Norway.pdf,56,gpt-4o-mini,extract,
Norway,1975,line_item,Kap. 285,Norges forskningsrad,Research Council of Norway,,Det nordiske Afrikainstitutt,The Nordic Africa Institute,71000.0,thousand,NOK,direct_rd,review,0.2,1975_Norway.pdf,56,gpt-4o-mini,extract,"Amount 7.100e+04 NOK out of plausible range [1e+05, 1e+12]"
Norway,1975,line_item,Kap. 285,Norges forskningsrad,Research Council of Norway,,Ymse forskningsprosjekter,Various research projects,440000.0,thousand,NOK,direct_rd,review,0.2,1975_Norway.pdf,56,gpt-4o-mini,extract,
Norway,1975,section_total,Kunnskapsdepartementet,Kunnskapsdepartementet,Ministry of Knowledge,,Total budget for Kunnskapsdepartementet,Total budget for Ministry of Knowledge,0.0,thousand,NOK,science_agency,review,0.2,1975_Norway.pdf,67,gpt-4o-mini,extract,"Mixed-purpose ministry, total may include non-R&D components | Amount 0.000e+00 NOK out of plausible range [1e+05, 1e+12]"
Norway,1975,section_total,Naerings- og fiskeridepartementet,Naerings- og fiskeridepartementet,Ministry of Trade and Fisheries,,Total budget for Naerings- og fiskeridepartementet,Total budget for Ministry of Trade and Fisheries,0.0,thousand,NOK,science_agency,review,0.2,1975_Norway.pdf,67,gpt-4o-mini,extract,"Mixed-purpose ministry, total may include non-R&D components | Amount 0.000e+00 NOK out of plausible range [1e+05, 1e+12]"
Norway,1975,line_item,Kunnskapsdepartementet,Kunnskapsdepartementet,Ministry of Knowledge,,Tilskott til forsknings- og utviklingsoppgaver innen skoleverket,Grants for research and development tasks within the school system,2300000.0,thousand,NOK,direct_rd,review,0.2,1975_Norway.pdf,80,gpt-4o-mini,extract,
Norway,1975,line_item,Kunnskapsdepartementet,Kunnskapsdepartementet,Ministry of Knowledge,,Gransking av lerebgker,Research on textbooks,545000.0,thousand,NOK,direct_rd,review,0.2,1975_Norway.pdf,80,gpt-4o-mini,extract,
Norway,1975,line_item,Naerings- og fiskeridepartementet,Naerings- og fiskeridepartementet,Ministry of Trade and Fisheries,,Fondet til fremme av bransjeforskning m.v.,"Fund for promoting industry research, etc.",9300000.0,thousand,NOK,innovation_instruments,review,0.2,1975_Norway.pdf,92,gpt-4o-mini,extract,
Norway,1975,line_item,Naerings- og fiskeridepartementet,Naerings- og fiskeridepartementet,Ministry of Trade and Fisheries,,Fondet til fremme av forsknings- og utviklingsarbeider i industrien,Fund for promoting research and development work in industry,6800000.0,thousand,NOK,innovation_instruments,review,0.2,1975_Norway.pdf,92,gpt-4o-mini,extract,
Norway,1975,line_item,Naerings- og fiskeridepartementet,Naerings- og fiskeridepartementet,Ministry of Trade and Fisheries,,Tilskott til Norges Teknisk-Naturvitenskapelige Forskningsrad,Grants to the Norwegian Technical-Natural Science Research Council,121000000.0,thousand,NOK,science_agency,review,0.2,1975_Norway.pdf,92,gpt-4o-mini,extract,
