country,year,canonical_name,category,amount_local,currency,unit,item_type,source_kind,source_file,page_number,line_description_en,series_notes,traceability_status
Lithuania,2011,Centre for Physical Sciences and Technology (Lithuania),science_agency,17635000.0,LTL,litas,verified_override,parsed_budget_text,2011 TAR.FE51590E2B56.docx,2,Verified against original Lithuania budget file,Explicit FTMC institutional appropriation only; avoids generic research-institutions false positives.; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2012,Centre for Physical Sciences and Technology (Lithuania),science_agency,18577000.0,LTL,litas,verified_override,parsed_budget_text,2012 TAR.B75745DE003E.docx,1,Verified against original Lithuania budget file,Explicit FTMC institutional appropriation only; avoids generic research-institutions false positives.; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2013,Centre for Physical Sciences and Technology (Lithuania),science_agency,20344000.0,LTL,litas,verified_override,parsed_budget_text,2013 TAR.CABB5B7DAFB1.docx,1,Verified against original Lithuania budget file,Explicit FTMC institutional appropriation only; avoids generic research-institutions false positives.; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2014,Centre for Physical Sciences and Technology (Lithuania),science_agency,22769000.0,LTL,litas,verified_override,parsed_budget_text,2014 TAIS_462848.docx,1,Verified against original Lithuania budget file,Explicit FTMC institutional appropriation only; avoids generic research-institutions false positives.; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2015,Centre for Physical Sciences and Technology (Lithuania),science_agency,7145012.0,EUR,euro,verified_override,parsed_budget_text,2015 12-1408.docx,1,Verified against original Lithuania budget file,Explicit FTMC institutional appropriation only; avoids generic research-institutions false positives.; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2016,Centre for Physical Sciences and Technology (Lithuania),science_agency,7716000.0,EUR,euro,verified_override,parsed_budget_text,2016 12-2161.docx,1,Verified against original Lithuania budget file,Explicit FTMC institutional appropriation only; avoids generic research-institutions false positives.; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2017,Centre for Physical Sciences and Technology (Lithuania),science_agency,12321000.0,EUR,euro,verified_override,parsed_budget_text,2017 XIII-177.docx,2,Verified against original Lithuania budget file,Explicit FTMC institutional appropriation only; avoids generic research-institutions false positives.; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2018,Centre for Physical Sciences and Technology (Lithuania),science_agency,10966000.0,EUR,euro,verified_override,parsed_budget_text,2018 XIII-868.docx,2,Verified against original Lithuania budget file,Explicit FTMC institutional appropriation only; avoids generic research-institutions false positives.; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2019,Centre for Physical Sciences and Technology (Lithuania),science_agency,10347000.0,EUR,euro,verified_override,parsed_budget_text,2019 XIII-1710.docx,2,Verified against original Lithuania budget file,Explicit FTMC institutional appropriation only; avoids generic research-institutions false positives.; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2020,Centre for Physical Sciences and Technology (Lithuania),science_agency,11587000.0,EUR,euro,verified_override,parsed_budget_text,2020 XIII-2695.docx,2,Verified against original Lithuania budget file,Explicit FTMC institutional appropriation only; avoids generic research-institutions false positives.; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2021,Centre for Physical Sciences and Technology (Lithuania),science_agency,11584000.0,EUR,euro,verified_override,original_pdf,2021 AR_2021-07-01.pdf,22,Verified against original Lithuania budget file,gap: no matching rows in this year; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2022,Centre for Physical Sciences and Technology (Lithuania),science_agency,12845000.0,EUR,euro,verified_override,parsed_budget_text,2022 XIV-745.docx,1,Verified against original Lithuania budget file,Explicit FTMC institutional appropriation only; avoids generic research-institutions false positives.; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2023,Centre for Physical Sciences and Technology (Lithuania),science_agency,16447000.0,EUR,euro,verified_override,parsed_budget_text,2023 XIV-1556.docx,1,Verified against original Lithuania budget file,Explicit FTMC institutional appropriation only; avoids generic research-institutions false positives.; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2024,Centre for Physical Sciences and Technology (Lithuania),science_agency,18909000.0,EUR,euro,verified_override,parsed_budget_text,2024 XIV-2297.docx,1,Verified against original Lithuania budget file,Explicit FTMC institutional appropriation only; avoids generic research-institutions false positives.; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2025,Centre for Physical Sciences and Technology (Lithuania),science_agency,21975000.0,EUR,euro,verified_override,parsed_budget_text,2025 XV-89.docx,2,Verified against original Lithuania budget file,Explicit FTMC institutional appropriation only; avoids generic research-institutions false positives.; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2009,Chemistry Institute,science_agency,7949000.0,LTL,litas,verified_override,parsed_budget_text,2009 TAR.D641C5B5ADFD.docx,2,Verified against original Lithuania budget file,The institute is focused on chemical research and development.; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2010,Chemistry Institute,science_agency,5798000.0,LTL,litas,verified_override,parsed_budget_text,2010 TAR.E5C7DCAD90FA.docx,2,Verified against original Lithuania budget file,The institute is focused on chemical research and development.; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,1999,Fundamental Scientific Research,science_agency,3390000.0,LTL,litas,verified_override,parsed_budget_text,1999 TAIS_102336.docx,5,Verified against original Lithuania budget file,This program supports fundamental scientific research initiatives.; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2009,Institute of Geology and Geography,science_agency,3950000.0,LTL,litas,verified_override,parsed_budget_text,2009 TAR.D641C5B5ADFD.docx,2,Verified against original Lithuania budget file,"This institute focuses on geological and geographical research, indicating R&D relevance.; manual override from original Lithuania budget file",verified_against_original_file
Lithuania,2010,Institute of Geology and Geography,science_agency,2931000.0,LTL,litas,verified_override,parsed_budget_text,2010 TAR.E5C7DCAD90FA.docx,2,Verified against original Lithuania budget file,"This institute focuses on geological and geographical research, indicating R&D relevance.; manual override from original Lithuania budget file",verified_against_original_file
Lithuania,2009,Institute of Lithuanian Literature and Folklore,science_agency,3745000.0,LTL,litas,verified_override,parsed_budget_text,2009 TAR.D641C5B5ADFD.docx,2,Verified against original Lithuania budget file,"This institute is dedicated to literature and folklore research, engaging in R&D activities.; manual override from original Lithuania budget file",verified_against_original_file
Lithuania,2010,Institute of Lithuanian Literature and Folklore,science_agency,2868000.0,LTL,litas,verified_override,parsed_budget_text,2010 TAR.E5C7DCAD90FA.docx,2,Verified against original Lithuania budget file,"This institute is dedicated to literature and folklore research, engaging in R&D activities.; manual override from original Lithuania budget file",verified_against_original_file
Lithuania,2011,Institute of Lithuanian Literature and Folklore,science_agency,2917000.0,LTL,litas,verified_override,parsed_budget_text,2011 TAR.FE51590E2B56.docx,2,Verified against original Lithuania budget file,"This institute is dedicated to literature and folklore research, engaging in R&D activities.; manual override from original Lithuania budget file",verified_against_original_file
Lithuania,2012,Institute of Lithuanian Literature and Folklore,science_agency,2894000.0,LTL,litas,verified_override,parsed_budget_text,2012 TAR.B75745DE003E.docx,1,Verified against original Lithuania budget file,gap: no matching rows in this year; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2013,Institute of Lithuanian Literature and Folklore,science_agency,3162000.0,LTL,litas,verified_override,parsed_budget_text,2013 TAR.CABB5B7DAFB1.docx,1,Verified against original Lithuania budget file,gap: no matching rows in this year; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2014,Institute of Lithuanian Literature and Folklore,science_agency,3415000.0,LTL,litas,verified_override,parsed_budget_text,2014 TAIS_462848.docx,1,Verified against original Lithuania budget file,gap: no matching rows in this year; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2015,Institute of Lithuanian Literature and Folklore,science_agency,1067917.0,EUR,euro,verified_override,parsed_budget_text,2015 12-1408.docx,1,Verified against original Lithuania budget file,gap: no matching rows in this year; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2016,Institute of Lithuanian Literature and Folklore,science_agency,1085000.0,EUR,euro,verified_override,parsed_budget_text,2016 12-2161.docx,1,Verified against original Lithuania budget file,gap: no matching rows in this year; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2017,Institute of Lithuanian Literature and Folklore,science_agency,1141000.0,EUR,euro,verified_override,parsed_budget_text,2017 XIII-177.docx,2,Verified against original Lithuania budget file,"This institute is dedicated to literature and folklore research, engaging in R&D activities.; manual override from original Lithuania budget file",verified_against_original_file
Lithuania,2018,Institute of Lithuanian Literature and Folklore,science_agency,1213000.0,EUR,euro,verified_override,parsed_budget_text,2018 XIII-868.docx,2,Verified against original Lithuania budget file,"This institute is dedicated to literature and folklore research, engaging in R&D activities.; manual override from original Lithuania budget file",verified_against_original_file
Lithuania,2019,Institute of Lithuanian Literature and Folklore,science_agency,1485000.0,EUR,euro,verified_override,parsed_budget_text,2019 XIII-1710.docx,2,Verified against original Lithuania budget file,"This institute is dedicated to literature and folklore research, engaging in R&D activities.; manual override from original Lithuania budget file",verified_against_original_file
Lithuania,2020,Institute of Lithuanian Literature and Folklore,science_agency,1682000.0,EUR,euro,verified_override,parsed_budget_text,2020 XIII-2695.docx,2,Verified against original Lithuania budget file,"This institute is dedicated to literature and folklore research, engaging in R&D activities.; manual override from original Lithuania budget file",verified_against_original_file
Lithuania,2021,Institute of Lithuanian Literature and Folklore,science_agency,1933000.0,EUR,euro,verified_override,original_pdf,2021 AR_2021-07-01.pdf,22,Verified against original Lithuania budget file,gap: no matching rows in this year; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2022,Institute of Lithuanian Literature and Folklore,science_agency,2548000.0,EUR,euro,verified_override,parsed_budget_text,2022 XIV-745.docx,1,Verified against original Lithuania budget file,"This institute is dedicated to literature and folklore research, engaging in R&D activities.; manual override from original Lithuania budget file",verified_against_original_file
Lithuania,2023,Institute of Lithuanian Literature and Folklore,science_agency,3363000.0,EUR,euro,verified_override,parsed_budget_text,2023 XIV-1556.docx,1,Verified against original Lithuania budget file,"This institute is dedicated to literature and folklore research, engaging in R&D activities.; manual override from original Lithuania budget file",verified_against_original_file
Lithuania,2024,Institute of Lithuanian Literature and Folklore,science_agency,3765000.0,EUR,euro,verified_override,parsed_budget_text,2024 XIV-2297.docx,1,Verified against original Lithuania budget file,"This institute is dedicated to literature and folklore research, engaging in R&D activities.; manual override from original Lithuania budget file",verified_against_original_file
Lithuania,2025,Institute of Lithuanian Literature and Folklore,science_agency,4539000.0,EUR,euro,verified_override,parsed_budget_text,2025 XV-89.docx,2,Verified against original Lithuania budget file,"This institute is dedicated to literature and folklore research, engaging in R&D activities.; manual override from original Lithuania budget file",verified_against_original_file
Lithuania,2009,Institute of Semiconductor Physics,science_agency,10019000.0,LTL,litas,verified_override,parsed_budget_text,2009 TAR.D641C5B5ADFD.docx,2,Verified against original Lithuania budget file,This institute is dedicated to research in semiconductor physics.; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2010,Institute of Semiconductor Physics,science_agency,6660000.0,LTL,litas,verified_override,parsed_budget_text,2010 TAR.E5C7DCAD90FA.docx,2,Verified against original Lithuania budget file,This institute is dedicated to research in semiconductor physics.; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2003,Institute of the Lithuanian Language,science_agency,1974000.0,LTL,litas,verified_override,parsed_budget_text,2003 TAR.BCA0F623B8BA.docx,1,Verified against original Lithuania budget file,manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2004,Institute of the Lithuanian Language,science_agency,2053000.0,LTL,litas,verified_override,parsed_budget_text,2004 TAR.538D8DA9A346.docx,1,Verified against original Lithuania budget file,manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2006,Institute of the Lithuanian Language,science_agency,2224000.0,LTL,litas,verified_override,parsed_budget_text,2006 TAR.1BAE24CE65A7.docx,1,Verified against original Lithuania budget file,manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2007,Institute of the Lithuanian Language,science_agency,2965000.0,LTL,litas,verified_override,parsed_budget_text,2007 TAR.802CCF0B0455.docx,1,Verified against original Lithuania budget file,manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2008,Institute of the Lithuanian Language,science_agency,4524000.0,LTL,litas,verified_override,parsed_budget_text,2008 TAR.E51A2DE98B9E.docx,1,Verified against original Lithuania budget file,manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2009,Institute of the Lithuanian Language,science_agency,4807000.0,LTL,litas,verified_override,parsed_budget_text,2009 TAR.D641C5B5ADFD.docx,1,Verified against original Lithuania budget file,"This institute conducts research on the Lithuanian language, relevant to R&D.; manual override from original Lithuania budget file",verified_against_original_file
Lithuania,2010,Institute of the Lithuanian Language,science_agency,3266000.0,LTL,litas,verified_override,parsed_budget_text,2010 TAR.E5C7DCAD90FA.docx,1,Verified against original Lithuania budget file,"This institute conducts research on the Lithuanian language, relevant to R&D.; manual override from original Lithuania budget file",verified_against_original_file
Lithuania,2011,Institute of the Lithuanian Language,science_agency,3251000.0,LTL,litas,verified_override,parsed_budget_text,2011 TAR.FE51590E2B56.docx,2,Verified against original Lithuania budget file,"This institute conducts research on the Lithuanian language, relevant to R&D.; manual override from original Lithuania budget file",verified_against_original_file
Lithuania,2012,Institute of the Lithuanian Language,science_agency,3234000.0,LTL,litas,verified_override,parsed_budget_text,2012 TAR.B75745DE003E.docx,1,Verified against original Lithuania budget file,gap: no matching rows in this year; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2013,Institute of the Lithuanian Language,science_agency,3489000.0,LTL,litas,verified_override,parsed_budget_text,2013 TAR.CABB5B7DAFB1.docx,1,Verified against original Lithuania budget file,gap: no matching rows in this year; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2014,Institute of the Lithuanian Language,science_agency,3068000.0,LTL,litas,verified_override,parsed_budget_text,2014 TAIS_462848.docx,1,Verified against original Lithuania budget file,gap: no matching rows in this year; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2015,Institute of the Lithuanian Language,science_agency,908827.0,EUR,euro,verified_override,parsed_budget_text,2015 12-1408.docx,1,Verified against original Lithuania budget file,gap: no matching rows in this year; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2016,Institute of the Lithuanian Language,science_agency,1007000.0,EUR,euro,verified_override,parsed_budget_text,2016 12-2161.docx,1,Verified against original Lithuania budget file,gap: no matching rows in this year; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2017,Institute of the Lithuanian Language,science_agency,1054000.0,EUR,euro,verified_override,parsed_budget_text,2017 XIII-177.docx,2,Verified against original Lithuania budget file,"This institute conducts research on the Lithuanian language, relevant to R&D.; manual override from original Lithuania budget file",verified_against_original_file
Lithuania,2018,Institute of the Lithuanian Language,science_agency,1078000.0,EUR,euro,verified_override,parsed_budget_text,2018 XIII-868.docx,2,Verified against original Lithuania budget file,"This institute conducts research on the Lithuanian language, relevant to R&D.; manual override from original Lithuania budget file",verified_against_original_file
Lithuania,2019,Institute of the Lithuanian Language,science_agency,1167000.0,EUR,euro,verified_override,parsed_budget_text,2019 XIII-1710.docx,2,Verified against original Lithuania budget file,"This institute conducts research on the Lithuanian language, relevant to R&D.; manual override from original Lithuania budget file",verified_against_original_file
Lithuania,2020,Institute of the Lithuanian Language,science_agency,1349000.0,EUR,euro,verified_override,parsed_budget_text,2020 XIII-2695.docx,2,Verified against original Lithuania budget file,"This institute conducts research on the Lithuanian language, relevant to R&D.; manual override from original Lithuania budget file",verified_against_original_file
Lithuania,2021,Institute of the Lithuanian Language,science_agency,1838000.0,EUR,euro,verified_override,original_pdf,2021 AR_2021-07-01.pdf,22,Verified against original Lithuania budget file,gap: no matching rows in this year; manual override from original Lithuania budget file,verified_against_original_file
Lithuania,2022,Institute of the Lithuanian Language,science_agency,2000000.0,EUR,euro,verified_override,parsed_budget_text,2022 XIV-745.docx,1,Verified against original Lithuania budget file,"This institute conducts research on the Lithuanian language, relevant to R&D.; manual override from original Lithuania budget file",verified_against_original_file
Lithuania,2023,Institute of the Lithuanian Language,science_agency,2486000.0,EUR,euro,verified_override,parsed_budget_text,2023 XIV-1556.docx,1,Verified against original Lithuania budget file,"This institute conducts research on the Lithuanian language, relevant to R&D.; manual override from original Lithuania budget file",verified_against_original_file
Lithuania,2024,Institute of the Lithuanian Language,science_agency,2960000.0,EUR,euro,verified_override,parsed_budget_text,2024 XIV-2297.docx,1,Verified against original Lithuania budget file,"This institute conducts research on the Lithuanian language, relevant to R&D.; manual override from original Lithuania budget file",verified_against_original_file
