review_row_id,country,year,source_file,source_path,page_number,section_name_en,line_description_en,amount_local,unit,currency,item_type,rd_category,pipeline_decision,pipeline_confidence,pipeline_rationale,pipeline_notes,pipeline_review_status,llm_model,extraction_pass,source_row_duplicate_count,country_year_name_count,current_final_exact_name_match,current_final_exact_amount_match,review_status,original_source_checked,review_decision,double_count_check,amount_local_override,unit_override,currency_override,canonical_name_override,category_override,review_notes,reviewed_by,reviewed_at
ab0bf832434946d3,Australia,1972,C1972A00040.docx,Data/input/finance_bills/Australia/C1972A00040.docx,14.0,"Science, Research and Innovation",Commonwealth Scientific and Industrial Research Organisation,44541000.0,,AUD,,direct_rd,review,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, industrial research]; low-budget anomaly: amount=44541000 is 0.100× series median=443389000; needs AI verification",,pending_ai_review,,,1,1,False,False,pending_ai_review,,,,,,,,,,,
60e01305d69eff24,Australia,1973,C1973A00038.docx,Data/input/finance_bills/Australia/C1973A00038.docx,43.0,"Science, Research and Innovation",Commonwealth Scientific and Industrial Research Organisation,51060000.0,,AUD,,direct_rd,review,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, industrial research]; low-budget anomaly: amount=51060000 is 0.115× series median=443389000; needs AI verification",,pending_ai_review,,,1,1,False,False,pending_ai_review,,,,,,,,,,,
b4827516944fd0a6,Australia,1975,1975 No1 C2004A00152.docx,Data/input/finance_bills/Australia/1975 No1 C2004A00152.docx,102.0,"Science, Research and Innovation",Australian Institute of Marine Science,480000.0,,AUD,,direct_rd,review,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, research(+anchor)]; low-budget anomaly: amount=480000 is 0.025× series median=19369000; needs AI verification",,pending_ai_review,,,1,1,False,False,pending_ai_review,,,,,,,,,,,
2e7be8c85639755c,Australia,1975,1975 No1 C2004A00152.docx,Data/input/finance_bills/Australia/1975 No1 C2004A00152.docx,102.0,"Science, Research and Innovation",Commonwealth Scientific and Industrial Research Organisation,80340000.0,,AUD,,direct_rd,review,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, industrial research]; low-budget anomaly: amount=80340000 is 0.181× series median=443389000; needs AI verification",,pending_ai_review,,,1,1,False,False,pending_ai_review,,,,,,,,,,,
dfc305b3a39f272e,Australia,1976,1976 No1 C2004A01425.docx,Data/input/finance_bills/Australia/1976 No1 C2004A01425.docx,97.0,"Science, Research and Innovation",Commonwealth Scientific and Industrial Research Organisation,89501604.0,,AUD,,direct_rd,include,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, industrial research]",,pending_ai_review,,,1,1,False,True,pending_ai_review,,,,,,,,,,,
0d4257c48df16ec2,Australia,1976,1976 No1 C2004A01425.docx,Data/input/finance_bills/Australia/1976 No1 C2004A01425.docx,103.0,"Science, Research and Innovation",Australian Institute of Marine Science,1304000.0,,AUD,,direct_rd,review,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, research(+anchor)]; low-budget anomaly: amount=1304000 is 0.067× series median=19369000; needs AI verification",,pending_ai_review,,,1,1,False,False,pending_ai_review,,,,,,,,,,,
3e8862fcaa08a936,Australia,1977,1977 No1 C2004A01546.docx,Data/input/finance_bills/Australia/1977 No1 C2004A01546.docx,114.0,"Science, Research and Innovation",Australian Institute of Marine Science,1237360.0,,AUD,,direct_rd,review,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, research(+anchor)]; low-budget anomaly: amount=1237360 is 0.064× series median=19369000; needs AI verification",,pending_ai_review,,,1,1,False,True,pending_ai_review,,,,,,,,,,,
6a20799a49ad9005,Australia,1977,1977 No1 C2004A01546.docx,Data/input/finance_bills/Australia/1977 No1 C2004A01546.docx,119.0,"Science, Research and Innovation",Commonwealth Scientific and Industrial Research Organisation,115350000.0,,AUD,,direct_rd,include,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, industrial research]",,pending_ai_review,,,1,1,False,False,pending_ai_review,,,,,,,,,,,
6065f7979651b588,Australia,1978,1978 No1 C2004A01777.docx,Data/input/finance_bills/Australia/1978 No1 C2004A01777.docx,113.0,"Science, Research and Innovation",Australian Institute of Marine Science,1450000.0,,AUD,,direct_rd,review,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, research(+anchor)]; low-budget anomaly: amount=1450000 is 0.075× series median=19369000; needs AI verification",,pending_ai_review,,,1,1,False,True,pending_ai_review,,,,,,,,,,,
b72756b1f19bb5d3,Australia,1978,1978 No1 C2004A01777.docx,Data/input/finance_bills/Australia/1978 No1 C2004A01777.docx,113.0,"Science, Research and Innovation",Commonwealth Scientific and Industrial Research Organisation,131248000.0,,AUD,,direct_rd,include,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, industrial research]",,pending_ai_review,,,1,1,False,False,pending_ai_review,,,,,,,,,,,
a1a4d074ca7de36e,Australia,1979,1979 No1 C2004A01940.docx,Data/input/finance_bills/Australia/1979 No1 C2004A01940.docx,114.0,"Science, Research and Innovation",Australian Institute of Marine Science,1950000.0,,AUD,,direct_rd,review,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, research(+anchor)]; low-budget anomaly: amount=1950000 is 0.101× series median=19369000; needs AI verification",,pending_ai_review,,,1,1,False,True,pending_ai_review,,,,,,,,,,,
abda47aee0e3facd,Australia,1979,1979 No1 C2004A01940.docx,Data/input/finance_bills/Australia/1979 No1 C2004A01940.docx,114.0,"Science, Research and Innovation",Commonwealth Scientific and Industrial Research Organisation,141244000.0,,AUD,,direct_rd,include,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, industrial research]",,pending_ai_review,,,1,1,False,False,pending_ai_review,,,,,,,,,,,
53e6d0a516472861,Australia,1980,1980 No4 C2004A02263.docx,Data/input/finance_bills/Australia/1980 No4 C2004A02263.docx,3.0,"Science, Research and Innovation",Commonwealth Scientific and Industrial Research Organisation,261479.0,,AUD,,direct_rd,review,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, industrial research]; low-budget anomaly: amount=261479 is 0.001× series median=443389000; needs AI verification",,pending_ai_review,,,1,1,False,False,pending_ai_review,,,,,,,,,,,
50fbc7566a972ac2,Australia,1980,1980 No4 C2004A02263.docx,Data/input/finance_bills/Australia/1980 No4 C2004A02263.docx,11.0,"Science, Research and Innovation",Australian Institute of Marine Science,657000.0,,AUD,,direct_rd,review,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, research(+anchor)]; low-budget anomaly: amount=657000 is 0.034× series median=19369000; needs AI verification",,pending_ai_review,,,1,1,False,False,pending_ai_review,,,,,,,,,,,
860856425f78614e,Australia,1981,1981 No1 C2004A02342.docx,Data/input/finance_bills/Australia/1981 No1 C2004A02342.docx,106.0,"Science, Research and Innovation",Australian Institute of Marine Science,4756000.0,,AUD,,direct_rd,include,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, research(+anchor)]",,pending_ai_review,,,1,1,False,False,pending_ai_review,,,,,,,,,,,
45db8a70f633c916,Australia,1981,1981 No1 C2004A02342.docx,Data/input/finance_bills/Australia/1981 No1 C2004A02342.docx,106.0,"Science, Research and Innovation",Commonwealth Scientific and Industrial Research Organisation,166275000.0,,AUD,,direct_rd,include,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, industrial research]",,pending_ai_review,,,1,1,False,False,pending_ai_review,,,,,,,,,,,
8c47b1ae5b38e45c,Australia,1982,1982 No1 C2004A02541.docx,Data/input/finance_bills/Australia/1982 No1 C2004A02541.docx,101.0,"Science, Research and Innovation",Australian Institute of Marine Science,4662000.0,,AUD,,direct_rd,include,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, research(+anchor)]",,pending_ai_review,,,1,1,False,True,pending_ai_review,,,,,,,,,,,
61f7be8802f9ae22,Australia,1982,1982 No1 C2004A02541.docx,Data/input/finance_bills/Australia/1982 No1 C2004A02541.docx,107.0,"Science, Research and Innovation",Commonwealth Scientific and Industrial Research Organisation,218404000.0,,AUD,,direct_rd,include,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, industrial research]",,pending_ai_review,,,1,1,False,False,pending_ai_review,,,,,,,,,,,
673bbdd28dbcbef4,Australia,1983,1983 No1 C2004A02675.docx,Data/input/finance_bills/Australia/1983 No1 C2004A02675.docx,103.0,"Science, Research and Innovation",Australian Institute of Marine Science,5712000.0,,AUD,,direct_rd,include,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, research(+anchor)]",,pending_ai_review,,,1,1,False,False,pending_ai_review,,,,,,,,,,,
6c20917516594990,Australia,1983,1983 No1 C2004A02675.docx,Data/input/finance_bills/Australia/1983 No1 C2004A02675.docx,103.0,"Science, Research and Innovation",Commonwealth Scientific and Industrial Research Organisation,249406000.0,,AUD,,direct_rd,include,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, industrial research]",,pending_ai_review,,,1,1,False,False,pending_ai_review,,,,,,,,,,,
b7d613f0874b66e7,Australia,1984,C1984A02815.docx,Data/input/finance_bills/Australia/C1984A02815.docx,80.0,"Science, Research and Innovation",Commonwealth Scientific and Industrial Research Organisation,263206998.0,,AUD,,direct_rd,include,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, industrial research]",,pending_ai_review,,,1,1,False,True,pending_ai_review,,,,,,,,,,,
b396765bca20be37,Australia,1984,C1984A02815.docx,Data/input/finance_bills/Australia/C1984A02815.docx,85.0,"Science, Research and Innovation",Australian Institute of Marine Science,6300000.0,,AUD,,direct_rd,include,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, research(+anchor)]",,pending_ai_review,,,1,1,False,False,pending_ai_review,,,,,,,,,,,
d41d93bda522a22d,Australia,1985,1985 No1 C2004A03034.docx,Data/input/finance_bills/Australia/1985 No1 C2004A03034.docx,68.0,"Science, Research and Innovation",Australian Institute of Marine Science,6500000.0,,AUD,,direct_rd,include,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, research(+anchor)]",,pending_ai_review,,,1,1,False,False,pending_ai_review,,,,,,,,,,,
3f794d079e286caf,Australia,1985,1985 No1 C2004A03034.docx,Data/input/finance_bills/Australia/1985 No1 C2004A03034.docx,68.0,"Science, Research and Innovation",Commonwealth Scientific and Industrial Research Organisation,291684000.0,,AUD,,direct_rd,include,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, industrial research]",,pending_ai_review,,,1,1,False,False,pending_ai_review,,,,,,,,,,,
383ccbc7c362303d,Australia,1986,1986 No1 C2004A03177.docx,Data/input/finance_bills/Australia/1986 No1 C2004A03177.docx,73.0,"Science, Research and Innovation",Australian Institute of Marine Science,6895000.0,,AUD,,direct_rd,include,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, research(+anchor)]",,pending_ai_review,,,1,1,False,False,pending_ai_review,,,,,,,,,,,
9d5919702c73a6ad,Australia,1986,1986 No1 C2004A03177.docx,Data/input/finance_bills/Australia/1986 No1 C2004A03177.docx,73.0,"Science, Research and Innovation",Commonwealth Scientific and Industrial Research Organisation,306609000.0,,AUD,,direct_rd,include,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, industrial research]",,pending_ai_review,,,1,1,False,False,pending_ai_review,,,,,,,,,,,
cdead906db62e082,Australia,1987,1987 No1 C2004A03358.docx,Data/input/finance_bills/Australia/1987 No1 C2004A03358.docx,76.0,"Science, Research and Innovation",Australian Nuclear Science and Technology Organisation,100000.0,,AUD,,direct_rd,review,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[technology, science and technology, innovation, science]; low-budget anomaly: amount=100000 is 0.001× series median=136101000; needs AI verification",,pending_ai_review,,,1,1,False,False,pending_ai_review,,,,,,,,,,,
c55ebb44fc9481e8,Australia,1987,1987 No1 C2004A03358.docx,Data/input/finance_bills/Australia/1987 No1 C2004A03358.docx,82.0,"Science, Research and Innovation",Australian Institute of Marine Science,704700.0,,AUD,,direct_rd,review,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, research(+anchor)]; low-budget anomaly: amount=704700 is 0.036× series median=19369000; needs AI verification",,pending_ai_review,,,1,1,False,True,pending_ai_review,,,,,,,,,,,
f7e2bce302d78c89,Australia,1987,1987 No1 C2004A03358.docx,Data/input/finance_bills/Australia/1987 No1 C2004A03358.docx,82.0,"Science, Research and Innovation",Commonwealth Scientific and Industrial Research Organisation,324630100.0,,AUD,,direct_rd,include,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, industrial research]",,pending_ai_review,,,1,1,False,False,pending_ai_review,,,,,,,,,,,
c454bfa78803c370,Australia,1988,1988 No1 C2004A03521.docx,Data/input/finance_bills/Australia/1988 No1 C2004A03521.docx,43.0,"Science, Research and Innovation",Australian Research Council,39761446.0,,AUD,,direct_rd,include,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[innovation, science, research council, research(+anchor)]",,pending_ai_review,,,1,1,False,True,pending_ai_review,,,,,,,,,,,
f5261028b62bda5f,Australia,1988,1988 No1 C2004A03521.docx,Data/input/finance_bills/Australia/1988 No1 C2004A03521.docx,61.0,"Science, Research and Innovation",Australian Nuclear Science and Technology Organisation,41301000.0,,AUD,,direct_rd,include,0.8,"Dedicated extractor (Australia); taxonomy_score=8.0; hits=[technology, science and technology, innovation, science]",,pending_ai_review,,,1,1,False,False,pending_ai_review,,,,,,,,,,,
