canonical_name,category,name_variants,preferred_item_type,active_years,notes,agency_type,confidence,source_entity,n_years_seen,avg_amount,reason,country
Graduate College,higher_education,[],"['section_total', 'program_total', 'line_item']","(2016, 2016)",This institution is involved in research and postgraduate education.,higher_education,0.7,Colegio de Postgraduados,1,1279900000.0,confidence below threshold,Mexico
Mixed Funds,innovation_instruments,[],"['section_total', 'program_total', 'line_item']","(2008, 2008)",These funds are used for various research and development projects.,rd_fund,0.6,Fondos Mixtos,1,600000000.0,confidence below threshold,Mexico
The College of Mexico,higher_education,[],"['section_total', 'program_total', 'line_item']","(2018, 2018)",This institution is involved in significant research activities.,higher_education,0.7,"El Colegio de México, A.C.",1,561817236.0,confidence below threshold,Mexico
Scientific and Technological Research,innovation_instruments,[],"['section_total', 'program_total', 'line_item']","(2024, 2024)",Supports various scientific and technological research initiatives.,rd_programme,0.6,Investigación científica y tecnológica,1,216643869.0,confidence below threshold,Mexico
Mixed Funds,innovation_instruments,[],"['section_total', 'program_total', 'line_item']","(2009, 2009)",This fund supports various R&D initiatives.,rd_fund,0.7,FONDOS MIXTOS,1,150000000.0,confidence below threshold,Mexico
"RIA Innovation and Learning Network, State of Mexico",innovation_instruments,[],"['section_total', 'program_total', 'line_item']","(2011, 2011)","Focuses on innovation and learning, indicating R&D relevance.",innovation_instruments,0.7,"Red de Innovación y Aprendizaje ""RIA"", Estado de México (construcción y equipamiento), Fundación Proacceso Eco A.C.",1,80000000.0,confidence below threshold,Mexico
"Technological Park in Pachuca, Hidalgo",innovation_instruments,[],"['section_total', 'program_total', 'line_item']","(2011, 2011)",Supports innovation and technology development.,innovation_instruments,0.7,"Parque Tecnológico en Pachuca, Hidalgo",1,30000000.0,confidence below threshold,Mexico
Comprehensive Digital Innovation Project of the Autonomous University of Guerrero,higher_education,[],"['section_total', 'program_total', 'line_item']","(2011, 2011)",Involves digital innovation initiatives at a university.,innovation_instruments,0.6,Proyecto Integral de Innovación Digital de la Universidad Autónoma de Guerrero,1,27000000.0,confidence below threshold,Mexico
Center for Innovation and Agroindustrial Development of Michoacán,science_agency,[],"['section_total', 'program_total', 'line_item']","(2011, 2011)",Focuses on agroindustrial innovation and development.,rd_programme,0.7,Centro de innovación y Desarrollo Agroindustrial de Michoacán,1,25000000.0,confidence below threshold,Mexico
Technological Park of the State of Mexico (UAEM),innovation_instruments,[],"['section_total', 'program_total', 'line_item']","(2012, 2012)",Promotes technological innovation in the region.,innovation_instruments,0.7,Parque Tecnológico del Estado de México (UAEM),1,23000000.0,confidence below threshold,Mexico
"Biotechnological Innovation Park, Autonomous University of Sinaloa",higher_education,[],"['section_total', 'program_total', 'line_item']","(2012, 2012)",Supports biotechnological innovation initiatives.,innovation_instruments,0.7,"Parque de Innovación Biotecnológica, Universidad Autónoma de Sinaloa",1,22437469.0,confidence below threshold,Mexico
Scientific and Technological Park of Yucatán,innovation_instruments,[],"['section_total', 'program_total', 'line_item']","(2012, 2012)",Encourages scientific and technological development.,innovation_instruments,0.7,Parque Científico y Tecnológico de Yucatán,1,20000000.0,confidence below threshold,Mexico
Agrodiesel Project in the State of Chiapas,science_agency,[],"['section_total', 'program_total', 'line_item']","(2011, 2011)",Focuses on alternative energy research.,rd_programme,0.6,Proyecto de Agrodiesel en el Estado de Chiapas,1,20000000.0,confidence below threshold,Mexico
Xalapa Digital City; Veracruzana University,higher_education,[],"['section_total', 'program_total', 'line_item']","(2011, 2011)",Involves digital innovation initiatives at a university.,innovation_instruments,0.6,Xalapa Ciudad Digital; Universidad Veracruzana,1,20000000.0,confidence below threshold,Mexico
Strategic and Cross-Cutting Plan for Science and Technology Development in the Northern Border,science_agency,[],"['section_total', 'program_total', 'line_item']","(2012, 2012)",This plan aims to enhance science and technology in a specific region.,rd_programme,0.7,Plan estratégico y transversal de ciencia y tecnología para el desarrollo de la frontera norte,1,12000000.0,confidence below threshold,Mexico
"Science and Technology for Hidalguense Children and Youth, Technological University of Tulancingo",higher_education,[],"['section_total', 'program_total', 'line_item']","(2011, 2011)",This program promotes science and technology education for youth.,rd_programme,0.7,"Ciencia y Tecnología para niños y jóvenes hidalguenses, Universidad Tecnológica de Tulancingo",1,11000000.0,confidence below threshold,Mexico
"Equipment for the Biotechnology and Mechatronics Laboratory at the Polytechnic University of Tlaxcala, Zacatelco Campus",direct_rd,[],"['section_total', 'program_total', 'line_item']","(2012, 2012)",This project focuses on equipping a lab for R&D purposes.,rd_programme,0.7,"Equipamiento del Laboratorio de Biotécnologia y Mecatrónica Universidad Politécnica de Tlaxcala, campus Zacatelco",1,5000000.0,confidence below threshold,Mexico
Construction of the Technological Laboratory at the Mexiquense University of the Bicentennial of Acambay,direct_rd,[],"['section_total', 'program_total', 'line_item']","(2012, 2012)",Building a technological laboratory is likely to facilitate R&D activities.,rd_programme,0.7,Construcción del Laboratorio Tecnologíco Universidad Mexiquense del Bicentenario de Acambay,1,3500000.0,confidence below threshold,Mexico
