source_file,pdf_path,full_text_cache,selected_rows,selected_canonicals,selected_pages,selected_line_descriptions,selected_amounts,traceability_status,source_audit_note
2003 likumi_lv_72288_27.11.2003__lv.pdf,Data/input/finance_bills/Latvia/2003 likumi_lv_72288_27.11.2003__lv.pdf,,2,Science Base Funding (Latvia) | State-Commissioned Scientific Research (Latvia),61.0 | 61.0,Verified 2003 ensuring scientific activity from the original Latvia budget table | Verified 2003 state-commissioned scientific research from the original Latvia budget table,7930511.0 | 70209.0,covered_by_final_series,
Finance law for 1991.pdf,Data/input/finance_bills/Latvia/Finance law for 1991.pdf,,0,,,,,not_used_in_final_series,
Finance law for 2018.pdf,Data/input/finance_bills/Latvia/Finance law for 2018.pdf,,0,,,,,not_used_in_final_series,
likumi_lv_121006_09.11.2006__lv.pdf,Data/input/finance_bills/Latvia/likumi_lv_121006_09.11.2006__lv.pdf,,4,Fundamental Scientific Research (Latvia) | Science Base Funding (Latvia) | Science Programme (Latvia) | University Science Development (Latvia),313 | 64.0 | 64.0 | 63.0,Total Fundamental Scientific Research | Verified 2006 science base funding from the original Latvia budget table | Verified 2006 ensuring scientific activity total from the original Latvia budget table | Verified 2006 development of scientific activities in universities from the original Latvia budget table,2000000.0 | 4625554.0 | 8544825.0 | 2400000.0,covered_by_final_series,
likumi_lv_13735_07.07.2001__lv.pdf,Data/input/finance_bills/Latvia/likumi_lv_13735_07.07.2001__lv.pdf,,3,Science Base Funding (Latvia) | Science Programme (Latvia) | State-Commissioned Scientific Research (Latvia),60.0 | 60 | 60.0,Verified 2001 provision of scientific activities from the original Latvia budget table | Science | Verified 2001 state-commissioned scientific research from the original Latvia budget table,7646507.0 | 11405638.0 | 554571.0,covered_by_final_series,
likumi_lv_150652_12.10.2007__lv.pdf,Data/input/finance_bills/Latvia/likumi_lv_150652_12.10.2007__lv.pdf,,0,,,,,not_used_in_final_series,
likumi_lv_167035_31.07.2008__lv.pdf,Data/input/finance_bills/Latvia/likumi_lv_167035_31.07.2008__lv.pdf,,0,,,,,not_used_in_final_series,
likumi_lv_184709_01.07.2009__lv.pdf,Data/input/finance_bills/Latvia/likumi_lv_184709_01.07.2009__lv.pdf,,2,Science Base Funding (Latvia) | State Research Programmes (Latvia),123 | 124,Total expenditures | Total expenditures,8482229.0 | 6034377.0,covered_by_final_series,
likumi_lv_202345_01.01.2010__lv.pdf,Data/input/finance_bills/Latvia/likumi_lv_202345_01.01.2010__lv.pdf,,0,,,,,not_used_in_final_series,
likumi_lv_223570_30.04.2011__lv.pdf,Data/input/finance_bills/Latvia/likumi_lv_223570_30.04.2011__lv.pdf,,0,,,,,not_used_in_final_series,
likumi_lv_22778_03.11.1999__lv.pdf,Data/input/finance_bills/Latvia/likumi_lv_22778_03.11.1999__lv.pdf,,2,Science Base Funding (Latvia) | Science Programme (Latvia),42.0 | 41,Verified 1999 scientific-activities provision from the original Latvia budget table | Science,7415859.0 | 9262103.0,covered_by_final_series,
likumi_lv_242017_05.10.2012__lv.pdf,Data/input/finance_bills/Latvia/likumi_lv_242017_05.10.2012__lv.pdf,,0,,,,,not_used_in_final_series,
likumi_lv_253192_01.01.2013__lv.pdf,Data/input/finance_bills/Latvia/likumi_lv_253192_01.01.2013__lv.pdf,,0,,,,,not_used_in_final_series,
likumi_lv_262269_01.01.2014__lv.pdf,Data/input/finance_bills/Latvia/likumi_lv_262269_01.01.2014__lv.pdf,,0,,,,,not_used_in_final_series,
likumi_lv_271309_01.01.2015__lv.pdf,Data/input/finance_bills/Latvia/likumi_lv_271309_01.01.2015__lv.pdf,,1,University Science Development (Latvia),9,additional funding for the development of scientific activities in higher education institutions and colleges in 2015,4000000.0,covered_by_final_series,
likumi_lv_278623_01.01.2016__lv.pdf,Data/input/finance_bills/Latvia/likumi_lv_278623_01.01.2016__lv.pdf,,0,,,,,not_used_in_final_series,
likumi_lv_287244_01.01.2017__lv.pdf,Data/input/finance_bills/Latvia/likumi_lv_287244_01.01.2017__lv.pdf,,0,,,,,not_used_in_final_series,
likumi_lv_295569_01.01.2018__lv.pdf,Data/input/finance_bills/Latvia/likumi_lv_295569_01.01.2018__lv.pdf,,1,State Research Programmes (Latvia),10.0,Verified 2018 state research programme in energy from the original Latvia budget law,2000000.0,covered_by_final_series,
likumi_lv_305566_23.12.1998__lv.pdf,Data/input/finance_bills/Latvia/likumi_lv_305566_23.12.1998__lv.pdf,,2,Science Programme (Latvia) | State-Commissioned Scientific Research (Latvia),38 | 39,Total expenditures | Total expenditures,8755763.0 | 764794.0,covered_by_final_series,
likumi_lv_305652_21.11.1996__lv.pdf,Data/input/finance_bills/Latvia/likumi_lv_305652_21.11.1996__lv.pdf,,4,Fundamental Scientific Research (Latvia) | Science Programme (Latvia) | State-Commissioned Scientific Research (Latvia) | University Science Development (Latvia),25 | 25 | 25 | 26,Fundamental scientific research | Science - total | State-commissioned scientific research | Investments in science,5687898.0 | 7321512.0 | 702855.0 | 90000.0,covered_by_final_series,
