year,canonical_name,category,amount_local,unit,currency,item_type,source_file,page_number,pdf_path,full_text_cache,line_description_en,traceability_status,trace_method,trace_excerpt,series_notes
1992,Latvian Academy of Sciences,science_agency,13500000.0,ruble,RUB,section_total,likumi_lv_74144_11.07.1992__lv.pdf,25,Data/input/finance_bills/Latvia/likumi_lv_74144_11.07.1992__lv.pdf,,Latvian Academy of Sciences,covered_by_final_series,,,
1992,Science Programme (Latvia),rd_ministry,274155000.0,ruble,RUB,section_total,likumi_lv_74144_11.07.1992__lv.pdf,2,Data/input/finance_bills/Latvia/likumi_lv_74144_11.07.1992__lv.pdf,,Total funding for science,covered_by_final_series,,,Hybrid programme-level canonical for Latvian science budget lines across eras.
1993,Latvian Academy of Sciences,science_agency,19400000.0,ruble,RUB,program_total,likumi_lv_60011_21.04.1993__lv.pdf,59,Data/input/finance_bills/Latvia/likumi_lv_60011_21.04.1993__lv.pdf,,Latvijas Zinātņu akadēmija kopā,covered_by_final_series,,,
1993,Science Programme (Latvia),rd_ministry,638528000.0,ruble,RUB,section_total,likumi_lv_60011_21.04.1993__lv.pdf,4,Data/input/finance_bills/Latvia/likumi_lv_60011_21.04.1993__lv.pdf,,Total funding for science,covered_by_final_series,,,Hybrid programme-level canonical for Latvian science budget lines across eras.
1995,Science Programme (Latvia),rd_ministry,5718864.0,unit,LVL,program_total,likumi_lv_58940_20.12.1995__lv.pdf,11,Data/input/finance_bills/Latvia/likumi_lv_58940_20.12.1995__lv.pdf,,Funding for scientific activities,covered_by_final_series,,,Hybrid programme-level canonical for Latvian science budget lines across eras.
1996,Fundamental Scientific Research (Latvia),direct_rd,5687898.0,unit,LVL,line_item,likumi_lv_305652_21.11.1996__lv.pdf,25,Data/input/finance_bills/Latvia/likumi_lv_305652_21.11.1996__lv.pdf,,Fundamental scientific research,covered_by_final_series,,,
1996,Science Programme (Latvia),rd_ministry,7321512.0,unit,LVL,program_total,likumi_lv_305652_21.11.1996__lv.pdf,25,Data/input/finance_bills/Latvia/likumi_lv_305652_21.11.1996__lv.pdf,,Science - total,covered_by_final_series,,,Hybrid programme-level canonical for Latvian science budget lines across eras.
1996,State-Commissioned Scientific Research (Latvia),direct_rd,702855.0,unit,LVL,line_item,likumi_lv_305652_21.11.1996__lv.pdf,25,Data/input/finance_bills/Latvia/likumi_lv_305652_21.11.1996__lv.pdf,,State-commissioned scientific research,covered_by_final_series,,,
1996,University Science Development (Latvia),higher_education,90000.0,unit,LVL,line_item,likumi_lv_305652_21.11.1996__lv.pdf,26,Data/input/finance_bills/Latvia/likumi_lv_305652_21.11.1996__lv.pdf,,Investments in science,covered_by_final_series,,,
1997,Science Base Funding (Latvia),science_agency,6731662.0,unit,LVL,verified_override,likumi_lv_305681_12.12.1997__lv.pdf,24.0,Data/input/finance_bills/Latvia/likumi_lv_305681_12.12.1997__lv.pdf,,Verified 1997 scientific-activities provision from the original Latvia budget table,verified_against_original_file,,,"manual override from original Latvia budget file (page 24, programme 05.01.00 total expenditures)"
1997,State-Commissioned Scientific Research (Latvia),direct_rd,728375.0,unit,LVL,line_item,likumi_lv_305681_12.12.1997__lv.pdf,24,Data/input/finance_bills/Latvia/likumi_lv_305681_12.12.1997__lv.pdf,,State administration institution ordered research,covered_by_final_series,,,
1998,Science Programme (Latvia),rd_ministry,8755763.0,unit,LVL,section_total,likumi_lv_305566_23.12.1998__lv.pdf,38,Data/input/finance_bills/Latvia/likumi_lv_305566_23.12.1998__lv.pdf,,Total expenditures,covered_by_final_series,,,Hybrid programme-level canonical for Latvian science budget lines across eras.
1998,State-Commissioned Scientific Research (Latvia),direct_rd,764794.0,unit,LVL,program_total,likumi_lv_305566_23.12.1998__lv.pdf,39,Data/input/finance_bills/Latvia/likumi_lv_305566_23.12.1998__lv.pdf,,Total expenditures,covered_by_final_series,,,
1999,Science Base Funding (Latvia),science_agency,7415859.0,unit,LVL,verified_override,likumi_lv_22778_03.11.1999__lv.pdf,42.0,Data/input/finance_bills/Latvia/likumi_lv_22778_03.11.1999__lv.pdf,,Verified 1999 scientific-activities provision from the original Latvia budget table,verified_against_original_file,,,"manual override from original Latvia budget file (page 42, programme 05.01.00 total expenditures)"
1999,Science Programme (Latvia),rd_ministry,9262103.0,unit,LVL,program_total,likumi_lv_22778_03.11.1999__lv.pdf,41,Data/input/finance_bills/Latvia/likumi_lv_22778_03.11.1999__lv.pdf,,Science,covered_by_final_series,,,Hybrid programme-level canonical for Latvian science budget lines across eras.
2000,Fundamental Scientific Research (Latvia),direct_rd,5000000.0,unit,LVL,program_total,likumi_lv_305669_18.11.2000__lv.pdf,34,Data/input/finance_bills/Latvia/likumi_lv_305669_18.11.2000__lv.pdf,,Fundamental scientific research,covered_by_final_series,,,
2000,Science Base Funding (Latvia),science_agency,6700000.0,unit,LVL,program_total,likumi_lv_305669_18.11.2000__lv.pdf,34,Data/input/finance_bills/Latvia/likumi_lv_305669_18.11.2000__lv.pdf,,Science base funding,covered_by_final_series,,,
