year,canonical_name,category,amount_local,unit,currency,item_type,source_file,page_number,pdf_path,full_text_cache,line_description_en,traceability_status,trace_method,trace_excerpt,series_notes
1991,Estonian Academy of Sciences,science_agency,690000.0,ruble,RUB,line_item,1991 13111571.pdf,3,Data/input/finance_bills/Estonia/1991 13111571.pdf,,Academy of Sciences,covered_by_final_series,,,
1991,Estonian Research Council / Science Foundation,science_agency,28241200.0,ruble,RUB,program_total,1991 13111571.pdf,1,Data/input/finance_bills/Estonia/1991 13111571.pdf,,Science Foundation,covered_by_final_series,,,
1991,Innovation Fund,innovation_instruments,5000000.0,ruble,RUB,line_item,1991 13111571.pdf,3,Data/input/finance_bills/Estonia/1991 13111571.pdf,,Innovation Fund,covered_by_final_series,,,This fund is dedicated to fostering innovation and R&D activities.
1992,Estonian Academy of Sciences,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
1992,Estonian Research Council / Science Foundation,science_agency,36734000.0,kroon,EEK,program_total,1992 13105790.pdf,4,Data/input/finance_bills/Estonia/1992 13105790.pdf,,Total expenses,covered_by_final_series,,,
1994,Estonian Academy of Sciences,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
1994,Estonian Research Council / Science Foundation,science_agency,117162000.0,kroon,EEK,program_total,1994 28618.pdf,10,Data/input/finance_bills/Estonia/1994 28618.pdf,,Estonian Science Foundation,covered_by_final_series,,,
1994,Tallinn University of Technology,higher_education,55478000.0,kroon,EEK,line_item,1994 28618.pdf,9,Data/input/finance_bills/Estonia/1994 28618.pdf,,Tallinn University of Technology,covered_by_final_series,,,
1994,University of Tartu,higher_education,78312000.0,kroon,EEK,line_item,1994 28618.pdf,9,Data/input/finance_bills/Estonia/1994 28618.pdf,,University of Tartu,covered_by_final_series,,,
1995,Estonian Academy of Sciences,science_agency,1200000.0,kroon,EEK,line_item,1995 28719.pdf,20,Data/input/finance_bills/Estonia/1995 28719.pdf,,Eesti Teaduste Akadeemia hoone,covered_by_final_series,,,
1995,Estonian Research Council / Science Foundation,science_agency,166870000.0,kroon,EEK,line_item,1995 28719.pdf,18,Data/input/finance_bills/Estonia/1995 28719.pdf,,Estonian Science Foundation,covered_by_final_series,,,
1996,Estonian Academy of Sciences,science_agency,6522000.0,kroon,EEK,line_item,1996 28475.pdf,10,Data/input/finance_bills/Estonia/1996 28475.pdf,,Allocations to the Estonian Academy of Sciences,covered_by_final_series,,,
1996,Estonian Research Council / Science Foundation,science_agency,153890000.0,kroon,EEK,program_total,1996 28475.pdf,10,Data/input/finance_bills/Estonia/1996 28475.pdf,,Allocations to the Estonian Science Foundation,covered_by_final_series,,,
1997,Estonian Academy of Sciences,science_agency,11435000.0,kroon,EEK,program_total,1997 28613.pdf,10,Data/input/finance_bills/Estonia/1997 28613.pdf,,Estonian Academy of Sciences,covered_by_final_series,,,
1997,Estonian Research Council / Science Foundation,science_agency,185825000.0,kroon,EEK,program_total,1997 28613.pdf,10,Data/input/finance_bills/Estonia/1997 28613.pdf,,Science Fund,covered_by_final_series,,,
1998,Estonian Academy of Sciences,science_agency,12260000.0,kroon,EEK,line_item,1998 74471.pdf,15,Data/input/finance_bills/Estonia/1998 74471.pdf,,Toetus,covered_by_final_series,,,
1998,Estonian Research Council / Science Foundation,science_agency,74315700.0,kroon,EEK,program_total,1998 74471.pdf,15,Data/input/finance_bills/Estonia/1998 74471.pdf,,Science Fund,covered_by_final_series,,,
1998,Tiger Leap Foundation,innovation_instruments,50000000.0,kroon,EEK,program_total,1998 74471.pdf,11,Data/input/finance_bills/Estonia/1998 74471.pdf,,Tiger Leap Foundation,covered_by_final_series,,,A foundation dedicated to improving education and technology in Estonia.
