source_file,pdf_path,full_text_cache,selected_rows,selected_canonicals,selected_pages,selected_line_descriptions,selected_amounts,traceability_status,source_audit_note
1982 R30268-30411.pdf,Data/input/finance_bills/Portugal/1982 R30268-30411.pdf,,0,,,,,not_used_in_final_series,
1983 draft bill 00010021.pdf,Data/input/finance_bills/Portugal/1983 draft bill 00010021.pdf,,0,,,,,not_used_in_final_series,
1997 02040557.pdf,Data/input/finance_bills/Portugal/1997 02040557.pdf,,0,,,,,not_used_in_final_series,
2001 8e5ae31a-7057-4541-a78a-5e464e0fe30b.pdf,Data/input/finance_bills/Portugal/2001 8e5ae31a-7057-4541-a78a-5e464e0fe30b.pdf,,0,,,,,not_used_in_final_series,
2006 00020361.pdf,Data/input/finance_bills/Portugal/2006 00020361.pdf,,0,,,,,not_used_in_final_series,
2017 Lei_42_2016-OE2017_VersaoDR.pdf,Data/input/finance_bills/Portugal/2017 Lei_42_2016-OE2017_VersaoDR.pdf,,1,FCT — Fundação para a Ciência e a Tecnologia (Portugal),100,"FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA, I.P.",444782248.0,covered_by_final_series,
2025 BOE2025_doc01_Lei.pdf,Data/input/finance_bills/Portugal/2025 BOE2025_doc01_Lei.pdf,,0,,,,,not_used_in_final_series,
Lei orcamento para 1977.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 1977.pdf,,0,,,,,not_used_in_final_series,
Lei orcamento para 1979.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 1979.pdf,,0,,,,,not_used_in_final_series,
Lei orcamento para 1980.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 1980.pdf,,0,,,,,not_used_in_final_series,
Lei orcamento para 1981.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 1981.pdf,,0,,,,,not_used_in_final_series,
Lei orcamento para 1982.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 1982.pdf,,0,,,,,not_used_in_final_series,
Lei orcamento para 1984.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 1984.pdf,,0,,,,,not_used_in_final_series,
Lei orcamento para 1985.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 1985.pdf,,0,,,,,not_used_in_final_series,
Lei orcamento para 1986.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 1986.pdf,,0,,,,,not_used_in_final_series,
Lei orcamento para 1987.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 1987.pdf,,2,JNICT — Junta Nacional de Investigação Científica e Tecnológica (Portugal) | LNEC — Laboratório Nacional de Engenharia Civil (Portugal),31 | 33,National Board of Scientific and Technological Research | National Laboratory of Civil Engineering,249849000.0 | 2714970000.0,covered_by_final_series,
Lei orcamento para 1988.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 1988.pdf,,0,,,,,not_used_in_final_series,
Lei orcamento para 1989.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 1989.pdf,,0,,,,,not_used_in_final_series,
Lei orcamento para 1990.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 1990.pdf,,0,,,,,not_used_in_final_series,
Lei orcamento para 1991.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 1991.pdf,,1,JNICT — Junta Nacional de Investigação Científica e Tecnológica (Portugal),58,National Board of Scientific and Technological Research,497900000.0,covered_by_final_series,
Lei orcamento para 1992.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 1992.pdf,,1,JNICT — Junta Nacional de Investigação Científica e Tecnológica (Portugal),41,National Board of Scientific and Technological Research,10000000.0,covered_by_final_series,
Lei orcamento para 1993.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 1993.pdf,,1,JNICT — Junta Nacional de Investigação Científica e Tecnológica (Portugal),129,CF: 8010 SE: JNICT NPROJ: 5,1366378000.0,covered_by_final_series,
Lei orcamento para 1994.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 1994.pdf,,1,JNICT — Junta Nacional de Investigação Científica e Tecnológica (Portugal),59,NATIONAL BOARD OF SCIENTIFIC AND TECHNOLOGICAL RESEARCH,13629276000.0,covered_by_final_series,
Lei orcamento para 1995.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 1995.pdf,,1,JNICT — Junta Nacional de Investigação Científica e Tecnológica (Portugal),148,JNICT funding for various projects,9373000000.0,covered_by_final_series,
Lei orcamento para 1996.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 1996.pdf,,0,,,,,not_used_in_final_series,
Lei orcamento para 1997.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 1997.pdf,,0,,,,,not_used_in_final_series,
Lei orcamento para 1998.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 1998.pdf,,1,FCT — Fundação para a Ciência e a Tecnologia (Portugal),33,Foundation for Science and Technology,136759000.0,covered_by_final_series,
Lei orcamento para 1999.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 1999.pdf,,1,FCT — Fundação para a Ciência e a Tecnologia (Portugal),72,FCT - Foundation for Science and Technology,14333071000.0,covered_by_final_series,
Lei orcamento para 2000.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 2000.pdf,,0,,,,,not_used_in_final_series,
Lei orcamento para 2002.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 2002.pdf,,0,,,,,not_used_in_final_series,
Lei orcamento para 2003.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 2003.pdf,,0,,,,,not_used_in_final_series,
Lei orcamento para 2004.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 2004.pdf,,0,,,,,not_used_in_final_series,
Lei orcamento para 2005.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 2005.pdf,,0,,,,,not_used_in_final_series,
Lei orcamento para 2007.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 2007.pdf,,1,FCT — Fundação para a Ciência e a Tecnologia (Portugal),86,FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA,552084349.0,covered_by_final_series,
Lei orcamento para 2008.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 2008.pdf,,0,,,,,not_used_in_final_series,
Lei orcamento para 2009.pdf,Data/input/finance_bills/Portugal/Lei orcamento para 2009.pdf,,1,FCT — Fundação para a Ciência e a Tecnologia (Portugal),104,"FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA, I.P.",654236704.0,covered_by_final_series,
