year,canonical_name,category,amount_local,unit,currency,item_type,source_file,page_number,pdf_path,full_text_cache,line_description_en,traceability_status,trace_method,trace_excerpt,series_notes
1975,ANSTO / Atomic Energy Commission,science_agency,14345997.0,dollar,AUD,line_item,1975 No1 C2004A00152.docx,73.0,,,1.—For expenditure under the Atomic Energy Act—Running expenses,covered_by_final_series,,,AAEC renamed ANSTO in 1987.
1975,Australian Institute of Marine Science (AIMS),science_agency,80000.0,dollar,AUD,line_item,1975 No1 C2004A00152.docx,100.0,,,1.—For expenditure under the Australian Institute of Marine Science Act,covered_by_final_series,,,
1975,Bureau of Meteorology (Research),science_agency,1021598.0,dollar,AUD,line_item,1975 No2 C2004A00153.docx,19.0,,,Bureau of Meteorology,covered_by_final_series,,,Include only if extracted as R&D — BoM has a large operational budget.
1975,CSIRO,science_agency,885933.0,dollar,AUD,line_item,1975 No1 C2004A00152.docx,56.0,,,21. Department of Science—Commonwealth Scientific and Industrial Research Organization,covered_by_final_series,,,Core public research agency. Pre-1949: Advisory Council of Science. Continuously tracked since 1975 in these files.
1975,Geoscience Australia / Bureau of Mineral Resources,science_agency,655960.0,dollar,AUD,line_item,1975 No2 C2004A00153.docx,15.0,,,"01. Bureau of Mineral Resources, Geology and Geophysics",covered_by_final_series,,,BMR renamed Geoscience Australia in 2001.
1975,Industrial R&D Grants,innovation_instruments,15000000.0,dollar,AUD,line_item,1975 No1 C2004A00152.docx,64.0,,,01. For expenditure under the Industrial Research and Development Grants Act,covered_by_final_series,,,Pre-AusIndustry era industrial R&D grants scheme.
1975,NHMRC / Medical Research Fund,science_agency,4779509.0,dollar,AUD,line_item,1975 No1 C2004A00152.docx,48.0,,,02. Medical research (for payment to the Medical Research Endowment Fund),covered_by_final_series,,,NHMRC grants and endowment fund payments. Early years appear as line items under Health.
1975,Research Grants (Dept of Science),direct_rd,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
1976,ANSTO / Atomic Energy Commission,science_agency,16997725.0,dollar,AUD,line_item,1976 No1 C2004A01425.docx,69.0,,,Australian Atomic Energy Commission,covered_by_final_series,,,AAEC renamed ANSTO in 1987.
1976,Australian Institute of Marine Science (AIMS),science_agency,527000.0,dollar,AUD,line_item,1976 No1 C2004A01425.docx,95.0,,,Australian Institute of Marine Science,covered_by_final_series,,,
1976,Bureau of Meteorology (Research),science_agency,30291646.0,dollar,AUD,line_item,1976 No1 C2004A01425.docx,95.0,,,Bureau of Meteorology,covered_by_final_series,,,Include only if extracted as R&D — BoM has a large operational budget.
1976,CSIRO,science_agency,89501604.0,dollar,AUD,line_item,1976 No1 C2004A01425.docx,95.0,,,Commonwealth Scientific and Industrial Research Organization,covered_by_final_series,,,Core public research agency. Pre-1949: Advisory Council of Science. Continuously tracked since 1975 in these files.
1976,Geoscience Australia / Bureau of Mineral Resources,science_agency,16570508.999999998,dollar,AUD,line_item,1976 No1 C2004A01425.docx,69.0,,,"Bureau of Mineral Resources, Geology and Geophysics",covered_by_final_series,,,BMR renamed Geoscience Australia in 2001.
1976,Industrial R&D Grants,innovation_instruments,17500000.0,dollar,AUD,line_item,1976 No1 C2004A01425.docx,64.0,,,05. Industrial Research and Development—Grants,covered_by_final_series,,,Pre-AusIndustry era industrial R&D grants scheme.
1976,International Science School for High School Students,unclear,20000.0,dollar,AUD,line_item,1976 No2 C2004A01426.docx,7.0,,,01. Grant-in-Aid—The Science Foundation for Physics—International Science School for High School Students,covered_by_final_series,,,"This entity appears to be a specific R&D programme aimed at high school students, focusing on physics education."
1976,NHMRC / Medical Research Fund,science_agency,8030000.0,dollar,AUD,line_item,1976 No1 C2004A01425.docx,48.0,,,02. Medical research (for payment to the Medical Research Endowment Fund),covered_by_final_series,,,NHMRC grants and endowment fund payments. Early years appear as line items under Health.
1976,Research Grants (Dept of Science),direct_rd,270027.0,dollar,AUD,line_item,1976 No1 C2004A01425.docx,96.0,,,03. Research grants—Support for research projects,covered_by_final_series,,,General competitive research grants before ARC took over.
1977,ANSTO / Atomic Energy Commission,science_agency,18367278.0,dollar,AUD,line_item,1977 No1 C2004A01546.docx,86.0,,,Australian Atomic Energy Commission,covered_by_final_series,,,AAEC renamed ANSTO in 1987.
1977,Australian Institute of Marine Science (AIMS),science_agency,1237360.0,dollar,AUD,line_item,1977 No1 C2004A01546.docx,117.0,,,1.—For expenditure under the Australian Institute of Marine Science Act,covered_by_final_series,,,
1977,Bureau of Meteorology (Research),science_agency,33053908.000000004,dollar,AUD,line_item,1977 No1 C2004A01546.docx,112.0,,,Bureau of Meteorology,covered_by_final_series,,,Include only if extracted as R&D — BoM has a large operational budget.
1977,CSIRO,science_agency,101670000.0,dollar,AUD,line_item,1977 No1 C2004A01546.docx,112.0,,,Commonwealth Scientific and Industrial Research Organization,covered_by_final_series,,,Core public research agency. Pre-1949: Advisory Council of Science. Continuously tracked since 1975 in these files.
1977,Defence Science and Technology Group,science_agency,81329015.0,dollar,AUD,line_item,1977 No1 C2004A01546.docx,45.0,,,DEFENCE SCIENCE AND TECHNOLOGY,covered_by_final_series,,,This agency is focused on R&D in defense technology.
1977,Geoscience Australia / Bureau of Mineral Resources,science_agency,11672041.0,dollar,AUD,line_item,1977 No1 C2004A01546.docx,86.0,,,"Bureau of Mineral Resources, Geology and Geophysics",covered_by_final_series,,,BMR renamed Geoscience Australia in 2001.
1977,Industrial R&D Grants,innovation_instruments,19300000.0,dollar,AUD,line_item,1977 No1 C2004A01546.docx,84.0,,,04. Industrial Research and Development—Grants,covered_by_final_series,,,Pre-AusIndustry era industrial R&D grants scheme.
