country,year,source_file,file_path,missing_agencies
Germany,1955,1955_Bundesgesetzblatt__bgbl255s0714.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Germany/1955_Bundesgesetzblatt__bgbl255s0714.pdf,DFG (Deutsche Forschungsgemeinschaft)
Germany,1955,Printed and Scanned 1955_Bundesgesetzblatt__bgbl255s0714.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Germany/Printed and Scanned 1955_Bundesgesetzblatt__bgbl255s0714.pdf,DFG (Deutsche Forschungsgemeinschaft)
Germany,1955,Printed and Scanned readable 1955_Bundesgesetzblatt__bgbl255s0714.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Germany/Printed and Scanned readable 1955_Bundesgesetzblatt__bgbl255s0714.pdf,DFG (Deutsche Forschungsgemeinschaft)
Germany,1975,1975 0703168.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Germany/1975 0703168.pdf,DFG (Deutsche Forschungsgemeinschaft)
Germany,1975,1975 bgbl1_1975_42.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Germany/1975 bgbl1_1975_42.pdf,DFG (Deutsche Forschungsgemeinschaft)
Germany,1976,1976 0704100.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Germany/1976 0704100.pdf,DFG (Deutsche Forschungsgemeinschaft)
Germany,1976,1976 bgbl_Bundesgesetzblatt Teil I_1976_Nr. 65 vom 11.06.1976_bgbl176s1381.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Germany/1976 bgbl_Bundesgesetzblatt Teil I_1976_Nr. 65 vom 11.06.1976_bgbl176s1381.pdf,DFG (Deutsche Forschungsgemeinschaft)
Germany,1977,1977 0800518.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Germany/1977 0800518.pdf,DFG (Deutsche Forschungsgemeinschaft)
Germany,1977,1977 bgbl_Bundesgesetzblatt Teil I_1977_Nr. 50 vom 28.07.1977_bgbl177050.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Germany/1977 bgbl_Bundesgesetzblatt Teil I_1977_Nr. 50 vom 28.07.1977_bgbl177050.pdf,DFG (Deutsche Forschungsgemeinschaft)
Germany,1978,1978 0801388.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Germany/1978 0801388.pdf,DFG (Deutsche Forschungsgemeinschaft)
Germany,1979,1979 0802428.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Germany/1979 0802428.pdf,DFG (Deutsche Forschungsgemeinschaft)
Germany,1979,1979 bgbl_Bundesgesetzblatt Teil I_1979_Nr. 10 vom 01.03.1979_bgbl179010.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Germany/1979 bgbl_Bundesgesetzblatt Teil I_1979_Nr. 10 vom 01.03.1979_bgbl179010.pdf,DFG (Deutsche Forschungsgemeinschaft)
Germany,1980,1980 0803398.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Germany/1980 0803398.pdf,DFG (Deutsche Forschungsgemeinschaft)
Germany,1980,1980 bgbl_Bundesgesetzblatt Teil I_1979_Nr. 76 vom 28.12.1979_bgbl179076.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Germany/1980 bgbl_Bundesgesetzblatt Teil I_1979_Nr. 76 vom 28.12.1979_bgbl179076.pdf,DFG (Deutsche Forschungsgemeinschaft)
Germany,1981,1981 0900498.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Germany/1981 0900498.pdf,DFG (Deutsche Forschungsgemeinschaft)
Germany,1981,1981 bgbl_Bundesgesetzblatt Teil I_1981_Nr. 27 vom 14.07.1981_bgbl181s0630.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Germany/1981 bgbl_Bundesgesetzblatt Teil I_1981_Nr. 27 vom 14.07.1981_bgbl181s0630.pdf,DFG (Deutsche Forschungsgemeinschaft)
Germany,1983,1983 0902168.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Germany/1983 0902168.pdf,DFG (Deutsche Forschungsgemeinschaft)
Germany,1984,1984 1000658.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Germany/1984 1000658.pdf,DFG (Deutsche Forschungsgemeinschaft)
Germany,1984,1984 XBCBGI8353.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Germany/1984 XBCBGI8353.pdf,DFG (Deutsche Forschungsgemeinschaft)
Germany,1985,1985 1002328.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Germany/1985 1002328.pdf,DFG (Deutsche Forschungsgemeinschaft)
Germany,1986,1986 1004178.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Germany/1986 1004178.pdf,DFG (Deutsche Forschungsgemeinschaft)
Germany,1986,1986 bgbl1_1985_62.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Germany/1986 bgbl1_1985_62.pdf,DFG (Deutsche Forschungsgemeinschaft)
