year,canonical_name,category,amount_local,unit,currency,item_type,source_file,page_number,pdf_path,full_text_cache,line_description_en,traceability_status,trace_method,trace_excerpt,series_notes
1975,"National Council for R&D (Israel, pre-1992)",science_agency,115000000.0,unit,ILP,section_total,1975_Israel.pdf,16.0,Data/input/finance_bills/Israel/1975_Israel.pdf,Data/output/budget/full_text/Israel/pdf_07d38bc88676__1975_Israel.txt.gz,Total,covered_by_final_series,page_context_excerpt,=== Page 16.0 | method: direct_text === | הממשלה | רא/וו | מ/ןןרד | 1תקציב לשנת הכספים | הממשלה | ראש | משרד | סעיף | 04 | 1975 | סעיף,Budget code 74 in 1985-era files. Precursor to Ministry of Science.; locked manual curation
1976,"National Council for R&D (Israel, pre-1992)",science_agency,194100.0,unit,ILP,section_total,1976_Israel.pdf,16.0,Data/input/finance_bills/Israel/1976_Israel.pdf,Data/output/budget/full_text/Israel/pdf_b8aff5ef850b__1976_Israel.txt.gz,Total expenditures,covered_by_final_series,page_excerpt,1976 | 1976 | 1976 | 1976 | ופיתוח | מחקר04 | 194100 | 5/210 | 93,Budget code 74 in 1985-era files. Precursor to Ministry of Science.; locked manual curation
1977,"National Council for R&D (Israel, pre-1992)",science_agency,1000000.0,unit,ILP,section_total,1977_Israel.pdf,55.0,Data/input/finance_bills/Israel/1977_Israel.pdf,Data/output/budget/full_text/Israel/pdf_bd66c3faf27f__1977_Israel.txt.gz,Total,covered_by_final_series,page_context_excerpt,=== Page 55.0 | method: direct_text === | :סעיף | הוצאה | 1977 | מותנית | הוצאה | נהננסה | 1977 | הרשאה להתחייב | 1977 | אדם | נח,Budget code 74 in 1985-era files. Precursor to Ministry of Science.; locked manual curation
1978,"National Council for R&D (Israel, pre-1992)",science_agency,519286.0,unit,ILP,section_total,1978_Israel.pdf,134.0,Data/input/finance_bills/Israel/1978_Israel.pdf,Data/output/budget/full_text/Israel/pdf_9667189f4390__1978_Israel.txt.gz,Total,covered_by_final_series,page_context_excerpt,=== Page 134.0 | method: direct_text === | הוצאה | מותנית | הוצאה | בהכנסה | הרשאה להתחייב | אדם | שיא נח | 197 ■ | 1978 | 1978 | 1978,Budget code 74 in 1985-era files. Precursor to Ministry of Science.; locked manual curation
1979,"National Council for R&D (Israel, pre-1992)",science_agency,1764000.0,unit,ILP,section_total,1979_Israel.pdf,146.0,Data/input/finance_bills/Israel/1979_Israel.pdf,Data/output/budget/full_text/Israel/pdf_6c49571c45fd__1979_Israel.txt.gz,Total Expenditures,covered_by_final_series,page_excerpt,"05מיגהל מדעי האלמה874400 | 104500 | 974900 | למחקר""הלאומי | המועצה | ופיתוח744750 | 1764000 | 07 | 05הלאומית למחקר",Budget code 74 in 1985-era files. Precursor to Ministry of Science.; locked manual curation
1980,"National Council for R&D (Israel, pre-1992)",science_agency,604700000.0,thousand,ILS_OLD,verified_override,1980_Israel.pdf,97.0,Data/input/finance_bills/Israel/1980_Israel.pdf,Data/output/budget/full_text/Israel/pdf_c7ce0a457682__1980_Israel.txt.gz,Verified against original Israel budget file,verified_against_original_file,page_context_excerpt,"=== Page 97.0 | method: direct_text === | סעיף | 33החקלאות | מטול | הוצאה | 1980 | מותנית | הוצאה | בהננקה | 1980 | הרשאה להתח""נ | 1980",gap: no matching rows in this year; manual override from original Israel budget file; locked manual curation
1981,"National Council for R&D (Israel, pre-1992)",science_agency,1000000000.0,thousand,ILS_OLD,verified_override,1981_Israel.pdf,27.0,Data/input/finance_bills/Israel/1981_Israel.pdf,Data/output/budget/full_text/Israel/pdf_5b87113cc1c8__1981_Israel.txt.gz,Verified against original Israel budget file,verified_against_original_file,page_context_excerpt,=== Page 27.0 | method: direct_text === | ()באלפי שקלים1981 | ­.סעיף | הוצאה | מותנית | צאה1ה | בהננקה | להתחייב | הרשאה | שיא כח אדם י | 1\7המשטרה | ■■*■<**,gap: no matching rows in this year; manual override from original Israel budget file; locked manual curation
1982,"National Council for R&D (Israel, pre-1992)",science_agency,749000000.0,thousand,ILS_OLD,verified_override,1982_Israel.pdf,102.0,Data/input/finance_bills/Israel/1982_Israel.pdf,Data/output/budget/full_text/Israel/pdf_9e1684c876ad__1982_Israel.txt.gz,Verified against original Israel budget file,verified_against_original_file,page_context_excerpt,=== Page 102.0 | method: direct_text === | (ב נ באלפי שקלים982 | ■ | :סעיף | הוצאה | מותנית | הוצאה | נהננסה | הושאה להתחייב | אום | שיא נח | 0ייןיו,gap: no matching rows in this year; manual override from original Israel budget file; locked manual curation
1983,"National Council for R&D (Israel, pre-1992)",science_agency,156300000.0,thousand,ILS_OLD,verified_override,1983_Israel.pdf,11.0,Data/input/finance_bills/Israel/1983_Israel.pdf,Data/output/budget/full_text/Israel/pdf_19bd7b908893__1983_Israel.txt.gz,Verified against original Israel budget file,verified_against_original_file,page_context_excerpt,=== Page 11.0 | method: direct_text === | תקציב | הכספים | לשנת1963 | הוצאה | היוונית | הרטאה | שיא | ריבו ז | הראטונה | התוספת | הוצאה,gap: no matching rows in this year; manual override from original Israel budget file; locked manual curation
1984,"National Council for R&D (Israel, pre-1992)",science_agency,411000000.0,thousand,ILS_OLD,verified_override,1984_Israel.pdf,12.0,Data/input/finance_bills/Israel/1984_Israel.pdf,Data/output/budget/full_text/Israel/pdf_395e64720e4b__1984_Israel.txt.gz,Verified against original Israel budget file,verified_against_original_file,page_context_excerpt,=== Page 12.0 | method: direct_text === | 1984חקציב לשנת הכספים | הוצאה | מותנית | הרשאה | שיא | בהכנסה | להתחי י ב | כח­אדם | הוצאה\הראשונה | התוספת | ריכוז,gap: no matching rows in this year; manual override from original Israel budget file; locked manual curation
